CPB;titulo;categoria;n_chamadas_fsa;todas_chamadas;todos_valores;tem_complementacao;tem_comercializacao;cat_nova;motivo_cat;cat_antiga;reclassificada
B2300201100000;DERRAPADA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1300000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300060700000;MAIS PESADO É O CÉU;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1250000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300099200000;MORCEGO NEGRO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;400000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300200700000;MUNDO PROIBIDO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;2500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300442100000;OTHELO, O GRANDE;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;350000|300000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300258300000;QUARTA-FEIRA DE CINZAS;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300382200000;RETRATO DE UM CERTO ORIENTE;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300105700000;TESOURO NATTERER;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;1000000|698884;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402125800000;A ESTRADA 47;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1800000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1402131600000;CASA GRANDE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 03;950000|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1402406800000;IRMÃ DULCE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1402704900000;LOUCAS PRA CASAR;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1402689400000;O VENDEDOR DE PASSADOS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 04;2000000|350000;True;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1500554400000;A ESPERANÇA É A ÚLTIMA QUE MORRE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1750000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1500591500000;A FLORESTA QUE SE MOVE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1500572900000;AS AVENTURAS DO PEQUENO COLOMBO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1500843400000;ASPIRANTES;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 03;342000|100000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1500873900000;ATRAVÉS DA SOMBRA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 03;1240000|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1500711400000;BEATRIZ;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 01;500000|500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1600100300000;O ESCARAVELHO DO DIABO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|ARRANJOS REGIONAIS;2000000|500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1500585100000;QUE HORAS ELA VOLTA?;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1200000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1500899800000;REZA A LENDA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1600036800000;ZOOM;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODECINE 04|ARRANJOS REGIONAIS;2000000|517002|200000;True;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700162000000;ALTAS EXPECTATIVAS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODECINE 04|PRODECINE 03;1500000|852800|500000;True;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700386500000;COMO SE TORNAR O PIOR ALUNO DA ESCOLA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 04;2500000|1000000;True;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1600680100000;ELIS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2710000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1600567900000;O SHAOLIN DO SERTÃO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1750000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700011500000;PEIXONAUTA: O FILME;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 04;1800000|800000;True;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700177700000;UM TIO QUASE PERFEITO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;2200000|100000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800206400000;UMA NOITE NÃO É NADA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 04;800000|632942;True;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1600564100000;VERMELHO RUSSO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700353800000;BERENICE PROCURA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODECINE 04|PRODECINE 03;2000000|1180000|200000;True;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700119200000;COMO NOSSOS PAIS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700395900000;DUAS DE MIM;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|ARRANJOS REGIONAIS;3000000|638360;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700109600000;GOSTOSAS, LINDAS E SEXIES;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700571300000;HAPPY HOUR;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;1500000|900000|200000;True;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700600100000;MINHA FAMA DE MAU;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700168200000;NINGUÉM ENTRA, NINGUÉM SAI;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700260300000;O BANQUETE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODECINE 04|PRODECINE 03;750000|347635|200000;True;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700052200000;O CRIME DA GÁVEA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700513700000;O NOME DA MORTE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;2000000|400000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800202100000;PARAÍSO PERDIDO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODAV 06|PRODECINE 03;2000000|1086229|500000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1700480900000;ZAMA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODAV 06|PRODECINE 03;1393941|200000|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800089700000;A MULHER DO MEU MARIDO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODAV 06|COMERCIALIZAÇÃO EM CINEMA;1500000|358532|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900019800000;ALBATROZ;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800130000000;ALGUÉM COMO EU;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800166700000;ALÉM DO HOMEM;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODAV 07|PRODAV 06;1168640|1000000|326523;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800106900000;BENZINHO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;4;PRODECINE 02|PRODECINE 04|PRODAV 06|COMERCIALIZAÇÃO EM CINEMA;1500000|379538|300000|200000;True;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900048500000;CINDERELA POP;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2700000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800607100000;CINE MARROCOS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;573514;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800216200000;CORRENDO ATRÁS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|ARRANJOS REGIONAIS|PRODAV 06;2500000|320081|200000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900005600000;CRAVOS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;257180|199850;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800422000000;DE VOLTA AO MARACANÃ;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1600000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800502000000;DOMINGO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;1300000|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800279000000;JOVENS POLACAS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;1000000|199450;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800603500000;MEU AMIGO FELA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;400000|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800269200000;MULHERES ALTERADAS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 07;3000000|200000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800307900000;O CANDIDATO HONESTO 2;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;3000000|500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800000800000;O GRANDE CIRCO MISTICO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 03;3000000|500000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800115600000;O HOMEM PERFEITO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800307200000;SUEÑO FLORIANÓPOLIS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;500000|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800410600000;TUDO ACABA EM FESTA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800580500000;UMA PITADA DE SORTE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODECINE 04;3000000|1000000;True;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900240000000;ANNA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900232600000;BACURAU;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 07;1000000|500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000006000000;DE PERTO ELA NÃO É NORMAL;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;3000000|200000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900463100000;FLUXOS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;600994;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900075800000;MARIA DO CARITÓ;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;2000000|700000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000006700000;MARIGHELLA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|PRODAV 07;3000000|1420000|200000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900341900000;MÚSICA PARA MORRER DE AMOR;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900572800000;NOITES DE ALFACE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1340595;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900042200000;O CORPO É NOSSO!;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;750000|99930;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900589200000;OS SALAFRÁRIOS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;3000000|982500;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900508000000;PIXINGUINHA, UM HOMEM CARINHOSO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900417800000;SEGUNDO TEMPO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;1920036|1353267|200000;True;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900439300000;TERAPIA DO MEDO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|ARRANJOS REGIONAIS;3000000|500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900235500000;TURMA DA MÔNICA - LAÇOS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900486900000;UM DIA QUALQUER;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900454200000;VENEZA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;3000000|1265133;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1900380000000;VOU NADAR ATÉ VOCÊ;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;1000000|150559;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000440700000;DENTE POR DENTE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;2087500|1350000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000240300000;JESUS KID;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;1500000|915000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000047900000;JÚPITER;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;1998954|396618;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000042800000;LAMENTO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;996350;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000360900000;MIÚDA E O GUARDA-CHUVA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;683000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000127500000;NADA É POR ACASO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2715816;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000163800000;OS ESPETACULARES;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;2500000|2500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000004600000;SOLDADOS DA BORRACHA - OS HERÓIS ESQUECIDOS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;299230;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000340700000;SUJEITO OCULTO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2377727;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2000065800000;TARSILINHA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2100115300000;AOS NOSSOS FILHOS;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;2000000|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2100433800000;CARRO REI;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|ARRANJOS REGIONAIS;1401902|956422;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2100408300000;DESERTO PARTICULAR;FSA Pontuação Bilheteria e Roteiro — Distribuidora;3;PRODECINE 02|SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO|PRODAV 06;1500000|795521|14848;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2100260000000;DIÁRIOS DE INTERCÂMBIO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;3000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2100027200000;JAIR RODRIGUES - DEIXA QUE DIGAM;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|ARRANJOS REGIONAIS;500000|200000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2100070100000;O SILÊNCIO DA CHUVA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;3000000|1570357;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2100017600000;O TREM DA UTOPIA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1016631;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2100507100000;OS DRAGÕES;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|COMERCIALIZAÇÃO EM CINEMA;1487606|200000;False;True;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2200102500000;AS ÓRFÃS DA RAINHA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|ARRANJOS REGIONAIS;1999990|349185;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2200375000000;CHICO PARA SEMPRE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 06;750000|399312;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2200202000000;DE REPENTE DRAG;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2334150;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2200050700000;MEU AMIGÃOZÃO - O FILME;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2200356700000;SOCIEDADE DO MEDO;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;940917;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2200065900000;SOL;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|ARRANJOS REGIONAIS;2000000|200000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2200347700000;TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|PRODAV 07;3000000|500000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2300247700000;AGRESTE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;2;PRODECINE 02|ARRANJOS REGIONAIS;2012034|530733;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2300468900000;ATÉ QUE A MÚSICA PARE;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2300408500000;LILITH;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;1000000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B2300375400000;PRINCESA ADORMECIDA;FSA Pontuação Bilheteria e Roteiro — Distribuidora;1;PRODECINE 02;2700000;False;False;Bilheteria · Distribuidora;maior chamada de produção;Bilheteria · Distribuidora;False
B1800001000000;EX-PAJÉ;FSA Comercialização / Distribuição;1;PRODECINE 03;100000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1700339700000;HISTORIETAS ASSOMBRADAS - O FILME;FSA Comercialização / Distribuição;1;PRODECINE 03;500000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1700184000000;NOVA AMSTERDAM;FSA Comercialização / Distribuição;1;PRODECINE 03;67000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1700584300000;O BEIJO NO ASFALTO;FSA Comercialização / Distribuição;1;PRODECINE 03;100000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1800132900000;TINTA BRUTA;FSA Comercialização / Distribuição;1;PRODECINE 03;100000;False;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Comercialização;True
B1500113300000;LOVE FILM FESTIVAL;FSA Complementação;2;PRODECINE 04|PRODECINE 03;342592|100000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1402192700000;OS AMIGOS;FSA Complementação;2;PRODECINE 04|PRODECINE 03;658204|200000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1402146300000;PRAIA DO FUTURO;FSA Complementação;2;PRODECINE 04|PRODECINE 02;1234348|1000000;True;False;Bilheteria · Distribuidora;maior chamada de produção;Complementação;True
B1600245600000;ANTES O TEMPO NÃO ACABAVA;FSA Complementação;2;PRODECINE 04|PRODECINE 03;493772|199800;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1500464600000;BRUXARIAS;FSA Complementação;2;PRODECINE 04|PRODECINE 03;343281|200000;True;True;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1500818400000;EM TRÊS ATOS;FSA Complementação;1;PRODECINE 04;350000;True;False;Add-on FSA (Compl./Comerc.);só add-on no FSA (produção externa);Complementação;True
B1500651700000;MATE-ME POR FAVOR;FSA Complementação;3;PRODECINE 04|PRODECINE 02|PRODECINE 03;543153|500000|200000;True;True;Bilheteria · Distribuidora;maior chamada de produção;Complementação;True
