cnpj_produtora,razao,n_obras,fsa_total_mi,inv_total_mi,publico_total,publico_med,renda_total_mi,efic,pct_cinema,pct_intl,admissoes_eu,critica_med,uf,cluster,cluster_label
09.085.894/0001-34,MAISON DU CINEMA PRODUCOES AUDIOVISUAIS LTDA - ME,1,1.5742692,1.5742692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,GO,,Emergentes / micro
08.578.658/0001-97,MIL CICLOS PRODUÇÃO AUDIOVISUAL LTDA,3,1.56964218122,1.56964218122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MA,2.0,Baixo retorno / nicho
12.192.242/0001-03,FELIPE KLOVAN SILVA,1,1.5681305654784,1.5681305654784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RS,,Emergentes / micro
21.805.885/0001-76,INQUIETA CINEMA CULTURA E COMUNICAÇÃO LTDA - ME,1,1.56382184448,1.55545812362,2112.0,2112.0,0.022418340000000002,1357.799331225174,100.0,0.0,0.0,3.89,PE,,Emergentes / micro
08.016.733/0001-26,ORQUESTRA CINEMA ESTÚDIOS LTDA,1,1.5547259402035198,1.5547259402035198,534.0,534.0,0.008692,343.46889454362434,100.0,0.0,0.0,3.84,PE,,Emergentes / micro
01.025.252/0001-38,CABEÇA DE CUIA PRODUTORA DE FILMES E VÍDEOS LTDA,1,1.5489331199999998,1.5489331199999998,131.0,131.0,0.002567,84.57434237057312,100.0,0.0,0.0,3.89,CE,,Emergentes / micro
11.687.817/0001-04,GATO DO PARQUE CINEMATOGRÁFICA LTDA,1,1.1338547850000003,1.5328825050135202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
13.188.290/0001-90,INFFINITO ENTRETENIMENTO E COMUNICAÇÕES LTDA. ME.,1,1.3991539290869999,1.530761649087,493.0,493.0,0.00824338,322.0618966342948,100.0,0.0,0.0,3.788,RJ,,Emergentes / micro
07.467.108/0001-38,URSO FILMES EIRELI,2,1.53624449424404,1.5175239822117201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,2.0,Baixo retorno / nicho
05.564.112/0001-99,TRIO FILMES PRODUÇÕES ARTÍSTICAS LTDA,1,1.5037912028159999,1.5037912028159999,462.0,462.0,0.00492227,307.22350226205515,100.0,0.0,0.0,3.89,CE,,Emergentes / micro
13.650.111/0001-95,INSPIRAR COMUNICAÇÃO E CULTURA EIRELI,3,1.50050621512792,1.4920740151279202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,BA,2.0,Baixo retorno / nicho
02.376.263/0001-25,RADIANTE FILMES LTDA,1,1.490384265678,1.490384265678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,RJ,,Emergentes / micro
59.190.843/0001-40,SP FILMES DE SÃO PAULO LTDA,1,0.6996751999999999,1.4899472,87.0,87.0,0.00153588,58.39133091427669,100.0,0.0,0.0,3.5,SP,,Emergentes / micro
09.257.828/0001-02,"GARIMPO - PRODUÇÃO AUDIOVISUAL, CULTURAL E COMUNICAÇÃO LTDA",1,1.4870318181539999,1.4870318181539999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
24.144.897/0001-95,AMAZONIA VIDEO PRODUCOES LTDA - ME,1,1.4847630336,1.4847630336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,AM,,Emergentes / micro
04.232.913/0001-94,OFICINA DE IMAGEM LTDA.,1,1.4780638599999998,1.4780638599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.767,PR,,Emergentes / micro
07.530.292/0001-13,FILMES DO CERRADO PRODUÇÕES CINEMATOGRÁFICAS LTDA,1,0.756502887168,1.4560652645419998,40.0,40.0,0.00068302,27.47129608409542,100.0,0.0,0.0,3.89,MG,,Emergentes / micro
22.000.363/0001-60,LA URSA CINEMATOGRÁFICA LTDA,2,1.1759905,1.4544293000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,AL,2.0,Baixo retorno / nicho
04.939.205/0001-98,MATIZAR PRODUÇÕES ARTÍSTICAS LTDA,1,1.4427945450589998,1.4427945450589998,333.0,333.0,0.0027008600000000002,230.80209246728384,100.0,0.0,0.0,3.5,RJ,,Emergentes / micro
05.572.253/0001-53,LENTE VIVA FILMES LTDA - EPP,2,1.4359448137685,1.4359448137685,1374.0,1374.0,0.00691465,3477.2837706511177,50.0,50.0,0.0,3.7,SP,3.0,Comerciais de sala
19.872.940/0001-07,FAUSTON FILMES LTDA,1,1.41825745531323,1.41825745531323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,DF,,Emergentes / micro
87.435.368/0001-60,OTTO DESENHOS ANIMADOS LTDA,1,1.4126604500000002,1.4126604500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RS,,Emergentes / micro
02.759.786/0001-50,FLORA FILMES & VÍDEOS PRODUÇÕES ARTÍSTICAS LTDA ME,2,1.411238060768,1.411238060768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,2.0,Baixo retorno / nicho
15.571.863/0001-96,COCRIATIVA CONTEÚDOS AUDIOVISUAIS LTDA,2,1.409845528,1.409845528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.035,MG,2.0,Baixo retorno / nicho
00.020.648/0001-20,PRODIGO FILMS LTDA,1,0.802176614024,1.40849525064569,109.0,109.0,0.0020182999999999998,77.38755238970926,100.0,0.0,0.0,3.89,SP,,Emergentes / micro
17.223.211/0001-96,TRÓPICO AUDIOVISUAL LTDA - ME,1,1.392194,1.392194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PR,,Emergentes / micro
00.508.766/0001-81,SAMBAQUI CULTURAL CINE VÍDEO LTDA,1,1.392194,1.392194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PR,,Emergentes / micro
14.150.253/0001-56,ELEVATION TECNOLOGIA & COMUNICAÇÃO LTDA,1,1.392194,1.392194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
07.642.548/0001-84,RENDER BRASIL PRODUÇÕES EIRELI - EPP,1,1.392194,1.392194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.025,MS,,Emergentes / micro
07.837.630/0001-64,MANIFESTO GAME STUDIO LTDA,1,1.392194,1.392194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
17.503.480/0001-06,JULIANE ALMEIDA GOMES,1,1.392194,1.392194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,TO,,Emergentes / micro
11.717.663/0001-48,SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.,1,1.3921910763926,1.3921910763926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
06.274.259/0001-07,CATAVENTO PRODUÇÕES AUDIOVISUAIS LTDA - ME,1,1.39216703320222,1.39216703320222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
07.988.992/0001-56,PLANET POP MÍDIA E EDITORAÇÕES LIMITADA ME,1,1.39113593256,1.39113593256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.767,SP,,Emergentes / micro
03.274.384/0001-29,BELLI STUDIO DESIGN LTDA.,1,1.37218095,1.37218095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SC,,Emergentes / micro
12.935.850/0001-60,MONTANHAS FILMES LTDA - ME,3,1.3684508598641199,1.3684508598641199,224.0,224.0,0.00113944,441.68288629089983,33.33333333333333,0.0,0.0,3.8465,BA,0.0,Produção para TV/VoD
03.189.055/0001-80,ABBAS FILMES LTDA.,1,1.363662376164,1.363662376164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
01.230.968/0001-77,BANG BANG FILMES PRODUÇÕES EIRELI,2,1.3541356,1.3541356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,2.0,Baixo retorno / nicho
11.907.529/0001-00,CONTAINER FILMES LTDA,1,1.3993503999999999,1.346915,7906.0,7906.0,0.10039273,5869.709669875233,100.0,100.0,0.0,3.89,RS,,Emergentes / micro
18.589.962/0001-93,FINORDIA PRODUÇÕES CULTURAIS LTDA - ME,1,1.36353273211288,1.34108905084386,115.0,115.0,0.00175648,85.75120341757916,100.0,0.0,0.0,3.83,ES,,Emergentes / micro
02.972.707/0001-95,ESPIRAL CRIACAO E PRODUCAO CULTURAL LTDA,2,1.32860285,1.32860285,672.0,672.0,0.0,1067.1618297556736,50.0,0.0,0.0,3.395,RJ,0.0,Produção para TV/VoD
05.760.527/0001-38,NÚCLEO ZERO PUBLICIDADE LTDA,2,1.32726941668,1.32726941668,1339.0,1339.0,0.016942040000000002,1276.6599093364675,50.0,0.0,0.0,4.4,AL,0.0,Produção para TV/VoD
12.751.837/0001-51,CRISTIANO T. AZZI,1,1.39497743,1.3271485699999999,1018.0,1018.0,0.012399799999999999,767.0580543970297,100.0,0.0,0.0,3.89,MG,,Emergentes / micro
08.677.301/0001-66,LACUNA FILMES LTDA,1,1.3238045537983003,1.3238045537983003,6829.0,6829.0,0.10980467999999999,5158.616489425139,100.0,0.0,0.0,3.89,SP,,Emergentes / micro
12.286.408/0001-50,PROCONTENT PRODUCAO LTDA,2,1.30851089135461,1.30851089135461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MA,2.0,Baixo retorno / nicho
10.403.803/0001-40,TON TON FILMES & PRODUÇÃO ARTÍSTICA LTDA,1,1.2590471879999998,1.307428488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
09.514.942/0001-62,TVA2 PRODUÇÕES LTDA.,2,1.0122058,1.301086,2834.0,2834.0,0.019738139999999998,4684.382691255543,50.0,50.0,3530.0,3.89,RJ,3.0,Comerciais de sala
19.780.327/0001-51,GLOBAL VILLAGE CREATIVE E EXECUTIVE,1,1.2999609,1.2999609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,ES,,Emergentes / micro
15.693.797/0001-27,EXPURGAÇÃO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME,2,1.28777945,1.28777945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,ES,2.0,Baixo retorno / nicho
25.302.358/0001-08,PRODUTORA PORTATIL LTDA. - ME,2,1.28081848,1.28081848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,2.0,Baixo retorno / nicho
01.456.361/0001-00,MP 2 PRODUCOES EIRELI,2,1.2788758788399999,1.2788758788399999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,RJ,2.0,Baixo retorno / nicho
09.011.546/0001-12,GMB PRODUTORA DE CINEMA E VIDEO LTDA,2,1.2759616803000002,1.2759616803000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,2.0,Baixo retorno / nicho
01.179.201/0001-60,VIDEOFORUM FILMES PRODUÇÕES ARTÍSTICAS LTDA.,1,1.2244316,1.2719936800000002,8505.0,8505.0,0.11859331,6686.353976224157,100.0,0.0,0.0,4.1,SP,,Emergentes / micro
73.364.879/0001-24,"FBL E ASSOCIADOS, COMUNICAÇÕES LTDA",1,1.2713137627329,1.2713137627329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
04.474.294/0001-44,TEATRO ILUSTRE PRODUÇÕES ARTÍSTICAS LTDA,1,1.2639593500000001,1.2639593500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.058,RJ,,Emergentes / micro
14.676.949/0001-10,LUMIÔ FILMES LTDA - ME,1,1.2582230712365101,1.2582230712365101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.975,DF,,Emergentes / micro
18.562.109/0001-88,QUARTO STUDIO PRODUÇÃO AUDIOVISUAL LTDA ME,1,1.25472236481042,1.25472236481042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MG,,Emergentes / micro
12.638.556/0001-97,G2 PRODUÇÕES LTDA - ME,1,0.624777685768,1.2530488077679998,517.0,517.0,0.00854267,412.593664983337,100.0,0.0,0.0,3.89,SP,,Emergentes / micro
08.988.410/0001-02,PAJÉ PRODUÇÕES CULTURAIS,2,1.25269482469376,1.25269482469376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,2.0,Baixo retorno / nicho
30.532.263/0001-02,LEONARDO GARCIA RIBEIRO LOPES DOMINGUES,1,1.247185857348,1.247185857348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
01.282.220/0001-18,REALIZART PRODUÇÃO AUDIOVISUAL LTDA,3,1.239292373777,1.239292373777,135.0,135.0,0.00162,341.6545189504373,33.33333333333333,33.33333333333333,0.0,3.835,SC,0.0,Produção para TV/VoD
05.930.707/0001-10,PROCESSO MULTIARTES EIRELI,2,1.22416495538942,1.22416495538942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PR,2.0,Baixo retorno / nicho
14.263.150/0001-00,FABRICA DE IDEIAS CINEMATICAS LTDA,1,1.2235395141199998,1.2235395141199998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
20.240.711/0001-40,ILUMINURAS ESTÚDIO DE ANIMAÇÃO DE FILMES LTDA,1,1.222550784,1.222550784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PA,,Emergentes / micro
31.851.876/0001-75,PIAVENTURA PRODUÇÃO E COMUNICAÇÃO LTDA - ME,1,1.209906432,1.209906432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
13.827.942/0001-90,MAGNO & MAGNO LTDA - ME,2,1.2044789100000002,1.2044789100000002,141.0,141.0,0.001946,185.9237007899028,50.0,0.0,0.0,3.89,PI,0.0,Produção para TV/VoD
05.808.346/0001-34,MAYA FILMES LTDA,2,1.20151782246975,1.20151782246975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1259999999999994,AM,2.0,Baixo retorno / nicho
17.686.492/0001-13,GAMA PINHEIRO PRODUÇÕES LTDA -ME,1,1.1896088,1.1896088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MA,,Emergentes / micro
03.545.965/0001-58,REAÇÃO CRIAÇÃO E PRODUÇÃO LTDA,2,1.1855514904865,1.1855514904865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,MG,2.0,Baixo retorno / nicho
05.209.603/0001-11,FLORESTA VÍDEO GRÁFICA E EDITORA LTDA,1,1.16612528668832,1.16612528668832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,PA,,Emergentes / micro
04.483.967/0001-22,G. L. MAGRI BARRADAS,1,1.1590655947315198,1.1590655947315198,730.0,730.0,0.00941557,629.8176766855836,100.0,0.0,0.0,2.4,MT,,Emergentes / micro
40.426.918/0001-11,MAC COMUNICAÇÃO E PRODUÇÃO LTDA,1,1.1419821368102,1.1419821368102,711.0,711.0,0.0075904499999999995,622.6016827075551,100.0,0.0,0.0,3.89,RJ,,Emergentes / micro
21.831.217/0001-13,SM & AA PRODUCAO AUDIOVISUAL LTDA ­ ME,1,1.1369722,1.1369722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,AC,,Emergentes / micro
14.139.914/0001-42,FOREST COMUNICAÇÃO,1,1.1369722,1.1369722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,MT,,Emergentes / micro
17.096.738/0001-05,DIADORIM FILMES LTDA-ME,1,1.1368847406,1.1368847406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PR,,Emergentes / micro
04.368.192/0001-44,"PRO AUTOR PRODUCAO, DIVULGACAO DE ARTE E PROJETOS CULTURAIS LTDA - ME",1,1.1344418666386902,1.1344418666386902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
03.250.728/0001-60,TAKAPY DIGITAL ART LTDA,2,1.12288995,1.12288995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,2.0,Baixo retorno / nicho
18.023.882/0001-76,PALADINA PRODUCOES ARTISTICAS LTDA. - ME,1,1.11525825,1.11525825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
15.456.470/0001-31,"GRAVIDADE ZERO PRODUTORA, COMUNICACAO E TECNOLOGIA LTDA",1,1.114232756,1.114232756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,DF,,Emergentes / micro
08.863.826/0001-96,TOCANTINS FILMES PRODUCOES AUDIOVISUAIS LTDA,1,1.1137552,1.1137552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,TO,,Emergentes / micro
04.467.789/0001-46,PERSON PRODUCOES LTDA - ME,1,1.11364382448,1.11364382448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
24.121.437/0001-41,PRODUTORA RIO DE ARTE E CULTURA LTDA,1,1.113251225772,1.113251225772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,RJ,,Emergentes / micro
05.958.016/0001-25,IMAGEM-TEMPO PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME,2,1.09984321173094,1.09984321173094,0.0,0.0,0.0,0.0,0.0,50.0,0.0,3.095,RJ,2.0,Baixo retorno / nicho
12.837.401/0001-80,SOFÁ VERDE FILMES LTDA,2,1.1590919199999998,1.08769312,375.0,375.0,0.005119739999999999,466.8852602704797,50.0,0.0,0.0,3.89,RS,0.0,Produção para TV/VoD
19.332.605/0001-08,VANJA ORICO FILMES EIRELI - EPP,1,1.09497687237764,1.07973752237764,29.0,29.0,0.00028,26.858379373665226,100.0,0.0,0.0,3.89,RJ,,Emergentes / micro
04.728.553/0001-16,MUIRAQUITA FILMES E PRODUCOES ARTISTICAS EIRELI ­ ME,1,0.8528216266540001,1.075873276654,323.0,323.0,0.00541266,300.22123144887496,100.0,100.0,0.0,3.89,SP,,Emergentes / micro
15.595.876/0001-03,ML TOLEDO DE MARTINO PRODUÇÕES ARTÍSTICAS,1,0.8225482499999999,1.0743185939999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
13.994.239/0001-76,MACACO GORDO PUBLICIDADE E SERVIÇOS LTDA,1,1.06617000908,1.06617000908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
17.281.724/0001-53,TENDA DOS MILAGRES PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA,3,1.05666610648,1.05666610648,56.0,56.0,0.0003477,154.04712609681556,33.33333333333333,0.0,0.0,3.705,BA,0.0,Produção para TV/VoD
04.113.319/0001-84,DUPLA CRIAÇÃO & PUBLICIDADE LTDA - ME,1,1.0548094684368001,1.0548094684368001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,MA,,Emergentes / micro
04.687.576/0001-20,SOMBUMBO FILMES LTDA - ME,2,1.021205255533,1.044542019632,113.0,113.0,0.00239675,147.49970644201167,50.0,50.0,0.0,4.055,SP,3.0,Comerciais de sala
12.240.058/0001-91,DAZA PRODUÇÃO CULTURAL LTDA ME,1,1.0441455,1.0441455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
09.059.127/0001-50,COLATERAL FILMES LTDA.,1,1.0441455,1.0441455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RS,,Emergentes / micro
28.026.565/0001-67,ELIMAR PRODUÇÕES ARTÍSTICAS LTDA,1,1.05559194849511,1.0391964014525101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
31.179.864/0001-46,VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA,1,0.08353164,1.032109339999,2640.0,2640.0,0.03836124,2557.868529706899,100.0,0.0,0.0,3.89,RJ,,Emergentes / micro
15.743.170/0001-33,MOVIOCA PRODUÇÕES ARTÍSTICAS LTDA - ME,1,1.015628513,1.015628513,8.0,8.0,0.00012,7.876895831103946,100.0,0.0,0.0,4.315,SP,,Emergentes / micro
12.985.991/0001-98,JACARÉ PRODUÇÕES CINEMATOGRÁFICAS LTDA,2,1.00175762345904,1.00175762345904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,2.0,Baixo retorno / nicho
21.866.996/0001-92,TF INTERNATIONAL PRODUTORA DE FILMES EIRELI,1,0.9745358,0.9745358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
19.223.689/0001-41,BENDITAS PROJETOS CRIATIVOS LTDA - ME,2,0.9656952784244002,0.9656952784244002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,BA,2.0,Baixo retorno / nicho
10.773.468/0001-72,CANAL DE VENDAS JP VÍDEO LTDA,2,0.95622276167208,0.95622276167208,148.0,148.0,0.0008105,169.22137586125677,50.0,0.0,0.0,4.055,PB,0.0,Produção para TV/VoD
07.521.590/0001-47,CANÁRIO PRODUTORA DE VÍDEO LTDA,2,0.95622276167208,0.95622276167208,80.0,80.0,0.0006500700000000001,91.47101397905772,50.0,0.0,0.0,3.9,PB,0.0,Produção para TV/VoD
13.124.984/0001-64,EXTRATO DE CINEMA PRODUÇÕES E SERVIÇOS CINEMATOGRÁFICOS LTDA,3,0.92706962250812,0.92706962250812,1132.0,566.0,0.00884137,1394.1707109737013,66.66666666666666,0.0,0.0,4.3,PB,4.0,Campeãs de público
10.519.798/0001-36,NOVA TRINITI COMUNICAÇÃO E PRODUÇÃO ARTÍSTICA LTDA ME,2,0.9304599600000001,0.91528924,532.0,532.0,0.00877734,1346.371882086168,50.0,50.0,0.0,3.933,RJ,3.0,Comerciais de sala
09.719.793/0001-78,MANJUBINHA FILMES EIRELI,1,0.9151928457782201,0.9151928457782201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
13.486.716/0001-92,TROTOAR - PRODUCAO DE SERVICOS AUDIOVISUAIS LTDA ME,1,0.8966882210224401,0.8966882210224401,37.0,37.0,0.00025359,41.262948628689585,100.0,100.0,0.0,3.89,DF,,Emergentes / micro
19.867.828/0001-70,MVM MOVIMENTOS CULTURAIS LTDA,1,0.8962467964957799,0.8962467964957799,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.89,SP,,Emergentes / micro
03.081.598/0001-89,CINEBRAS CINERAMA BRASILIS CINEMATOGRAFICA EIRELI,1,0.8922066000000001,0.8922066000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
13.328.225/0001-13,JARAGUA PRODUÇÕES E SERVIÇOS LTDA,1,0.8922066000000001,0.8922066000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
04.344.932/0001-02,INTRO LTDA,1,0.8922066000000001,0.8922066000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,SP,,Emergentes / micro
02.066.541/0001-48,PRISMA PRODUÇÕES LTDA,2,0.88909453876887,0.88909453876887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,RN,2.0,Baixo retorno / nicho
07.660.253/0001-30,EF PRODUCOES ARTISTICAS EIRELI,1,0.88905015149052,0.88905015149052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.343,PA,,Emergentes / micro
12.965.878/0001-40,602 PRODUÇÕES DE FILMES LTDA,1,0.886838316,0.886838316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,AM,,Emergentes / micro
04.482.216/0001-91,DHARMA FILMES E VIVENCIAS CINEMATOGRAFICAS LTDA ­ ME,1,0.88674531167404,0.88674531167404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,GO,,Emergentes / micro
03.576.269/0001-09,CYCLOPEA PRODUÇÕES E EVENTOS LTDA,1,0.874594,0.874594,21.0,21.0,0.000186,24.01114116950265,100.0,0.0,0.0,3.6,PB,,Emergentes / micro
00.845.658/0001-02,COISA DE CINEMA - CINEMA E VÍDEO LTDA ME,2,0.892360371604,0.869874561152,11786.0,11786.0,0.15343721,21024.792814954246,50.0,0.0,0.0,4.176,BA,4.0,Campeãs de público
01.387.311/0001-18,ATALAIA PRODUÇÃO E DISTRIBUIÇÃO ARTÍSTICA S/C LTDA ME.,1,0.8666406,0.8666406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SC,,Emergentes / micro
13.571.915/0001-07,DILÚVIO FILMES PRODUÇÕES ARTÍSTICAS LTDA. -ME,1,0.8666406,0.8666406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
06.228.927/0001-60,CASA REDONDA PRODUCOES CULTURAIS EIRELI,2,0.36732948,0.8631862799999999,20241.0,10120.5,0.31854934,26339.64749597876,100.0,50.0,0.0,3.4,SP,3.0,Comerciais de sala
02.825.596/0001-94,OFICINA DE CRIACAO DE FILMES EIRELI,1,0.874594,0.8567442999999999,553.0,553.0,0.00848603,645.4667979699428,100.0,0.0,0.0,3.983,MG,,Emergentes / micro
11.000.556/0001-02,SANCHO FILMES LTDA ME.,1,0.8731421739599999,0.83773907898,50.0,50.0,0.000491,59.68445456893111,100.0,100.0,0.0,4.3,SP,,Emergentes / micro
13.193.095/0001-59,PUNTA COLORADA PRODUÇÕES AUDIOVISUAIS LTDA - ME,2,0.8581956869999999,0.8355936869999999,2661.0,1330.5,0.02056255,3438.219573805555,100.0,100.0,0.0,3.54,SP,1.0,Prestígio internacional
22.369.189/0001-27,ORIGINA CONTEÚDO AUDIOVISUAL LTDA. - ME,1,0.8353164,0.8353164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
74.362.336/0001-30,I & C COMUNICAÇÃO ELETRÔNICA LTDA,1,0.8353164,0.8353164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
24.020.677/0001-50,CABRADABRA PRODUÇÃO DE FILMES LTDA,1,0.8353164,0.8353164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PB,,Emergentes / micro
08.233.638/0001-84,POSTURA DIGITAL FILMES EIRELI,1,0.8353164,0.8353164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,MG,,Emergentes / micro
14.234.013/0001-30,EDILBERTO CIPRIANO DE BRITO EPP,1,0.8266294149000001,0.8266294149000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PB,,Emergentes / micro
01.908.170/0001-31,"COOPERATIVA DE TRABALHO DE PRODUCAO AUDIOVISUAL DE SAUDE, SANEAMENTO E MEIO-AMBIENTE LTDA - COOPAS",1,0.8225482499999999,0.8225482499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
30.120.265/0001-94,INDUSTRIA IMAGINARIA EIRELI,1,0.820830072,0.820830072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
12.295.196/0001-78,DANNEMANN PRODUÇÕES LTDA ME,1,0.8140890612043999,0.8140890612043999,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.89,RJ,,Emergentes / micro
33.139.692/0001-02,MAPA FILMES DO BRASIL LTDA.,1,0.8068607932638001,0.8068607932638001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,RJ,,Emergentes / micro
16.505.730/0001-84,OSMOSE FILMES LTDA,1,0.8059876118999999,0.8059876118999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
03.048.443/0001-40,MALAGUETA CINEMA E VIDEO LTDA,2,0.8018506578086401,0.8018506578086401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.468,BA,2.0,Baixo retorno / nicho
