cnpj_produtora,razao,n_obras,fsa_total_mi,inv_total_mi,publico_total,publico_med,renda_total_mi,efic,pct_cinema,pct_intl,admissoes_eu,critica_med,uf,cluster,cluster_label
12.475.126/0001-00,CLARTE SERVIÇOS DE FOTO E CINEMA LTDA ME,1,0.8011717865800001,0.8011717865800001,92.0,92.0,0.000714,114.83180204425913,100.0,0.0,0.0,3.844,PA,,Emergentes / micro
20.357.494/0001-73,MUAMBA ESTUDIO LTDA ME,2,0.796820655406,0.796820655406,8.0,8.0,0.000115,16.30278743225453,50.0,0.0,0.0,4.3,PA,0.0,Produção para TV/VoD
83.647.040/0001-57,3D PRODUCOES LTDA,1,0.7958805400000001,0.7958805400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.853,PA,,Emergentes / micro
02.801.220/0001-40,CENTRAL DE PRODUÇÃO - CINEMA E VÍDEO NA AMAZÔNIA,1,0.7958805400000001,0.7958805400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PA,,Emergentes / micro
05.064.562/0001-12,CD CLIP PRODUCOES LTDA,1,0.7958805400000001,0.7958805400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.817,SP,,Emergentes / micro
12.292.361/0001-38,VOLANT PRODUÇÕES ARTÍSTICAS LTDA - ME,1,0.7915318987,0.7915318987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PR,,Emergentes / micro
67.619.171/0001-74,PALEOTEVE PRODUCAO CULTURAL EIRELI ­ EPP,1,0.7900823347199999,0.7900823347199999,17378.0,17378.0,0.09614236999999999,21995.175991573906,100.0,100.0,3630.0,3.89,SP,,Emergentes / micro
05.913.319/0001-21,TOCA DE REIS PROJETOS EM COMUNICAÇÃO E CULTURA LTDA EPP,1,0.7896463199999999,0.7896463199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
10.527.236/0001-34,Z1 PRODUÇÃO AUDIOVISUAL LTDA,1,0.7871346,0.7871346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MG,,Emergentes / micro
14.341.183/0001-13,PIETÀ FILMES E PRODUÇÕES LTDA EPP,1,0.73664451,0.7784470350000001,1076.0,1076.0,0.00536004,1382.2391911352065,100.0,0.0,0.0,4.38,SP,,Emergentes / micro
29.121.096/0001-28,MULTIVERSO FILMES PRODUÇÕES ARTÍSTICAS LTDA,1,0.77509008756,0.77509008756,1308.0,1308.0,0.02028463,1687.5457717664945,100.0,100.0,0.0,3.89,SP,,Emergentes / micro
13.273.176/0001-69,ALESSANDRO DE FARIAS GUEDES ME,1,0.7734286223530001,0.7734286223530001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
31.553.936/0001-73,TELENEWS SERVICE LTDA,1,0.7699051619999999,0.7699051619999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
00.623.018/0001-40,DANIEL SOLÁ SANTIAGO PRODUÇÕES LTDA. ME,1,0.22583644818667997,0.7674868231866799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
21.869.247/0001-19,DANIEL CARVALHO SOLUCOES AUDIO E VISUAIS EIRELI,1,0.7657067,0.7657067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
19.452.266/0001-01,BEBINHO SALGADO 45 LTDA - ME,2,0.75035122871072,0.7503512287107201,1050.0,1050.0,0.01264348,1941.9662951847163,50.0,0.0,0.0,3.89,PE,0.0,Produção para TV/VoD
18.572.922/0001-39,NEPOMUCENO FILMES E PRODUÇÕES ATISTICAS LTDA,1,0.7435055,0.7435055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.985,RJ,,Emergentes / micro
12.477.209/0001-20,R DOS SANTOS SILVA - ME,1,0.73557821461878,0.73557821461878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,CE,,Emergentes / micro
06.914.274/0001-72,CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA,1,0.73090185,0.73090185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,ES,,Emergentes / micro
09.372.544/0001-59,LATA FILMES LTDA EPP,1,0.7222005,0.7222005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,RJ,,Emergentes / micro
11.680.681/0001-00,AMARALINA PRODUCOES LTDA,1,0.72102068920109,0.72102068920109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
16.099.989/0001-72,R. M. R. GUIMARÃES - ME,2,0.7197863798899999,0.7197863798899999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MA,2.0,Baixo retorno / nicho
06.967.225/0001-06,LOSBRAGAS PRODUÇÕES LTDA,1,0.328751571456,0.70348064832305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566,RJ,,Emergentes / micro
04.979.755/0001-30,DOMÍNIO PÚBLICO PRODUÇÕES ARTÍSTICAS LTDA,1,0.70334208,0.70334208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,BA,,Emergentes / micro
18.641.448/0001-50,TUPI FILMES LTDA,1,0.6996751999999999,0.6996751999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.175,GO,,Emergentes / micro
21.549.145/0001-16,BARROCA PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA ME,1,0.6996751999999999,0.6996751999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,GO,,Emergentes / micro
18.384.267/0001-95,DANIELA GOUVEIA MENEGOTTO - ME,1,0.696097,0.696097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RS,,Emergentes / micro
07.716.572/0001-10,LEP LUGAR DE ENCONTROS E PRODUCOES LTDA,1,0.696097,0.696097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
10.585.204/0001-95,FABULOSA PRODUCOES LTDA - ME,1,0.6959020928399999,0.6959020928399999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MG,,Emergentes / micro
11.501.891/0001-86,ANDARA FILMES LTDA-ME,1,0.6958185612,0.6958185612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
21.988.610/0001-15,GIRO PRODUÇÕES CULTURAIS LTDA - ME,1,0.69481618152,0.69481618152,346.0,346.0,0.003497,497.97343412912517,100.0,0.0,0.0,3.89,BA,,Emergentes / micro
16.481.402/0001-95,ESTALO CRIATIVO LTDA,2,0.694704806,0.694704806,335.0,335.0,0.00263648,603.0761499429924,50.0,0.0,0.0,3.89,MG,0.0,Produção para TV/VoD
07.875.582/0001-07,IDÉIA PRODUÇÕES DE EVENTOS EIRELI - ME,1,0.6821833199999999,0.6821833199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,GO,,Emergentes / micro
10.648.306/0001-02,CAMINHO COMUNICAÇÃO LIMITADA,1,0.6821833199999999,0.6821833199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PR,,Emergentes / micro
10.499.966/0001-79,RIZOMA PRODUCAO AUDIOVISUAL EIRELI,1,0.6821833199999999,0.6821833199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,AM,,Emergentes / micro
25.425.945/0001-86,CASA DE CINEMA DE OLINDA LTDA. - ME,1,0.6655799808,0.6655799808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,PE,,Emergentes / micro
04.315.253/0001-05,MARCO AURELIO DEL FIOL ME,1,0.6796086373300001,0.66065945988,66.0,66.0,0.00092028,99.90018157310277,100.0,0.0,0.0,3.89,SP,,Emergentes / micro
16.653.286/0001-44,CAUE FERNANDES NUNES - ME,1,0.6580386,0.6580386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
22.962.526/0001-95,MZ CARAMEZ DE CASTRO,1,0.6580386,0.6580386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PA,,Emergentes / micro
03.104.388/0001-69,JOAN CARLOS SANTOS PRODUÇÕES-ME,1,0.6540799909980001,0.6540799909980001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MA,,Emergentes / micro
14.645.357/0001-31,FATO FILMES PRODUCOES CINEMATOGRAFICAS LTDA ME,1,0.6481888390656001,0.6481888390656001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225,RJ,,Emergentes / micro
26.242.766/0001-76,FONSECA & PAES LTDA,1,0.64706312646817,0.64706312646817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PA,,Emergentes / micro
51.428.977/0001-45,STAR FILMES LTDA.,1,0.3480485,0.6381065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
18.595.380/0001-10,IMAGINE STUDIOS DE ANIMAÇÃO LTDA- ME,2,0.6346253075999999,0.6346253075999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,2.0,Baixo retorno / nicho
03.385.173/0001-63,LEÃOFILM CINEMA VÍDEO E MARKETING LTDA.,1,0.6322175999999999,0.6322175999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.788,MT,,Emergentes / micro
14.949.815/0001-26,VOO AUDIOVISUAL PRODUÇÕES ARTÍSTICAS LTDA - ME,2,0.6283610608360399,0.6283610608360399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,BA,2.0,Baixo retorno / nicho
14.595.634/0001-49,LUCINDA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA,1,0.6914540163999999,0.6271950963999999,4881.0,4881.0,0.041259989999999996,7782.267476286348,100.0,0.0,0.0,3.89,PE,,Emergentes / micro
21.452.971/0001-42,FERNANDO PEREIRA DE ARAUJO SOLUÇÕES ARTÍSTICAS,1,0.6264873,0.6264873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
19.923.803/0001-46,5E60 CONTEUDO E PRODUCOES ARTISTICAS LTDA - ME,1,0.6248413786434999,0.6248413786434999,17113.0,17113.0,0.29824230000000007,27387.750851506487,100.0,0.0,0.0,3.89,RJ,,Emergentes / micro
07.276.440/0001-15,CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI,1,0.6214459566969,0.6214459566969,151.0,151.0,0.00259265,242.9817080194598,100.0,0.0,0.0,3.89,SP,,Emergentes / micro
21.082.017/0001-05,GLAUCO NEVES DE MENEZES ***********,2,0.62026202832,0.62026202832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,2.0,Baixo retorno / nicho
05.893.950/0001-06,MODUS VIVENDI PRODUTORA DE AUDIOVISUAL LTDA,1,0.61641216,0.61641216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RS,,Emergentes / micro
21.026.402/0001-35,FORMIGA DE FOGO FILMES EIRELI - ME,1,0.616315746816,0.616315746816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,AM,,Emergentes / micro
10.638.697/0001-84,CAMBUI PRODUÇOES LTDA ME,2,0.6096745100000001,0.6096745100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,2.0,Baixo retorno / nicho
14.800.264/0001-34,MANGABA PRODUÇÕES LTDA,1,0.607716116513,0.607716116513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,BA,,Emergentes / micro
11.788.633/0001-22,LIRACINE PRODUÇÕES AUDIOVISUAIS LTDA - EPP,1,0.5986434199999999,0.5986434199999999,799.0,799.0,0.009049209999999999,1334.684343477792,100.0,100.0,0.0,3.89,SP,,Emergentes / micro
05.406.333/0001-39,FITI PRODUÇÕES ARTÍSTICAS,1,0.5952505033,0.5952505033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
12.961.838/0001-20,ROMAN FILMES EIRELI,1,0.5948044,0.5948044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,DF,,Emergentes / micro
21.042.570/0001-14,GOIABEIRA FILMES E PRODUCOES LTDA - ME,1,0.5947776338020001,0.5947776338020001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.857,RJ,,Emergentes / micro
07.947.109/0001-80,ANTONIO M. G. DE CARVALHO PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS,1,0.5808016659916799,0.5808016659916799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
07.152.787/0001-56,RAINHA CINEMA DIGITAL LTDA,1,0.5799342900000001,0.5799342900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
96.713.128/0001-71,DPE PRODUCOES EIRELI,1,0.5799342900000001,0.5799342900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
17.534.469/0001-03,TRANSE FILMES LTDA - ME,1,0.5799342900000001,0.5799342900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
18.303.581/0001-04,FABIANA BRAZ MORON,1,0.5799342900000001,0.5799342900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
00.639.143/0001-48,FAGANELLO - COMUNICACOES EIRELI - ME,1,0.5774212414100001,0.5774212414100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SC,,Emergentes / micro
10.780.165/0001-87,BRITO E SANTOS PRODUCOES LTDA - ME,1,0.569525213,0.569525213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,RS,,Emergentes / micro
79.873.451/0001-93,BUREAU DE COMUNICAÇÃO E EVENTOS LTDA,1,0.5568776,0.5663592999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SC,,Emergentes / micro
13.202.884/0001-09,MONTANHA RUSSA PRODUCOES AUDIOVISUAIS LTDA - ME,1,0.52082560275,0.56015215275,2662.0,2662.0,0.039100699999999995,4752.28022766891,100.0,0.0,0.0,3.02,SP,,Emergentes / micro
06.842.017/0001-72,FRAMMELLO PRODUÇÕES AUDIOVISUAIS LTDA.,1,0.557629125,0.557629125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,PI,,Emergentes / micro
21.277.034/0001-06,IMAGÍSTICA FILMES LTDA - ME,1,0.557629125,0.557629125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PR,,Emergentes / micro
21.160.910/0001-01,AMERICO PORCIUNCULA FILMES LTDA - ME,1,0.5568856195,0.5568856195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
25.184.968/0001-46,MARTINS & MIRANDA PRODUTORA INDEPENDENTE LTDA ­ ME,1,0.5568776,0.5568776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,AP,,Emergentes / micro
08.594.668/0001-16,VISION FILMES E PRODUCOES LTDA,1,0.5568776,0.5568776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
05.147.291/0001-69,K.K. CINEMA E VIDEO LTDA. ME,1,0.5568776,0.5568776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RS,,Emergentes / micro
04.255.207/0001-68,CINCO EM PONTO LTDA ME,1,0.5568776,0.5568776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MG,,Emergentes / micro
20.684.611/0001-03,ESTRATOSFILMES PRODUÇÕES AUDIOVISUAIS LTDA,1,0.5568776,0.5568776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,GO,,Emergentes / micro
09.165.254/0001-34,"ENCANTAMENTO CONSULTORIA DE PROJETOS, PRODUÇÕES ARTÍSTICAS E AUDIOVISUAIS EIRELI-ME",1,0.5568776,0.5568776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
06.323.379/0001-57,BIG BONSAI BRASILIS PRODUÇÕES ARTISTICAS CULTURAIS E CINEMATOGRAFICAS LTDA,1,0.5568776,0.5568776,12258.0,12258.0,0.17906898000000002,22012.0184399588,100.0,0.0,0.0,3.89,SP,,Emergentes / micro
03.554.374/0001-47,MITIDIERO PRODUTORA CULTURAL EIRELI,1,0.5568770431223999,0.5568770431223999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MS,,Emergentes / micro
32.994.367/0001-64,ESCAFANDRA TRANSMEDIA PRODUÇÕES LTDA,1,0.547864293933,0.547864293933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
06.288.843/0001-11,"ARTÉRIA FILMES - COMÉRCIO, PRESTAÇÃO DE SERVIÇOS E PRODUÇÃO AUDIOVISUAL LTDA",1,0.545740048,0.545740048,1073.0,1073.0,0.0135251,1966.1375483296033,100.0,0.0,0.0,4.3,RS,,Emergentes / micro
94.100.302/0001-85,ZEPPELIN PRODUÇÕES DE CINEMA E TELEVISÃO LTDA.,1,0.4872679,0.540817,379.0,379.0,0.00585742,700.7915801463341,100.0,0.0,0.0,3.7,RS,,Emergentes / micro
02.521.216/0001-28,LUIZ BRASIL PRODUÇÕES ARTÍSTICAS LTDA,1,0.5387872086190001,0.5387872086190001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
16.513.643/0001-79,JOSIVALDO OLIVEIRA SILVA ME,1,0.537386884,0.537386884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SE,,Emergentes / micro
09.230.926/0001-48,SUMA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA.,1,0.5302681226,0.5302681226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.548,RJ,,Emergentes / micro
02.725.763/0001-25,KINOFILME PRODUCOES ARTISTICAS SS LTDA,1,0.5246785611339999,0.524678561134,2940.0,2940.0,0.03983455,5603.430781783249,100.0,0.0,0.0,4.05,RJ,,Emergentes / micro
92.554.294/0001-11,GUARUJÁ PRODUÇÕES LTDA,1,0.52157952,0.52157952,1092.0,1092.0,0.01298152,2093.6404864976294,100.0,0.0,0.0,3.89,RS,,Emergentes / micro
11.157.228/0001-06,CLAUDIO ANTONIO SOUZA DE JESUS ¿ ME,1,0.51511178,0.51511178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
19.464.998/0001-03,GEORGE VARANESE NERI ­ ME,1,0.51511178,0.51511178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
10.358.078/0001-36,FINA FLOR PRODUTORA DE FILMES LTDA.,1,0.22275103999999998,0.50118984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
10.730.207/0001-75,HYPE STUDIO COMPUTACAO GRAFICA LTDA,1,0.4872679,0.4872679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RS,,Emergentes / micro
13.100.305/0001-17,LUCIANA GOMES DA SILVA DRUZINA - ME,1,0.4872679,0.4872679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RS,,Emergentes / micro
17.623.726/0001-83,VALENTE STUDIO DE PESQUISA DE SOFTWARES E JOGOS LTDA - ME,1,0.481699124,0.481699124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,CE,,Emergentes / micro
23.318.838/0001-23,UNIQUE ENTRETENIMENTO DIGITAL LTDA - ME,1,0.47984750598,0.47984750598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
09.559.284/0001-25,ORQUESTRA DE BOLSO PRODUÇÕES ARTÍSITCAS LTDA,1,0.475779136,0.475779136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,RJ,,Emergentes / micro
13.601.904/0001-14,VERA LÚCIA DA SILVA OLIVEIRA-ME,1,0.4741632,0.4741632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008,AL,,Emergentes / micro
11.248.548/0001-71,CONTRAPONTO MULTIMEIOS LTDA. ME,1,0.45338800808447993,0.45338800808447993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.068,SC,,Emergentes / micro
02.905.155/0001-00,JPZ COMUNICAÇÃO LTDA,1,0.44610330000000004,0.44610330000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,MG,,Emergentes / micro
04.149.422/0001-84,ATELIÊ PRODUÇÕES LTDA - ME,1,0.44247961497599997,0.44247961497599997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
08.449.203/0001-71,LAUS COMERCIO DE ARTIGOS PARA SURF E SERVICOS DE FILMAGEM LTDA - ME,1,0.42141436714634,0.42141436714634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PR,,Emergentes / micro
22.534.164/0001-31,L ALVES DA SILVA,2,0.41765820000000003,0.41765820000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,AL,2.0,Baixo retorno / nicho
13.704.733/0001-59,TRES QUADROS PRODUTORA LTDA-ME,1,0.4176582,0.4176582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SC,,Emergentes / micro
16.434.505/0001-02,FLAMBOYANT CONTENT FILMES LTDA,1,0.4176582,0.4176582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
00.198.170/0001-22,MARGOT FILMES LTDA,1,0.4176582,0.4176582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SC,,Emergentes / micro
25.301.822/0001-33,MANACÁ CINE STUDIO EIRELI-ME,1,0.4176582,0.4176582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.837,SC,,Emergentes / micro
00.563.081/0001-38,ADALBERTO PENNA PRODUCOES CINEMATOGRAFICAS - ME,1,0.4176582,0.4176582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SC,,Emergentes / micro
04.315.795/0001-88,MACONDO FILMES S/C LTDA,1,0.437297,0.4015976,514.0,514.0,0.00718571,1279.888126821475,100.0,0.0,0.0,3.89,SP,,Emergentes / micro
13.254.763/0001-00,OSSO PRODUÇÕES LTDA.,1,0.43619501156,0.40072051778,543.0,543.0,0.00570666,1355.0591394926103,100.0,0.0,0.0,3.89,RS,,Emergentes / micro
28.960.596/0001-90,CAMILA DAMASIO NASCIMENTO ME,1,0.398167484,0.398167484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
05.959.925/0001-88,TELA PRODUTORA DE IMAGENS LTDA,1,0.395136,0.395136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,BA,,Emergentes / micro
09.505.106/0001-11,ARISSAS MULTIMIDIA LTDA,1,0.395136,0.395136,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.89,RJ,,Emergentes / micro
06.169.280/0001-42,OPARA PRODUCOES AUDIOVISUAIS E COMUNICACAO EIRELI - EPP,1,0.39300508147178,0.39300508147178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
17.265.355/0001-05,OURIÇO PRODUÇÕES CINEMATOGRÁFICAS E TELEVISIVAS LTDA-ME,1,0.38226836454912,0.38226836454912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PE,,Emergentes / micro
02.145.146/0001-50,F & F CONSULTORIA E PRODUÇÕES LTDA,1,0.380674816,0.3796083703634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MG,,Emergentes / micro
08.587.501/0001-28,CINEMASCOPIO PRODUCOES CINEMATOGRAFICAS E ARTISTICAS,1,0.37606756834584,0.37606756834584,5813.0,5813.0,0.054815489999999994,15457.328653914228,100.0,100.0,5312.0,3.89,PE,,Emergentes / micro
27.338.929/0001-81,RAIZ DE OITO PRODUÇÕES LTDA - ME,1,0.371140101468,0.371140101468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
09.193.884/0001-12,CAIPORA FILMES E PRODUCOES ARTISTICAS EIRELI,1,0.35720294399999997,0.35720294399999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
08.346.159/0001-74,MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA,1,0.35688264000000003,0.35688264000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
21.868.012/0001-02,GOYAZ FILMES EIRELI-ME,1,0.34983759999999997,0.34983759999999997,132.0,132.0,0.000966,377.3179326636131,100.0,0.0,0.0,3.89,GO,,Emergentes / micro
01.835.704/0001-47,AION CINEMATOGRAFICA LTDA,1,0.3480485,0.3480485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,RJ,,Emergentes / micro
24.931.704/0001-46,FELIPE COSMOS DE OLIVEIRA,1,0.3480485,0.3480485,35.0,35.0,0.0006045,100.56069771885241,100.0,0.0,0.0,3.89,PR,,Emergentes / micro
11.233.226/0001-59,ESPAÇO LÍQUIDO ESTÚDIO DE CRIAÇÃO AUDIOVISUAL E EDITORA LTDA,1,0.347701843694,0.347701843694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
24.495.620/0001-07,SALAMANCA FILMES LTDA,1,0.34734594774337,0.34734594774337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,SP,,Emergentes / micro
07.620.843/0001-30,F. P. FERREIRA DA SILVA & CIA LTDA,1,0.347178738816,0.347178738816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,CE,,Emergentes / micro
09.121.996/0001-68,J PIRES COMÉRCIO ME,1,0.34678044793898,0.34678044793898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,MA,,Emergentes / micro
12.444.492/0001-93,MANOEL FERNANDES NETO,2,0.34400696167208,0.34400696167208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,PB,2.0,Baixo retorno / nicho
01.879.093/0001-39,IMAGO FILMES EIRELI - EPP,1,0.34109165999999996,0.34109165999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,MG,,Emergentes / micro
06.267.302/0001-07,SEND MUSIC PRODUÇÕES ARTÍSTICAS LTDA,1,0.340082389722,0.340082389722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,PA,,Emergentes / micro
18.800.502/0001-62,CASA DO SANTOMÉ FILMES LTDA - ME,1,0.33576708380000003,0.33576708380000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,BA,,Emergentes / micro
15.472.728/0001-93,MAR ILHA PRODUÇÃO E FINALIZAÇÃO LTDA - EPP,1,0.33074782687060006,0.33074782687060006,1782.0,1782.0,0.02133507,5387.790501484322,100.0,0.0,0.0,3.89,PE,,Emergentes / micro
23.634.448/0001-62,VIETNA PRODUÇOES AUDIOVISUAIS LTDA - ME,1,0.328753152,0.328753152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,GO,,Emergentes / micro
12.298.240/0001-01,O QUADRO PRODUÇÕES LTDA. ME,1,0.328753152,0.328753152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.775,PR,,Emergentes / micro
21.927.758/0001-40,IMAGEM NO AR PRODUÇÕES E EVENTOS EIRELI,1,0.32808333325823996,0.32808333325823996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,DF,,Emergentes / micro
28.247.971/0001-50,VEMVER BRASIL - PRODUÇÕES AUDIOVISUAIS LTDA,1,0.32690097402393004,0.32690097402393004,97.0,97.0,0.00169072,296.7259436580918,100.0,0.0,0.0,3.656,RJ,,Emergentes / micro
