cpb,titulo_original,ano_ref,ano_producao_inicial,uf_requerente,segmento_destinacao_inicial,tipo_obra,familia_chamada,chamada_publica,coproducao_internacional,valor_contrato_brl,n_contratos_fsa,fator_real_2024,valor_contrato_r2024,valor_fsa_r2024,inv_fsa_r2024,inv_renuncia_r2024,tem_renuncia,publico_domestico,chegou_cinema,publico_por_milhao_r2024,renda_total,sessoes_total,n_municipios,eventos_intl,pontos_intl,fest_pontuacao,fest_n,admissoes_europa,vod_eu_presencas,cartaz_eua,cartaz_asia,intl_n_mercados,desempenho_internacional,intl_n_sinais,tem_internacional,n_canais_intl,vod_paises,critica_indice_1_5,imdb_rating,imdb_n_votos,tem_critica,tem_imdb
B2000070300000,DOIS MAIS DOIS,2018,2020,SP,SALAS DE EXIBIÇÃO,FICÇÃO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA,False,3000000.0,1,1.392194,10024594.8,4176582.0,4176582.0,5848012.8,True,14594.0,True,1455.8194412007554,273392.33,3035.0,74.0,,,,,,,False,False,0,0.0,0,False,,,3.775,5.8,94.0,True,True
B1900589200000,OS SALAFRÁRIOS,2016,2019,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,3982500.0,2,1.487011,10383054.307500001,5922021.3075,5922021.3075,4461033.0,True,613.0,True,59.038504648599506,7956.0,28.0,1.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1800580500000,UMA PITADA DE SORTE,2013,2018,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,4000000.0,2,1.861311,11712712.8,7445244.0,7445244.0,4267468.8,True,86955.0,True,7423.984646836043,909072.28,4034.0,89.0,,,,,,,False,False,0,0.0,0,False,,,4.072,,,True,False
B1201586000000,"E AÍ, COMEU?",2012,2012,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 01,False,6570000.0,3,1.971315,15308942.66,12951539.549999999,13222503.66,2086439.0,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.1,5.7,2183.0,True,True
B1600358700000,E AÍ... COMEU?,2012,2015,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,6570000.0,3,1.971315,12951539.549999999,12951539.549999999,,,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000513600000,UM TIO QUASE PERFEITO 2,2017,2020,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,3000000.0,1,1.444401,9092088.239022,4333203.0,4333203.0,4758885.239022,True,79371.0,True,8729.67770587075,1213918.55,11384.0,176.0,,,,,,,False,False,0,0.0,0,False,,,3.0,5.9,123.0,True,True
B1900439300000,TERAPIA DO MEDO,2013,2019,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,3500000.0,2,1.861311,11261804.5,6514588.5,6458527.0,4803277.5,True,431.0,True,38.270953824495884,3828.0,38.0,2.0,,,,,,,False,False,0,0.0,0,False,,,3.788,5.2,236.0,True,True
B2000006700000,MARIGHELLA,2013,2019,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,4620000.0,3,1.861311,17353850.347999997,8599256.82,7910686.08,9443164.268,True,328804.0,True,18947.03442788961,6215045.45,11950.0,166.0,,,27.5,12.0,4129.0,,False,True,2,18.83,2,True,1.0,0.0,3.464,7.1,56844.0,True,True
B2100070100000,O SILÊNCIO DA CHUVA,2016,2021,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,4836248.75,3,1.487011,11446515.530748751,7191555.089986251,7113312.53074875,4333203.0,True,1666.0,True,145.54647617649474,29992.16,431.0,17.0,,,1.0,1.0,,,False,False,0,0.2,1,True,,,4.1,6.2,257.0,True,True
B1402704900000,LOUCAS PRA CASAR,2012,2014,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,3000000.0,1,1.971315,10170684.82492875,5913945.0,5913945.0,4256739.82492875,True,3779806.0,True,371637.31499530363,45688069.53,,,,,,,,,False,False,0,0.0,0,False,,,3.7,5.8,1197.0,True,True
B1001305900000,DE PERNAS PRO AR,2008,2010,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,3000000.0,1,2.454812,11663793.7368,7364436.0,7364436.0,4299357.7368,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.862,5.7,2645.0,True,True
B1800000800000,O GRANDE CIRCO MISTICO,2013,2018,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,True,3500000.0,2,1.861311,20037204.244999997,6514588.5,6327438.5,13430569.095,True,52206.0,True,2605.4533038473805,836874.18,6994.0,76.0,,,,,10256.0,1.0,False,False,1,8.67,3,True,4.0,1.0,1.7,5.2,687.0,True,True
B1800098700000,SIMONAL,2014,2018,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,3650000.0,2,1.749188,13117487.942136,6384536.2,6457416.15,6660071.7921360005,True,65629.0,True,5003.168311608391,1190011.69,3657.0,30.0,,,15.5,7.0,,,False,False,0,3.1,1,True,,,,6.8,590.0,False,True
B2500331100000,A VIDA DE CADA UM,2018,2025,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,CONCURSO,CONCURSO PRODUÇÃO PARA CINEMA,False,3654243.0,2,1.392194,5198856.004024,5087415.179142,4931922.004024,266934.0,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300330000000,ENTRELINHAS,2018,2023,PR,SALAS DE EXIBIÇÃO,FICÇÃO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA,False,2980176.0,1,1.392194,4148983.146144,4148983.146144,4148983.146144,0.0,False,2293.0,True,552.6655373693378,20593.15,376.0,12.0,,,,,,,False,False,0,0.0,0,False,,,,6.8,38.0,False,True
B1900117400000,A COLMEIA,2022,2018,RS,SALAS DE EXIBIÇÃO,FICÇÃO,PRODUCAO,PRODUÇÃO CINEMA,False,3358179.2,3,1.096731,3905938.9281952,3683019.2321952,3905938.9281952,0.0,False,781.0,True,199.9519230478274,10571.34,131.0,10.0,,,,,,,False,False,0,0.0,0,False,,,,6.6,15.0,False,True
B2100166300000,CORDÉLICOS,2013,2021,SP,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),ANIMAÇÃO,PRODAV,PRODAV 01,False,2950000.0,1,1.861311,5490867.45,5490867.45,5490867.45,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300018300000,CHUVA NEGRA,2013,2022,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,2944648.11,1,1.861311,5480905.918272209,5480905.918272209,5480905.918272209,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300484200000,AS AVENTURAS DE POLIANA - O FILME,2017,2023,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,2931294.37,1,1.444401,9572644.51932237,4233964.51932237,4233964.51932237,5338680.0,True,105869.0,True,11059.535302528322,1796583.13,21149.0,356.0,,,,,,,False,False,0,0.0,0,False,,,3.833,7.3,50.0,True,True
B2200386600000,NA RÉDEA CURTA,2018,2022,BA,SALAS DE EXIBIÇÃO,FICÇÃO,CONCURSO,CONCURSO PRODUÇÃO PARA CINEMA,False,2913000.0,1,1.392194,4055461.122,4055461.122,4055461.122,0.0,False,10627.0,True,2620.41718076172,159340.71,824.0,23.0,,,,,,,False,False,0,0.0,0,False,,,,6.4,21.0,False,True
B1301931900000,BELEZA S/A,2012,2013,SP,INDEFINIDO,FICÇÃO,PRODAV,PRODAV 01,False,2850000.0,1,1.971315,6067707.57,5618247.75,5618247.75,449459.82,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.6,,,True,False
B2100301600000,CHÃO DE ESTRELAS,2015,2021,PE,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 06,False,2800000.0,1,1.580544,4425523.2,4425523.2,4425523.2,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.227,,,True,False
B2400397700000,RUAS DA GLÓRIA,2018,2024,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,CONCURSO,CONCURSO PRODUÇÃO PARA CINEMA,False,2787955.81,1,1.392194,5077065.67940165,3881375.35094714,3881375.35094714,1195690.32845451,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000111500000,TÁ PUXADO,2013,2020,PE,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,PRODAV,PRODAV 01,False,2769999.4,1,1.861311,5155830.3532134,5155830.3532134,5155830.3532134,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400370600000,GRANDE SERTÃO KEBRADAS,2018,2024,DF,SALAS DE EXIBIÇÃO,FICÇÃO,CONCURSO,CONCURSO PRODUÇÃO PARA CINEMA,False,2765000.0,1,1.392194,3849416.4099999997,3849416.4099999997,3849416.4099999997,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500535800000,CARAVELLE 114,2016,2025,PR,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,2759657.79,1,1.487011,4103641.4899656903,4103641.4899656903,4103641.4899656903,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700552000000,"FALA SÉRIO, MÃE!",2015,2017,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,2750050.29,1,1.580544,9030660.12068765,4346575.48555776,4346575.48555776,4684084.63512989,True,2956305.0,True,327363.1119421299,38814511.85,77601.0,339.0,,,,,,,False,False,0,0.0,0,False,,,3.5,6.1,804.0,True,True
B2000127500000,NADA É POR ACASO,2016,2020,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2715815.6,1,1.487011,9622380.6711716,4038447.6711716005,4038447.6711716005,5583933.0,True,151226.0,True,15716.06914836254,2211378.33,11780.0,232.0,,,,,,,False,False,0,0.0,0,False,,,3.17,6.0,166.0,True,True
B1600680100000,ELIS,2013,2016,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2710000.0,1,1.861311,14406547.14,5044152.81,5044152.81,9362394.33,True,564477.0,True,39181.977091007524,8493069.23,16582.0,93.0,,,,,9639.0,,False,False,1,6.67,1,True,2.0,0.0,3.8,6.7,2256.0,True,True
B2500389300000,RESTA UM,2022,2025,GO,SALAS DE EXIBIÇÃO,FICÇÃO,DESEMPENHO,DESEMPENHO COMERCIAL,False,2707709.33,1,1.096731,2969628.7612002296,2969628.7612002296,2969628.7612002296,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700349800000,"JOÃO, O MAESTRO",2012,2016,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,2979524.54,2,1.971315,13220333.43603765,5873581.418570099,5811491.47107352,7408841.96496413,True,93220.0,True,7051.2593688362795,1515200.75,6145.0,61.0,,,,,,,False,False,0,0.0,0,False,1.0,0.0,3.734,7.0,355.0,True,True
B1900048500000,CINDERELA POP,2016,2018,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2700000.0,1,1.487011,8348132.685555991,4014929.7,4014929.7,4333202.985555991,True,483963.0,True,57972.6051596373,6435263.26,25603.0,228.0,,,,,,,False,False,0,0.0,0,False,,,4.3,4.7,1580.0,True,True
B2300375400000,PRINCESA ADORMECIDA,2016,2023,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2700000.0,1,1.487011,8348132.7,4014929.7,4014929.7,4333203.0,True,29678.0,True,3555.0465075860616,519003.18,22679.0,152.0,,,,,,,False,False,0,0.0,0,False,,,3.888,4.1,218.0,True,True
B2500030000000,O MELHOR AMIGO,2022,2025,CE,SALAS DE EXIBIÇÃO,FICÇÃO,PRODUCAO,PRODUÇÃO CINEMA,False,2685113.5,1,1.096731,6775703.2139685005,2944847.2139684996,2944847.2139684996,3830856.0000000005,True,7995.0,True,1179.9513271947699,88186.59,437.0,28.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700454300000,GOSTO SE DISCUTE,2015,2016,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,2647174.77,1,1.580544,4251893.56053318,4183976.1996748797,4183976.1996748797,67917.3608583,True,173260.0,True,40748.90340817316,2400978.15,22753.0,161.0,,,,,,,False,False,0,0.0,0,False,,,,5.0,269.0,False,True
B1900215700000,CHUTEIRA PRETA,2013,2019,RS,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,2600000.0,1,1.861311,4839408.6,4839408.6,4839408.6,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900024800000,FERAS,2013,2018,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,2810094.35,3,1.861311,6043991.81760435,5230459.52469285,5148613.64160435,895378.176,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.5,,,True,False
B2000453400000,"TUCA, O MESTRE CUCA",2013,2018,SC,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),ANIMAÇÃO,PRODAV,PRODAV 01,False,2600000.0,1,1.861311,5200508.85,4839408.6,4839408.6,361100.25,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.5,,,True,False
B1800337400000,Z4,2013,2018,SP,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,PRODAV,PRODAV 01,False,2600000.0,1,1.861311,8308201.792305369,4839408.6,4839408.6,3468793.1923053702,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500039100000,SE A VIDA COMEÇASSE AGORA,2016,2025,SC,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2597851.0,1,1.487011,12562504.74877537,3863033.013361,3863033.013361,8699471.73541437,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700378900000,PERRENGUE,2013,2017,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,2589942.0,1,1.861311,5882255.53345512,4820687.533962,4820687.533962,1061567.99949312,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.958,,,True,False
B2300272300000,AZUL CELESTE,2013,2023,MG,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,2560000.0,1,1.861311,4764956.16,4764956.16,4764956.16,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500098500000,QUEIMAMUFA - 2ª TEMPORADA,2022,2025,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODUCAO,PRODUÇÃO TV-VOD,False,2549155.41,1,1.096731,2795737.76196471,2795737.76196471,2795737.76196471,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900366600000,A VIDA INVISÍVEL,2016,2019,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,True,4383976.2,3,1.487011,8144830.1781382,6519020.8331382,6543807.078138201,1601023.0999999999,True,136419.0,True,16749.152163560957,2310810.1,5719.0,57.0,,,59.5,19.0,,45.0,False,False,0,21.9,3,True,1.0,11.0,,,,False,False
B2100109200000,OS UNDER-UNDERGROUNDS - 2º TEMPORADA,2013,2021,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),ANIMAÇÃO,PRODAV,PRODAV 01,False,2525000.0,1,1.861311,4699810.274999999,4699810.274999999,4699810.274999999,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900421800000,LUCICREIDE VAI PRA MARTE,2016,2019,PE,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,2513399.7,1,1.487011,9410399.9662967,3737453.0012967004,3737453.0012967004,5672946.965,True,14840.0,True,1576.9786675539174,199928.12,2417.0,66.0,,,,,,,False,False,0,0.0,0,False,,,,5.0,158.0,False,True
B1900571100000,INCOMPATÍVEL,2014,2019,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,2500000.0,1,1.749188,11341265.072643802,4372970.0,4372970.0,6968295.0726438,True,1977.0,True,174.31917756412466,41012.67,513.0,12.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000163800000,OS ESPETACULARES,2015,2020,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,5000000.0,2,1.580544,9349161.9,7902720.0,8604637.5,744524.4,True,296.0,True,31.660591951028252,5102.32,29.0,4.0,,,,,,,False,False,0,0.0,0,False,,,,5.7,137.0,False,True
B1900508000000,"PIXINGUINHA, UM HOMEM CARINHOSO",2010,2019,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2500000.0,1,2.222058,11156190.409999998,5555145.0,5555145.0,5601045.41,True,6070.0,True,544.0925420705508,111465.87,1078.0,40.0,,,2.0,2.0,,,False,False,0,0.4,1,True,,,3.936,6.8,138.0,True,True
B1700386500000,COMO SE TORNAR O PIOR ALUNO DA ESCOLA,2013,2016,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,3500000.0,2,1.861311,12117336.038333118,6514588.5,6514588.5,5602747.53833312,True,516612.0,True,42634.123405152844,6850270.39,28731.0,187.0,,,,,,,False,False,0,0.0,0,False,,,3.0,5.4,2230.0,True,True
B2300200700000,MUNDO PROIBIDO,2016,2023,SP,SALAS DE EXIBIÇÃO,ANIMAÇÃO,PRODECINE,PRODECINE 01,False,2500000.0,1,1.487011,6088343.5,3717527.5,3717527.5,2370816.0,True,492.0,True,80.81015796825524,4537.14,197.0,5.0,,,,,,,False,False,0,0.0,0,False,,,,6.8,8.0,False,True
B1700151900000,O FILME DA MINHA VIDA,2013,2017,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,3268133.2800000003,2,1.861311,15965924.623530079,6083012.42353008,6083012.423530079,9882912.2,True,299087.0,True,18732.833021096376,4465798.97,14290.0,131.0,,,12.5,4.0,,,True,False,1,9.17,1,True,,,3.2,7.1,2227.0,True,True
B2000338200000,A BÊNÇÃO,2016,2020,RS,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,2500000.0,1,1.487011,3717527.5,3717527.5,3717527.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1201696900000,FLORES RARAS,2009,2012,RJ,INDEFINIDO,FICÇÃO,PRODECINE,PRODECINE 01,False,2500000.0,1,2.353382,21766430.09446618,5883455.0,5883455.0,15882975.094466178,True,13.0,True,0.5972499828212562,3402184.5,1.0,1.0,,,,,30489.0,,True,False,2,13.33,1,True,1.0,0.0,4.1,7.0,3803.0,True,True
B2200050700000,MEU AMIGÃOZÃO - O FILME,2010,2022,RJ,SALAS DE EXIBIÇÃO,ANIMAÇÃO,PRODECINE,PRODECINE 02,False,2500000.0,1,2.222058,7822157.25,5555145.0,5555145.0,2267012.25,True,17333.0,True,2215.8848826517774,354629.14,2012.0,60.0,,,,,,,False,False,0,0.0,0,False,,,3.7,8.4,66.0,True,True
B1800216200000,CORRENDO ATRÁS,2013,2018,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,3020080.59,3,1.861311,10536407.52706092,5621309.22305349,5529267.42706092,5007140.1,True,14.0,True,1.3287261302339957,215.27,12.0,3.0,,,,,,,False,False,0,0.0,0,False,,,,6.5,81.0,False,True
B2400119700000,AS POLACAS,2018,2024,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,DESEMPENHO,SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA,False,2850000.0,2,1.392194,8210620.34500484,3967752.9,3877417.3450048394,4333203.0,True,7383.0,True,899.2012405605448,175249.77,839.0,22.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700611000000,OS FAROFEIROS,2016,2017,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,3092000.0,2,1.487011,10079673.07195833,4597838.012,4658206.10611391,5421466.965844421,True,2620870.0,True,260015.3776109332,36724093.87,66977.0,335.0,,,,,,,False,False,0,0.0,0,False,,,3.4,6.0,1533.0,True,True
B2300534900000,SUÍTE MAGNÓLIA,2013,2023,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,2400000.0,1,1.861311,4467146.399999999,4467146.399999999,4467146.399999999,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.143,,,True,False
B1800324100000,"O PACIENTE, O CASO TANCREDO NEVES",2014,2018,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,4500000.0,3,1.749188,10623777.102017079,7871346.0,7446094.902017079,3177682.2,True,40793.0,True,3839.783121226711,818899.17,4406.0,23.0,,,,,,,False,False,0,0.0,0,False,,,3.8,6.6,287.0,True,True
B2000340700000,SUJEITO OCULTO,2016,2020,PE,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2975443.02,2,1.487011,4648241.6068992205,4424516.50061322,4648241.6068992205,0.0,False,600.0,True,129.08106994899777,7015.0,140.0,1.0,,,,,,,False,False,0,0.0,0,False,,,,7.4,10.0,False,True
B2200504100000,DESAPEGA,2017,2022,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,4173584.85,4,1.444401,9791854.30747357,6028330.130924851,5787844.30747357,4004010.0,True,157289.0,True,16063.249621672798,1702598.56,7649.0,198.0,,,,,,,False,False,0,0.0,0,False,,,,4.9,216.0,False,True
B2500219200000,LONA PRETA,2018,2025,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO,False,2367893.91,1,1.392194,3296567.69413854,3296567.69413854,3296567.69413854,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200442800000,MEDUSA,2018,2022,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,DESEMPENHO,SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO,False,2830549.67,3,1.392194,4763982.83727598,3940674.2672759797,3940674.2672759797,823308.5700000001,True,2329.0,True,488.8766562668202,21923.67,186.0,12.0,16.0,71.5,71.5,23.0,5980.0,,True,False,2,27.63,3,True,2.0,0.0,3.02,5.7,984.0,True,True
B2200202000000,DE REPENTE DRAG,2016,2022,MA,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,2334150.0,1,1.487011,3470906.7256500004,3470906.7256500004,3470906.7256500004,0.0,False,1108.0,True,319.2249425234853,17605.85,88.0,7.0,,,,,,,False,False,0,0.0,0,False,,,4.095,6.7,27.0,True,True
B2500460400000,BRASIL DE ORIGEM,2022,2025,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODUCAO,PRODUÇÃO TV/VOD – VIA PROGRAMADORA,False,2333333.0,1,1.096731,2559038.634423,2559038.634423,2559038.634423,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1600033400000,MEU AMIGO HINDU,2013,2015,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 04,False,2300000.0,1,1.861311,15584352.51933724,4281015.3,4281015.3,11303337.21933724,True,24098.0,True,1546.2945906863265,377955.3,4.0,1.0,,,,,,,True,False,1,6.67,0,False,,,4.3,5.8,638.0,True,True
B2000346300000,PAIXÕES RECORRENTES,2016,2020,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,2250000.0,1,1.487011,3345774.75,3345774.75,3345774.75,0.0,False,601.0,True,179.62954619105784,9239.42,90.0,7.0,,,9.0,5.0,,,False,False,0,1.8,1,True,,,,6.6,13.0,False,True
B2300537000000,LONGE DO PARAÍSO,2016,2023,BA,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,2250000.0,1,1.487011,3345774.75,3345774.75,3345774.75,0.0,False,1068.0,True,319.2085779235437,9220.59,130.0,4.0,,,,,,,False,False,0,0.0,0,False,,,3.84,,,True,False
B2000338900000,AOS PEDAÇOS,2014,2020,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,2250000.0,1,1.749188,3935673.0,3935673.0,3935673.0,0.0,False,604.0,True,153.4680345648635,9499.84,129.0,9.0,,,,,,,False,False,0,0.0,0,False,,,,6.3,49.0,False,True
B2300041800000,TIA VIRGÍNIA,2016,2023,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,2250000.0,1,1.487011,3345774.75,3345774.75,3345774.75,0.0,False,12658.0,True,3783.2791941537607,176830.25,653.0,21.0,3.0,13.5,13.5,4.0,,,False,False,0,2.7,2,True,2.0,0.0,,7.2,250.0,False,True
B2000076800000,MATO SECO EM CHAMAS,2015,2020,DF,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,True,2250000.0,1,1.580544,3556224.0,3556224.0,3556224.0,0.0,False,2270.0,True,638.3174963106936,20869.61,237.0,10.0,,,,,1178.0,,False,False,1,6.67,2,True,1.0,0.0,3.9,6.6,389.0,True,True
B1301930900000,O TEMPO E O VENTO,2009,2012,SP,INDEFINIDO,FICÇÃO,PRODECINE,PRODECINE 02,False,2250000.0,1,2.353382,17809517.9502,5295109.5,5295109.5,12514408.450199999,True,80.0,True,4.491980087484715,43919194.33,6.0,5.0,,,,,,,False,False,0,0.0,0,False,,,3.648,6.7,982.0,True,True
B1800092400000,MARE NOSTRUM,2014,2018,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,2250000.0,1,1.749188,4822764.75,3935673.0,3935673.0,887091.75,True,1950.0,True,404.33239046130126,25176.87,459.0,11.0,,,,,,,False,False,0,0.0,0,False,,,,6.7,51.0,False,True
B2400164900000,GREICE,2018,2024,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,CONCURSO,CONCURSO PRODUÇÃO PARA CINEMA,True,2300000.0,2,1.392194,3202046.2,3202046.1999999997,3202046.2,0.0,False,2905.0,True,907.2323815939944,32835.72,237.0,13.0,,,,,,,False,False,0,0.0,1,True,,,,,,False,False
