CPB;titulo;ano;chamada;categoria;bilheteria_nominal_r;bilheteria_deflac_r2024;outras_janelas_deflac_r2024;outras_janelas_nominal_r;receita_total_deflac_r2024;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_internacional_0_100;total_paises_alcancados;pontuacao_festivais;adm_eu_lumiere;vod_n_plataformas;vod_n_paises;critica_indice_1_5;critica_n_fontes;cita_n_papers;cita_soma_cit;prestigio_festiv;CNPJ_produtora;genero_diretor;diversidade_regional;protagonista_diverso;UF_requerente;tem_diretor_prestigio;IMDB_GENRES;IMDB_RUNTIME;PRESTIGIO_FESTIVAIS;N_DIRETORES;tipo_investimento;valor_nominal_r;valor_deflac_r2024;ano_referencia_deflacao;roi_sobre_este_inv_deflac
B2200192800000;TUDO FÁCIL;2022;;Renúncia — Art.3/3-A/39;0.0;0.0;65803.86;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;27.102.439/0001-81;;;;;;;;;;RENUNCIA_ART3;786730.0;862831.18;2022;0.0
B2200154200000;UM BROTO LEGAL;2022;;Renúncia — Outros Mecanismos;34713.36;36082.2;153542.34;140000;36082.2;0.0;0.0822;0.0;0;0.0;0;0;0;0.0;0;;;;54.110.648/0001-40;;;;;;;;;;RENUNCIA_OUTROS;400000.0;438692.4;2022;0.0822
B2300212500000;UM DIA CINCO ESTRELAS;2022;;Renúncia — Art.3/3-A/39;348097.11;352889.88;65803.86;60000;352889.88;0.0;0.1084;0.0;0;0.0;0;0;0;4.123;2;;;;12.580.503/0001-62;;;;;;;;;;RENUNCIA_ART3;2547522.1;2793946.46;2022;0.1263
B2300212500000;UM DIA CINCO ESTRELAS;2022;;Renúncia — Art.3/3-A/39;348097.11;352889.88;65803.86;60000;352889.88;0.0;0.1084;0.0;0;0.0;0;0;0;4.123;2;;;;12.580.503/0001-62;;;;;;;;;;RENUNCIA_OUTROS;422000.0;462820.48;2022;0.7625
B2200372100000;UM DIA DE CHEF - 3° TEMPORADA;2022;;Renúncia — Art.3/3-A/39;0.0;0.0;65803.86;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.123;2;;;;16.729.130/0001-08;;;;;;;;;;RENUNCIA_ART3;1456156.27;1597011.72;2022;0.0
B2300040600000;UM DIA DE CHEF - 4º TEMPORADA;2022;;Renúncia — Art.3/3-A/39;0.0;0.0;65803.86;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.123;2;;;;16.729.130/0001-08;;;;;;;;;;RENUNCIA_ART3;1499200.65;1644219.83;2022;0.0
B2200325300000;VAMOS BRINCAR COM A TURMA DA MÔNICA - 1ª TEMPORADA;2022;;Renúncia — Art.3/3-A/39;0.0;0.0;307084.68;280000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.9;1;1.0;1.0;;08.267.787/0001-64;;;;;;;;;;RENUNCIA_ART3;3000000.0;3290193.0;2022;0.0
B2200292800000;VENCER NA VIDA;2022;;Renúncia — Outros Mecanismos;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.2;1;;;;06.814.372/0001-38;;;;;;;;;;RENUNCIA_OUTROS;600000.0;658038.6;2022;0.0
B2200346400000;VOTOS;2022;;Renúncia — Art.3/3-A/39;4989.88;4989.88;307084.68;280000;4989.88;0.0;0.0303;0.0;0;0.0;0;0;0;0.0;0;0.0;;;68.593.466/0001-81;;;;;;;;;;RENUNCIA_ART3;150000.0;164509.65;2022;0.0303
B2300211800000;#DEIXAELA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;34.878.582/0001-25;;;;;;;;;;RENUNCIA_ART3;950000.0;995885.0;2023;0.0
B2300290700000;24 HORAS PARA REDECORAR – 3ª TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;63.053.185/0001-12;;;;;;;;;;RENUNCIA_ART3;2133934.24;2237003.26;2023;0.0
B2300302500000;A ERA DOS HUMANOS;2023;;Renúncia — Outros Mecanismos;196.1;198.8;0.0;0;198.8;0.0;0.0001;0.0;0;0.0;0;0;0;4.11;1;;;;14.215.563/0001-01;;;;;;;;;;RENUNCIA_OUTROS;1950000.0;2044185.0;2023;0.0001
B2300419800000;A FLOR DA IDADE;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;83864.0;80000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.985;2;0.0;;;13.631.016/0001-44;;;;;;;;;;RENUNCIA_ART3;450000.0;471735.0;2023;0.0
B2300444900000;A HERANÇA;2023;;Renúncia — Art.3/3-A/39;50475.32;50475.32;62898.0;60000;50475.32;0.0;0.0168;0.0;0;0.0;0;0;0;3.152;2;;;;14.440.714/0001-25;;;;;;;;;;RENUNCIA_ART3;2859880.0;2998012.2;2023;0.0168
B2300352800000;A ONDA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;125796.0;120000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.0;1;0.0;;;09.174.621/0001-66;;;;;;;;;;RENUNCIA_ART3;1425000.0;1493827.5;2023;0.0
B2300149300000;A VIRADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;125796.0;120000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.716;2;;;;26.851.408/0001-60;;;;;;;;;;RENUNCIA_ART3;2100000.0;2201430.0;2023;0.0
B2300472000000;ABERTO PARA COMPRAS;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;01.894.553/0001-06;;;;;;;;;;RENUNCIA_ART3;2240011.38;2348203.93;2023;0.0
B2300403800000;ACENDE A LUZ;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.2;1;;;;06.323.379/0001-57;;;;;;;;;;RENUNCIA_ART3;1047445.3;1098036.91;2023;0.0
B2300457700000;AEROPORTO - ÁREA RESTRITA (5A TEMPORADA);2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;07.627.467/0001-05;;;;;;;;;;RENUNCIA_ART3;2562153.06;2685905.05;2023;0.0
B2300319100000;ALTA ESTIMA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;13.188.290/0001-90;;;;;;;;;;RENUNCIA_ART3;2976478.65;3120242.57;2023;0.0
B2300204800000;ALÉM DO APOSENTO;2023;;Renúncia — Outros Mecanismos;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.6;1;;;;07.867.455/0001-58;;;;;;;;;;RENUNCIA_OUTROS;500000.0;524150.0;2023;0.0
B2300561600000;AMAZING RIDERS;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;125796.0;120000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;05.260.263/0001-53;;;;;;;;;;RENUNCIA_ART3;1899341.8;1991080.01;2023;0.0
B2300408400000;ASTRONAUTA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;2.6;1;;;;47.257.902/0001-71;;;;;;;;;;RENUNCIA_ART3;5404850.99;5665905.29;2023;0.0
B2300408800000;BELEZA GG -3A.TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;09.719.793/0001-78;;;;;;;;;;RENUNCIA_ART3;3400051.27;3564273.75;2023;0.0
B2300418300000;BLACK TO BLACK;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.862;2;3.0;1.0;;11.086.688/0001-90;;;;;;;;;;RENUNCIA_ART3;546500.0;572895.95;2023;0.0
B2300532700000;BRASIL 2050 - 3ª TEMPORADA;2023;;Renúncia — Outros Mecanismos;0.0;0.0;125796.0;120000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;06.096.915/0001-29;;;;;;;;;;RENUNCIA_OUTROS;1100000.0;1153130.0;2023;0.0
B2300295600000;CAPIVARA - ARTE RUPESTRE NO SUL DO PIAUÍ;2023;;Renúncia — Outros Mecanismos;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.3;1;1.0;0.0;;44.154.342/0001-31;;;;;;;;;;RENUNCIA_OUTROS;407000.0;426658.1;2023;0.0
B2300565500000;CARA A CARA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;125796.0;120000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;26.851.408/0001-60;;;;;;;;;;RENUNCIA_ART3;2719106.24;2850439.07;2023;0.0
B2300289200000;CAÇADORES DOS VENTOS - NO LIMITE;2023;;Renúncia — Outros Mecanismos;0.0;0.0;293524.0;280000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.0;1;;;;04.350.398/0001-47;;;;;;;;;;RENUNCIA_OUTROS;1438877.58;1508375.37;2023;0.0
B2300103400000;COISA DE MENINO;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.128;2;;;;07.988.992/0001-56;;;;;;;;;;RENUNCIA_ART3;965527.75;1012162.74;2023;0.0
B2300043900000;COMADRES;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;83864.0;80000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;22.971.615/0001-06;;;;;;;;;;RENUNCIA_ART3;350000.0;366905.0;2023;0.0
B2300443400000;CONDOR;2023;;Renúncia — Outros Mecanismos;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.828;2;;;;13.931.232/0001-05;;;;;;;;;;RENUNCIA_OUTROS;890000.0;932987.0;2023;0.0
B2300222400000;DE PAI PARA FILHO;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.629;1;;;;15.096.101/0001-85;;;;;;;;;;RENUNCIA_ART3;1250000.0;1310375.0;2023;0.0
B2400284000000;DE VOLTA AO PARAÍSO;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.84;2;0.0;;;20.840.042/0001-48;;;;;;;;;;RENUNCIA_ART3;400000.0;419320.0;2023;0.0
B2300200500000;DO AMOR E DE LUTA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.3;1;;;;07.988.992/0001-56;;;;;;;;;;RENUNCIA_ART3;2782937.25;2917353.12;2023;0.0
B2300125800000;ENSINANDO COMO APRECIAR VINHOS;2023;;Renúncia — Outros Mecanismos;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;13.483.286/0001-55;;;;;;;;;;RENUNCIA_OUTROS;194578.39;203976.53;2023;0.0
B2300312800000;ESTRANHAS COTOVELADAS;2023;;Renúncia — Outros Mecanismos;4254.32;4254.32;62898.0;60000;4254.32;0.0;0.0081;0.0;0;0.0;0;0;0;0.0;0;;;;57.312.878/0001-80;;;;;;;;;;RENUNCIA_OUTROS;500120.34;524276.15;2023;0.0081
B2300321400000;EU DEVERIA ESTAR FELIZ;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;12.081.251/0001-27;;;;;;;;;;RENUNCIA_ART3;1001100.0;1049453.13;2023;0.0
B2300343000000;EU SOU MARIA;2023;;Renúncia — Art.3/3-A/39;10747.63;10894.24;146762.0;140000;10894.24;0.0;0.0244;0.0;0;0.0;0;0;0;4.123;2;4.0;1.0;;02.597.024/0001-03;;;;;;;;;;RENUNCIA_ART3;426502.5;447102.57;2023;0.0244
B2300362800000;EXPERIÊNCIA DE MESTRE;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.133;2;7.0;0.0;;02.947.857/0001-49;;;;;;;;;;RENUNCIA_ART3;2998052.23;3142858.15;2023;0.0
B2300194000000;FAZ TEU CORRE;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;29.219.840/0001-21;;;;;;;;;;RENUNCIA_ART3;600000.0;628980.0;2023;0.0
B2300352400000;FLUXO;2023;;Renúncia — Art.3/3-A/39;3000.33;3041.64;62898.0;60000;3041.64;0.0;0.0029;0.0;0;0.0;0;0;0;0.0;0;0.0;;;13.110.657/0001-53;;;;;;;;;;RENUNCIA_ART3;1000000.0;1048300.0;2023;0.0029
B2300437700000;FUJA SE FOR CAPAZ - 3ª TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;293524.0;280000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.791;2;;;;23.957.635/0001-87;;;;;;;;;;RENUNCIA_ART3;3000000.0;3144900.0;2023;0.0
B2300176600000;FUTURO DA EDUCAÇÃO;2023;;Renúncia — Outros Mecanismos;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.732;2;0.0;;;02.483.996/0001-69;;;;;;;;;;RENUNCIA_OUTROS;475000.0;497942.5;2023;0.0
B2300278000000;FÉRIAS TROCADAS;2023;;Renúncia — Art.3/3-A/39;2475656.4;2475656.4;0.0;0;2475656.4;0.0;0.5919;0.0;0;0.0;0;0;0;3.033;2;38.0;49.0;;12.580.503/0001-62;;;;;;;;;;RENUNCIA_ART3;3000000.0;3144900.0;2023;0.7872
B2300278000000;FÉRIAS TROCADAS;2023;;Renúncia — Art.3/3-A/39;2475656.4;2475656.4;0.0;0;2475656.4;0.0;0.5919;0.0;0;0.0;0;0;0;3.033;2;38.0;49.0;;12.580.503/0001-62;;;;;;;;;;RENUNCIA_OUTROS;990000.0;1037817.0;2023;2.3854
B2300212600000;HERANÇA;2023;;sem_categoria;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.152;2;;;;10.233.319/0001-10;;;;;;;;;;RENUNCIA_ART3;2859880.0;2998012.2;2023;0.0
B2300062000000;INCOMPATÍVEL COM A VIDA;2023;;sem_categoria;14711.55;14910.0;62898.0;60000;14910.0;0.0;0.0036;0.0;0;0.0;0;0;0;3.2;1;0.0;;Berlim;09.514.942/0001-62;;;;;;;;;;RENUNCIA_ART3;3833731.35;4018900.57;2023;0.0037
B2300062000000;INCOMPATÍVEL COM A VIDA;2023;;sem_categoria;14711.55;14910.0;62898.0;60000;14910.0;0.0;0.0036;0.0;0;0.0;0;0;0;3.2;1;0.0;;Berlim;09.514.942/0001-62;;;;;;;;;;RENUNCIA_OUTROS;150000.0;157245.0;2023;0.0948
B2300148100000;IRACEMAS;2023;;Renúncia — Art.3/3-A/39;2531.95;2544.64;293524.0;280000;2544.64;0.0;0.016;0.0;0;0.0;0;0;0;0.0;0;;;;05.249.852/0001-30;;;;;;;;;;RENUNCIA_OUTROS;151928.0;159266.12;2023;0.016
B2300037500000;LA SITUACIÓN;2023;;Renúncia — Art.3/3-A/39;193138.89;195798.12;0.0;0;195798.12;0.0;0.0333;0.0;0;0.0;0;0;0;0.0;0;;;;10.645.895/0001-75;;;;;;;;;;RENUNCIA_ART3;3000000.0;3144900.0;2023;0.0623
B2300037500000;LA SITUACIÓN;2023;;Renúncia — Art.3/3-A/39;193138.89;195798.12;0.0;0;195798.12;0.0;0.0333;0.0;0;0.0;0;0;0;0.0;0;;;;10.645.895/0001-75;;;;;;;;;;RENUNCIA_OUTROS;2617098.49;2743504.35;2023;0.0714
B2300375800000;LENDAS DO MOTOCROSS BRASILEIRO;2023;;Renúncia — Outros Mecanismos;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.853;2;;;;24.856.310/0001-70;;;;;;;;;;RENUNCIA_OUTROS;649698.37;681078.8;2023;0.0
B2300535000000;LEVANTE;2023;;Renúncia — Art.3/3-A/39;60176.76;60176.76;62898.0;60000;60176.76;0.0;0.3377;30.15;0;36.0;13883;27;9;4.261;2;;;;09.505.106/0001-11;;;;;;;;;;RENUNCIA_ART3;170000.0;178211.0;2023;0.3377
B2300345800000;LUANA É DE LUA - 2 TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.203;2;0.0;;;09.281.789/0001-70;;;;;;;;;;RENUNCIA_ART3;1261898.79;1322848.5;2023;0.0
B2300319000000;LÍNGUAS DA NOSSA LÍNGUA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;04.453.786/0001-53;;;;;;;;;;RENUNCIA_OUTROS;417000.0;437141.1;2023;0.0
B2300531200000;MAMONAS ASSASSINAS O FILME;2023;;Renúncia — Art.3/3-A/39;17583015.99;17632327.44;62898.0;60000;17632327.44;0.0;6.181;10.29;0;0.0;1957;0;0;3.48;2;0.0;;;02.863.008/0001-07;;;;;;;;;;RENUNCIA_ART3;2721242.7;2852678.72;2023;6.181
B2300120400000;MARIA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;146762.0;140000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.0;1;;;;08.847.593/0001-38;;;;;;;;;;RENUNCIA_ART3;426502.5;447102.57;2023;0.0
B2300211700000;MASSACRE NA ESCOLA - A TRAGÉDIA DAS MENINAS DE REALENGO;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.765;2;0.0;;;04.661.796/0001-84;;;;;;;;;;RENUNCIA_ART3;1817464.31;1905247.84;2023;0.0
B2300332700000;MEDICINA: SAÚDE E BEM-ESTAR;2023;;Renúncia — Outros Mecanismos;0.0;0.0;293524.0;280000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;13.483.286/0001-55;;;;;;;;;;RENUNCIA_OUTROS;315539.4;330779.95;2023;0.0
B2300200800000;MENOS É DEMAIS - 4A TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.918;2;0.0;;;01.894.553/0001-06;;;;;;;;;;RENUNCIA_ART3;1738970.8;1822963.09;2023;0.0
B2300519200000;MINHA IRMÃ E EU;2023;;Renúncia — Art.3/3-A/39;46049453.58;46124979.6;146762.0;140000;46124979.6;0.0;6.5671;0.9;0;4.5;0;0;0;3.741;2;;;;12.580.503/0001-62;;;;;;;;;;RENUNCIA_ART3;3000000.0;3144900.0;2023;14.6666
B2300519200000;MINHA IRMÃ E EU;2023;;Renúncia — Art.3/3-A/39;46049453.58;46124979.6;146762.0;140000;46124979.6;0.0;6.5671;0.9;0;4.5;0;0;0;3.741;2;;;;12.580.503/0001-62;;;;;;;;;;RENUNCIA_OUTROS;3700000.0;3878710.0;2023;11.8918
B2300038600000;MIRANDA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;11.265.176/0001-91;;;;;;;;;;RENUNCIA_ART3;3400000.0;3564220.0;2023;0.0
B2300268100000;MUNDO INVISÍVEL DOS GAMERS;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;2.9;1;0.0;;;00.020.648/0001-20;;;;;;;;;;RENUNCIA_ART3;689256.09;722547.16;2023;0.0
B2300126700000;NINGUÉM É DE NINGUÉM;2023;;Renúncia — Art.3/3-A/39;2768265.26;2806380.08;62898.0;60000;2806380.08;0.0;0.8235;0.0;0;0.0;0;0;0;3.683;2;;;;01.946.155/0001-88;;;;;;;;;;RENUNCIA_ART3;3000000.0;3144900.0;2023;0.8924
B2300126700000;NINGUÉM É DE NINGUÉM;2023;;Renúncia — Art.3/3-A/39;2768265.26;2806380.08;62898.0;60000;2806380.08;0.0;0.8235;0.0;0;0.0;0;0;0;3.683;2;;;;01.946.155/0001-88;;;;;;;;;;RENUNCIA_OUTROS;250678.35;262786.11;2023;10.6793
B2300387700000;NOS BARES DA VIDA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.6;1;;;;07.988.992/0001-56;;;;;;;;;;RENUNCIA_ART3;657576.7;689337.65;2023;0.0
B2300576500000;NOSSO LAR 2 - OS MENSAGEIROS;2023;;Renúncia — Art.3/3-A/39;33111988.84;33111988.84;0.0;0;33111988.84;0.0;3.5411;0.0;0;0.0;0;0;0;4.027;2;;;;01.946.155/0001-88;;;;;;;;;;RENUNCIA_ART3;4999998.81;5241498.75;2023;6.3173
B2300576500000;NOSSO LAR 2 - OS MENSAGEIROS;2023;;Renúncia — Art.3/3-A/39;33111988.84;33111988.84;0.0;0;33111988.84;0.0;3.5411;0.0;0;0.0;0;0;0;4.027;2;;;;01.946.155/0001-88;;;;;;;;;;RENUNCIA_OUTROS;3919896.0;4109226.98;2023;8.058
B2300377700000;O FUTURO DA MEDICINA;2023;;Renúncia — Outros Mecanismos;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.853;2;;;;13.483.286/0001-55;;;;;;;;;;RENUNCIA_OUTROS;350000.0;366905.0;2023;0.0
B2300463800000;O FUTURO DO AGRONEGÓCIO;2023;;Renúncia — Outros Mecanismos;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.38;2;;;;13.483.286/0001-55;;;;;;;;;;RENUNCIA_OUTROS;348918.58;365771.35;2023;0.0
B2300349500000;O FUTURO É FEMININO;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.4;1;0.0;;;18.675.219/0001-56;;;;;;;;;;RENUNCIA_ART3;380000.0;398354.0;2023;0.0
B2300525700000;O GAROTO;2023;;Renúncia — Outros Mecanismos;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.705;2;;;;11.326.389/0001-86;;;;;;;;;;RENUNCIA_OUTROS;726579.82;761673.63;2023;0.0
B2300071700000;O MENSAGEIRO;2023;;Renúncia — Art.3/3-A/39;79321.2;79321.2;62898.0;60000;79321.2;0.0;0.4477;0.0;0;0.0;0;0;0;4.4;1;;;;73.947.392/0001-74;;;;;;;;;;RENUNCIA_ART3;169000.0;177162.7;2023;0.4477
B2300123600000;O OUTRO MUNDO DE SOFIA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.767;1;;;;10.519.798/0001-36;;;;;;;;;;RENUNCIA_ART3;1085000.0;1137405.5;2023;0.0
B2300524600000;O SEQUESTRO DO VOO 375;2023;;Renúncia — Art.3/3-A/39;3951845.22;4005959.16;0.0;0;4005959.16;0.0;0.6066;1.9;0;9.5;0;0;0;4.218;2;;;;13.029.754/0001-16;;;;;;;;;;RENUNCIA_ART3;6300000.0;6604290.0;2023;0.6066
B2300346500000;OLHOS DA LEI;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.3;1;0.0;;;64.044.886/0001-58;;;;;;;;;;RENUNCIA_ART3;3385735.07;3549266.07;2023;0.0
B2300276100000;ONDA DE ESPERANÇA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.208;2;;;;20.840.042/0001-48;;;;;;;;;;RENUNCIA_ART3;500000.0;524150.0;2023;0.0
B2300127600000;OPERAÇÃO FRONTEIRA BRASIL - 2º TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.566;2;;;;02.947.857/0001-49;;;;;;;;;;RENUNCIA_ART3;4739653.8;4968579.08;2023;0.0
B2300435100000;OPERAÇÃO FRONTEIRA BRASIL - 3º TEMPORADA;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.566;2;;;;02.947.857/0001-49;;;;;;;;;;RENUNCIA_ART3;4739653.79;4968579.07;2023;0.0
B2300230600000;OS AVENTUREIROS - A ORIGEM;2023;;Renúncia — Art.3/3-A/39;8487874.74;8604739.92;62898.0;60000;8604739.92;0.0;2.7361;12.77;0;0.0;12199;0;0;4.355;2;0.0;;;28.485.087/0001-53;;;;;;;;;;RENUNCIA_ART3;3000000.0;3144900.0;2023;2.7361
B2300311700000;PARA OS QUE FICAM;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.1;1;;;;06.992.833/0001-62;;;;;;;;;;RENUNCIA_ART3;748125.0;784259.44;2023;0.0
B2300427100000;PARÁ MUSICAL;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;06.267.302/0001-07;;;;;;;;;;RENUNCIA_ART3;628902.5;659278.49;2023;0.0
B2300040400000;PASSAPORTE FEMININO;2023;;Renúncia — Art.3/3-A/39;0.0;0.0;62898.0;60000;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;28.878.082/0001-90;;;;;;;;;;RENUNCIA_ART3;566721.73;594094.39;2023;0.0
B2300532800000;PECUÁRIA EM FOCO - EDUCAÇÃO;2023;;Renúncia — Outros Mecanismos;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.732;2;;;;14.215.682/0001-64;;;;;;;;;;RENUNCIA_OUTROS;661639.0;693596.16;2023;0.0
B2300343300000;PEDÁGIO;2023;;Renúncia — Art.3/3-A/39;226788.19;229236.28;146762.0;140000;229236.28;0.0;0.0724;30.27;0;82.5;1332;2;2;0.0;0;0.0;;;07.570.789/0001-65;;;;;;;;;;RENUNCIA_ART3;3000000.0;3144900.0;2023;0.0729
B2300343300000;PEDÁGIO;2023;;Renúncia — Art.3/3-A/39;226788.19;229236.28;146762.0;140000;229236.28;0.0;0.0724;30.27;0;82.5;1332;2;2;0.0;0;0.0;;;07.570.789/0001-65;;;;;;;;;;RENUNCIA_OUTROS;20000.0;20966.0;2023;10.9337
B2300255800000;PERDIDA;2023;;Renúncia — Art.3/3-A/39;1895855.58;1921958.64;0.0;0;1921958.64;0.0;0.2037;0.0;0;0.0;0;0;0;3.803;2;;;;09.416.289/0001-07;;;;;;;;;;RENUNCIA_ART3;5000000.0;5241500.0;2023;0.3667
B2300255800000;PERDIDA;2023;;Renúncia — Art.3/3-A/39;1895855.58;1921958.64;0.0;0;1921958.64;0.0;0.2037;0.0;0;0.0;0;0;0;3.803;2;;;;09.416.289/0001-07;;;;;;;;;;RENUNCIA_OUTROS;4000000.0;4193200.0;2023;0.4584
