CPB;titulo;ano;chamada;categoria;bilheteria_nominal_r;bilheteria_deflac_r2024;outras_janelas_deflac_r2024;outras_janelas_nominal_r;receita_total_deflac_r2024;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_internacional_0_100;total_paises_alcancados;pontuacao_festivais;adm_eu_lumiere;vod_n_plataformas;vod_n_paises;critica_indice_1_5;critica_n_fontes;cita_n_papers;cita_soma_cit;prestigio_festiv;CNPJ_produtora;genero_diretor;diversidade_regional;protagonista_diverso;UF_requerente;tem_diretor_prestigio;IMDB_GENRES;IMDB_RUNTIME;PRESTIGIO_FESTIVAIS;N_DIRETORES;tipo_investimento;valor_nominal_r;valor_deflac_r2024;ano_referencia_deflacao;roi_sobre_este_inv_deflac
B2200449200000;ESPUMAS AO VENTO;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;2644.04;2644.04;0.0;0;2644.04;0.0047;0.0047;0.0;0;0.0;0;0;0;4.1;1;;;;19.265.893/0001-25;;;;;;;;;;FSA;442099.26;564539.53;2022;0.0047
B2200203400000;FIM DE SEMANA NO PARAÍSO SELVAGEM;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;10471.74;10615.92;0.0;0;10615.92;0.0085;0.0085;0.0;0;0.0;0;0;0;3.84;2;;;;08.016.733/0001-26;;;;;;;;;;FSA;983665.08;1256093.09;2022;0.0085
B2200133200000;MÚLTIPLO VALDI;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;03.450.528/0001-50;;;;;;;;;;FSA;72588.0;104846.18;2022;0.0
B2200497100000;O ANEL DE EVA;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;14512.4;14512.4;65803.86;60000;14512.4;0.0758;0.0137;0.0;0;0.0;0;0;0;2.4;1;1.0;0.0;;04.483.967/0001-22;;;;;;;;;;FSA;733333.33;1059227.4;2022;0.0137
B2200390700000;O QUE OS OLHOS NÃO VEEM...;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.933;2;;;;01.970.799/0001-01;;;;;;;;;;FSA;150000.0;216660.15;2022;0.0
B2200212700000;OS PRIMEIROS SOLDADOS;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;85071.4;88545.52;307084.68;280000;88545.52;0.3158;0.0707;3.3;0;16.5;0;0;0;4.2;1;;;;14.210.788/0001-75;;;;;;;;;;FSA;900000.0;1252974.6;2022;0.0707
B2200442900000;PLACA-MÃE;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;187786.48;187786.48;0.0;0;187786.48;0.0853;0.0775;0.0;0;0.0;0;0;0;3.5;1;;;;11.360.555/0001-60;;;;;;;;;;FSA;1650000.0;2202205.5;2022;0.0853
B2200442900000;PLACA-MÃE;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;187786.48;187786.48;0.0;0;187786.48;0.0853;0.0775;0.0;0;0.0;0;0;0;3.5;1;;;;11.360.555/0001-60;;;;;;;;;;RENUNCIA_OUTROS;200000.0;219346.2;2022;0.8561
B2200259700000;PLAUTO, UM  SOPRO MUSICAL;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;21598.8;21708.96;0.0;0;21708.96;0.0473;0.0473;0.0;0;0.0;0;0;0;0.0;0;;;;92.554.294/0001-11;;;;;;;;;;FSA;330000.0;459424.02;2022;0.0473
B2300006800000;SINDICATO DO FOLCLORE BRASILEIRO;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;07.871.687/0001-80;;;;;;;;;;FSA;121500.0;169151.57;2022;0.0
B2300007600000;TODA NOITE ESTAREI LÁ;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;14532.28;14532.28;0.0;0;14532.28;0.058;0.058;0.0;0;0.0;0;0;0;0.0;0;;;;08.103.899/0001-80;;;;;;;;;;FSA;180000.0;250594.92;2022;0.058
B2200210800000;UM SAMURAI EM SÃO PAULO;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;10138.37;10277.96;0.0;0;10277.96;0.0224;0.0117;0.0;0;0.0;0;0;0;0.0;0;0.0;;;12.638.556/0001-97;;;;;;;;;;FSA;343852.0;458928.95;2022;0.0224
B2200210800000;UM SAMURAI EM SÃO PAULO;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;10138.37;10277.96;0.0;0;10277.96;0.0224;0.0117;0.0;0;0.0;0;0;0;0.0;0;0.0;;;12.638.556/0001-97;;;;;;;;;;RENUNCIA_OUTROS;385000.0;422241.43;2022;0.0243
B2200040500000;VALE NIGHT;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;213347.0;222059.6;0.0;0;222059.6;0.3828;0.0574;0.0;0;0.0;0;0;0;0.0;0;;;;11.545.487/0001-04;;;;;;;;;;FSA;500000.0;580116.0;2022;0.3828
B2200040500000;VALE NIGHT;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;213347.0;222059.6;0.0;0;222059.6;0.3828;0.0574;0.0;0;0.0;0;0;0;0.0;0;;;;11.545.487/0001-04;;;;;;;;;;RENUNCIA_ART3;3000000.0;3290193.0;2022;0.0675
B2200426400000;VIDA DE ORQUESTRA;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;65803.86;60000;0.0;0.2887;0.0;0.0;0;0.0;0;0;0;3.2;1;0.0;;;00.285.073/0001-77;;;;;;;;;;FSA;178470.0;227897.62;2022;0.0
B2200426400000;VIDA DE ORQUESTRA;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;65803.86;60000;0.0;0.2887;0.0;0.0;0;0.0;0;0;0;3.2;1;0.0;;;00.285.073/0001-77;;;;;;;;;;RENUNCIA_OUTROS;743565.0;815490.79;2022;0.0
B2200458400000;VIZINHOS;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;219346.2;200000;0.0;1.6805;0.0;0.0;0;0.0;0;0;0;3.7;2;;;;06.900.652/0001-69;;;;;;;;;;FSA;112500.0;130526.1;2022;0.0
B2200458400000;VIZINHOS;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;219346.2;200000;0.0;1.6805;0.0;0.0;0;0.0;0;0;0;3.7;2;;;;06.900.652/0001-69;;;;;;;;;;RENUNCIA_OUTROS;846000.0;927834.43;2022;0.0
B2200324500000;ZOOPEDIA;2022;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;87738.48;80000;0.0;0.1041;0.0;0.0;0;0.0;0;0;0;0.0;0;1.0;0.0;;18.274.744/0001-60;;;;;;;;;;FSA;631440.0;842764.02;2022;0.0
B2300552600000;AVENTURAS DE AMÍ - 2º TEMPORADA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;146762.0;140000;0.0;0.1538;0.0;0.0;0;0.0;0;0;0;3.213;2;;;;08.573.621/0001-76;;;;;;;;;;FSA;910000.0;953953.0;2023;0.0
B2300142500000;CAINÃ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;83864.0;80000;0.0;0.4189;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;18.595.380/0001-10;;;;;;;;;;FSA;150000.0;200200.5;2023;0.0
B2300422000000;CARTÓRIO DAS ALMAS;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;2.975;2;;;;14.676.949/0001-10;;;;;;;;;;FSA;846142.41;1080483.24;2023;0.0
B2300502400000;CHAMA A BEBEL;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;160630.4;160630.4;62898.0;60000;160630.4;0.1274;0.0915;0.0;0;0.0;0;0;0;0.0;0;;;;05.270.790/0001-49;;;;;;;;;;FSA;1600000.0;1754769.6;2023;0.0915
B2300095100000;COLETIVOS;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;7.0;2.0;;04.178.239/0001-07;;;;;;;;;;FSA;419866.9;560383.76;2023;0.0
B2300433200000;DENTRO DE MIM;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.2;1;;;;22.000.363/0001-60;;;;;;;;;;FSA;50000.0;52415.0;2023;0.0
B2300565300000;DESTINOS DA FÉ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.8;2;15.0;18.0;;25.425.945/0001-86;;;;;;;;;;FSA;460800.0;534634.91;2023;0.0
B2300565300000;DESTINOS DA FÉ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.8;2;15.0;18.0;;25.425.945/0001-86;;;;;;;;;;RENUNCIA_OUTROS;558412.0;585383.3;2023;0.0
B2300529200000;DIAS DE TEMPESTADE;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.5;1;;;;12.345.593/0001-07;;;;;;;;;;FSA;150000.0;208829.1;2023;0.0
B2300557100000;GUIA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.5;1;0.0;;;22.534.164/0001-31;;;;;;;;;;FSA;50000.0;54836.55;2023;0.0
B2300557100000;GUIA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.5;1;0.0;;;22.534.164/0001-31;;;;;;;;;;RENUNCIA_ART3;1800000.0;1886940.0;2023;0.0
B2300242000000;INVASÃO MARCIANA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.865;2;;;;18.935.572/0001-28;;;;;;;;;;FSA;142438.21;165261.37;2023;0.0
B2300108000000;IYAS IDANAS - MULHERES DA COZINHA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;62898.0;60000;0.0;0.275;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;21.988.610/0001-15;;;;;;;;;;FSA;218150.0;228686.64;2023;0.0
B2300136800000;JANGADEIROS DA SÃO PEDRO;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;18.274.744/0001-60;;;;;;;;;;FSA;478270.06;638332.7;2023;0.0
B2300252300000;LUTA DA ERVA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.45;2;;;;01.282.220/0001-18;;;;;;;;;;FSA;180000.0;188694.0;2023;0.0
B2300154100000;MAMULENGO;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;20.119.267/0001-00;;;;;;;;;;FSA;200000.0;232046.4;2023;0.0
B2300377600000;MARRAIA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;19.780.327/0001-51;;;;;;;;;;FSA;900000.0;1252974.6;2023;0.0
B2300550100000;O CANTO;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;26.324.984/0001-50;;;;;;;;;;FSA;50000.0;54836.55;2023;0.0
B2300527700000;O IMPEACHMENT - SETEMBRO, 1957, SEXTA-FEIRA 13;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.008;2;;;;13.601.904/0001-14;;;;;;;;;;FSA;300000.0;400401.0;2023;0.0
B2300131300000;O POETA QUE VEIO DO POVO;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;62898.0;60000;0.0;0.1434;0.0;0.0;0;0.0;0;0;0;0.0;0;0.0;;;10.505.568/0001-18;;;;;;;;;;FSA;328606.2;438580.84;2023;0.0
B2300567400000;O POLICIAL E A PASTORA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.4;1;2.0;2.0;;10.551.469/0001-72;;;;;;;;;;FSA;100000.0;116023.2;2023;0.0
B2300201900000;O SILÊNCIO DAS OSTRAS;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;50256.64;50256.64;0.0;0;50256.64;0.0263;0.0263;0.0;0;0.0;0;0;0;4.1;1;;;;15.745.495/0001-55;;;;;;;;;;FSA;1650000.0;1914382.8;2023;0.0263
B2300500100000;O SILÊNCIO DE EVA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;4.1;1;0.0;;;02.501.714/0001-09;;;;;;;;;;FSA;510000.0;680681.7;2023;0.0
B2300546600000;OPARÁ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;2.0;2.0;;07.947.109/0001-80;;;;;;;;;;FSA;367469.47;426349.84;2023;0.0
B2300546600000;OPARÁ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0;2.0;2.0;;07.947.109/0001-80;;;;;;;;;;RENUNCIA_OUTROS;50000.0;52415.0;2023;0.0
B2300488500000;PALAVRA PRESA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;125796.0;120000;0.0;0.2259;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;79.873.451/0001-93;;;;;;;;;;FSA;400000.0;556877.6;2023;0.0
B2300499000000;PASTRANA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;62898.0;60000;0.0;1.147;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;08.267.476/0001-03;;;;;;;;;;FSA;50000.0;54836.55;2023;0.0
B2300140800000;PRESENÇA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;2.64;1;17.0;3.0;;18.580.137/0001-28;;;;;;;;;;FSA;180000.0;240240.6;2023;0.0
B2300140800000;PRESENÇA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;2.64;1;17.0;3.0;;18.580.137/0001-28;;;;;;;;;;RENUNCIA_ART3;200464.32;210146.75;2023;0.0
B2300535500000;PROCURA METEORANGO KID: VIVO OU MORTO;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;62898.0;60000;0.0;0.1622;0.0;0.0;0;0.0;0;0;0;3.433;2;0.0;;;04.125.602/0001-26;;;;;;;;;;FSA;370000.0;387871.0;2023;0.0
B2300535500000;PROCURA METEORANGO KID: VIVO OU MORTO;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;62898.0;60000;0.0;0.1622;0.0;0.0;0;0.0;0;0;0;3.433;2;0.0;;;04.125.602/0001-26;;;;;;;;;;RENUNCIA_ART3;450000.0;471735.0;2023;0.0
B2300339000000;SÉRGIO RICARDO: UMA OUTRA HISTÓRIA DO CINEMA NOVO;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;62898.0;60000;0.0;0.1807;0.0;0.0;0;0.0;0;0;0;3.837;2;;;;25.301.822/0001-33;;;;;;;;;;FSA;300000.0;348069.6;2023;0.0
B2300141200000;TENHO FÉ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;4274.98;4333.84;125796.0;120000;4333.84;1.2413;0.0063;0.0;0;0.0;0;0;0;0.0;0;;;;21.054.261/0001-64;;;;;;;;;;FSA;100000.0;104830.0;2023;0.0413
B2300141200000;TENHO FÉ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;4274.98;4333.84;125796.0;120000;4333.84;1.2413;0.0063;0.0;0;0.0;0;0;0;0.0;0;;;;21.054.261/0001-64;;;;;;;;;;RENUNCIA_OUTROS;558412.0;585383.3;2023;0.0074
B2300035300000;URSA;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;0.0;0.0;62898.0;60000;0.0;0.1205;0.0;0.0;0;0.0;0;0;0;0.0;0;;;;21.277.034/0001-06;;;;;;;;;;FSA;375000.0;522072.75;2023;0.0
B2300363900000;UTOPIA TROPICAL;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;11450.88;11450.88;62898.0;60000;11450.88;0.0813;0.0124;0.0;0;0.0;0;0;0;0.0;0;;;;13.384.449/0001-42;;;;;;;;;;FSA;833340.0;913949.81;2023;0.0125
B2300363900000;UTOPIA TROPICAL;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;11450.88;11450.88;62898.0;60000;11450.88;0.0813;0.0124;0.0;0;0.0;0;0;0;0.0;0;;;;13.384.449/0001-42;;;;;;;;;;RENUNCIA_OUTROS;6290.0;6593.81;2023;1.7366
B2300011000000;ZÉ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;27295.24;27295.24;62898.0;60000;27295.24;0.0706;0.0077;0.0;0;0.0;0;0;0;3.732;2;;;;23.148.018/0001-30;;;;;;;;;;FSA;918010.0;1278048.01;2023;0.0214
B2300011000000;ZÉ;2023;ARRANJOS REGIONAIS;FSA SAV/MINC / Arranjos Regionais;27295.24;27295.24;62898.0;60000;27295.24;0.0706;0.0077;0.0;0;0.0;0;0;0;3.732;2;;;;23.148.018/0001-30;;;;;;;;;;RENUNCIA_ART3;2173333.0;2278304.98;2023;0.012
B2300114900000;THIAGO & ÍSIS E OS SEGREDOS DO BRASIL;2023;CINEMA NOVOS REALIZADORES;FSA Apenas roteiro;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.863;1;;;;13.384.449/0001-42;;;;;;;;;;FSA;2000000.0;2096600.0;2023;0.0
B2300114900000;THIAGO & ÍSIS E OS SEGREDOS DO BRASIL;2023;CINEMA NOVOS REALIZADORES;FSA Apenas roteiro;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;3.863;1;;;;13.384.449/0001-42;;;;;;;;;;RENUNCIA_OUTROS;375000.0;393112.5;2023;0.0
B1600656800000;FIM DO MUNDO;2016;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;0.0;0.0;89220.66;60000;0.0;0.0235;0.0;0.0;0;0.0;0;0;0;3.195;2;;;;02.669.022/0001-74;;;;;;;;;;FSA;2556500.0;3801543.62;2016;0.0
B1600656800000;FIM DO MUNDO;2016;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;0.0;0.0;89220.66;60000;0.0;0.0235;0.0;0.0;0;0.0;0;0;0;3.195;2;;;;02.669.022/0001-74;;;;;;;;;;RENUNCIA_ART3;3000000.0;4461033.0;2016;0.0
B1600656800000;FIM DO MUNDO;2016;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;0.0;0.0;89220.66;60000;0.0;0.0235;0.0;0.0;0;0.0;0;0;0;3.195;2;;;;02.669.022/0001-74;;;;;;;;;;RENUNCIA_OUTROS;3000000.0;4461033.0;2016;0.0
B2100018500000;DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO;2020;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;8277452.08;8615157.04;459702.72;360000;8615157.04;4.7108;1.0797;0.8;0;4.0;0;0;0;4.3;1;;;;12.580.503/0002-43;;;;;;;;;;FSA;1756500.0;1926408.0;2020;4.4721
B2100018500000;DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO;2020;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;8277452.08;8615157.04;459702.72;360000;8615157.04;4.7108;1.0797;0.8;0;4.0;0;0;0;4.3;1;;;;12.580.503/0002-43;;;;;;;;;;RENUNCIA_ART3;3000000.0;3830856.0;2020;2.2489
B2100018500000;DETETIVES DO PRÉDIO AZUL 3 - UMA AVENTURA NO FIM DO MUNDO;2020;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;8277452.08;8615157.04;459702.72;360000;8615157.04;4.7108;1.0797;0.8;0;4.0;0;0;0;4.3;1;;;;12.580.503/0002-43;;;;;;;;;;RENUNCIA_OUTROS;1740000.0;2221896.48;2020;3.8774
B2000230700000;NAS ONDAS DA FÉ;2020;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;735237.73;745360.84;0.0;0;745360.84;0.5694;0.145;0.0;0;0.0;0;0;0;3.786;1;7.0;0.0;;09.558.964/0001-24;;;;;;;;;;FSA;1248812.2;1309129.83;2020;0.5694
B2000230700000;NAS ONDAS DA FÉ;2020;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;735237.73;745360.84;0.0;0;745360.84;0.5694;0.145;0.0;0;0.0;0;0;0;3.786;1;7.0;0.0;;09.558.964/0001-24;;;;;;;;;;RENUNCIA_ART3;3000000.0;3830856.0;2020;0.1946
B2300374700000;DE REPENTE, MISS!;2023;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;314163.64;314163.64;62898.0;60000;314163.64;1.3041;1.0866;0.0;0;0.0;0;0;0;4.095;2;;;;23.707.667/0001-24;;;;;;;;;;FSA;275812.0;289133.72;2023;1.0866
B2300247400000;MARINHEIRO DAS MONTANHAS;2023;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;51770.4;52483.2;293524.0;280000;52483.2;5.5011;0.0717;0.0;0;0.0;0;0;0;0.0;0;;;Oscar;31.179.864/0001-46;;;;;;;;;;FSA;60000.0;62898.0;2023;0.8344
B2300247400000;MARINHEIRO DAS MONTANHAS;2023;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;51770.4;52483.2;293524.0;280000;52483.2;5.5011;0.0717;0.0;0;0.0;0;0;0;0.0;0;;;Oscar;31.179.864/0001-46;;;;;;;;;;RENUNCIA_ART3;637909.0;668720.0;2023;0.0785
B2300402000000;UMA FADA VEIO ME VISITAR;2023;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;1258510.97;1275838.76;83864.0;80000;1275838.76;0.3613;0.1493;0.0;0;0.0;0;0;0;0.0;0;;;;02.736.672/0001-95;;;;;;;;;;FSA;3431102.62;3762996.61;2023;0.339
B2300402000000;UMA FADA VEIO ME VISITAR;2023;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;1258510.97;1275838.76;83864.0;80000;1275838.76;0.3613;0.1493;0.0;0;0.0;0;0;0;0.0;0;;;;02.736.672/0001-95;;;;;;;;;;RENUNCIA_ART3;2700000.0;2830410.0;2023;0.4508
B2300402000000;UMA FADA VEIO ME VISITAR;2023;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;1258510.97;1275838.76;83864.0;80000;1275838.76;0.3613;0.1493;0.0;0;0.0;0;0;0;0.0;0;;;;02.736.672/0001-95;;;;;;;;;;RENUNCIA_OUTROS;1860000.0;1949838.0;2023;0.6543
B2300120800000;VAI TER TROCO;2023;COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;FSA Comercialização / Distribuição;96187.05;97511.4;0.0;0;97511.4;1.6434;1.6434;0.0;0;0.0;0;0;0;3.32;1;;;;07.419.227/0001-15;;;;;;;;;;FSA;56600.0;59333.78;2023;1.6434
B1700411300000;MÚSICA PARA QUANDO AS LUZES SE APAGAM;2015;COMERCIALIZAÇÃO EM CINEMA;FSA Comercialização / Distribuição;6566.47;7534.52;0.0;0;7534.52;0.0145;0.0145;0.0;0;0.0;0;0;0;3.7;1;;;;94.100.302/0001-85;;;;;;;;;;FSA;350000.0;520453.85;2015;0.0145
B1600779300000;NÓIS POR NÓIS;2016;COMERCIALIZAÇÃO EM CINEMA;FSA Comercialização / Distribuição;2470.7;3081.4;89220.66;60000;3081.4;0.3458;0.0115;1.0;0;5.0;0;0;0;0.0;0;0.0;;;09.437.566/0001-50;;;;;;;;;;FSA;200000.0;266934.0;2016;0.0115
B1800090200000;AÇUCAR;2017;COMERCIALIZAÇÃO EM CINEMA;FSA Comercialização / Distribuição;51454.32;64172.64;202216.14;140000;64172.64;1.9959;0.3127;3.0;0;15.0;0;0;0;0.0;0;;;;02.908.530/0001-68;;;;;;;;;;FSA;100000.0;133467.0;2017;0.4808
B1800090200000;AÇUCAR;2017;COMERCIALIZAÇÃO EM CINEMA;FSA Comercialização / Distribuição;51454.32;64172.64;202216.14;140000;64172.64;1.9959;0.3127;3.0;0;15.0;0;0;0;0.0;0;;;;02.908.530/0001-68;;;;;;;;;;RENUNCIA_ART3;49671.24;71745.19;2017;0.8945
B1900189100000;MISSÃO CUPIDO;2017;COMERCIALIZAÇÃO EM CINEMA;FSA Comercialização / Distribuição;20678.84;23518.04;86664.06;60000;23518.04;0.0848;0.0055;0.0;0;0.0;0;0;0;0.0;0;;;;72.062.029/0001-09;;;;;;;;;;FSA;900000.0;1299960.9;2017;0.0181
