diretor;diretor_norm;n_obras_fomento;ano_primeira_obra;ano_ultima_obra;n_obras_fsa;n_obras_renuncia;investimento_fsa_deflac;investimento_total_deflac;bilheteria_deflac;outras_janelas_deflac;receita_total_deflac;pct_receita_sintetica;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_intl_medio;pontuacao_festivais_max;pontuacao_festivais_media;adm_eu_total;critica_media;categoria_principal;genero_diretor;diversidade_regional;cita_n_papers;cita_soma_citacoes;wikidata_id;prestigio_festiv;prestigio_filmes;fest_diretor_norm;fest_n_participacoes_total;fest_n_festivais_especial;fest_n_festivais_aa;fest_n_competicao_principal;fest_n_secao_paralela;fest_n_premios;fest_tem_curta_festival;fest_tem_longa_festival;fest_melhor_nivel;fest_primeiro_festival_ano;fest_ultimo_festival_ano;fest_festivais_lista;fest_n_festivais_distintos;fest_n_cannes;fest_n_berlim;fest_n_veneza;fest_n_oscar;fest_n_sundance;fest_n_rotterdam;fest_n_tiff;fest_n_locarno;fest_n_san_sebastian;fest_n_idfa;fest_n_annecy;fest_n_karlovy_vary
CLEBER BEZERRA SILVA SANTOS;CLEBER BEZERRA SILVA SANTOS;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMACIO MAZZAROPI;AMACIO MAZZAROPI;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAURICIO RAMOS MARQUES;MAURICIO RAMOS MARQUES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESPÓLIO DE PEDRO CARLOS ROVAI;ESPOLIO DE PEDRO CARLOS ROVAI;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTEVAO OLIMPIO SILVEIRA DE QUEIROGA;ESTEVAO OLIMPIO SILVEIRA DE QUEIROGA;7;2019.0;2019.0;1;0;1112983.19;1112983.19;0.0;373707.6;373707.6;100.0;0.3358;0.3358;0.0;0.0;0.0;0;4.025;_tv_excluir;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCEL MATTENHAUER LOPES IZIDORO;MARCEL MATTENHAUER LOPES IZIDORO;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUIZ ALFREDO VERNIERI LOPES;LUIZ ALFREDO VERNIERI LOPES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FERNANDO AUGUSTO SANCHES;FERNANDO AUGUSTO SANCHES;7;2021.0;2021.0;0;1;0.0;3364627.83;11669.56;162432.48;174102.04;93.3;;0.0517;0.0;0.0;0.0;0;;Renúncia — Art.3/3-A/39;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERNARDO DE ALMEIDA RIBEIRO SILVINO;BERNARDO DE ALMEIDA RIBEIRO SILVINO;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FABRICIO MIGUEL ABRAMOV;FABRICIO MIGUEL ABRAMOV;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO JACQUES CARNEIRO;RODRIGO JACQUES CARNEIRO;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARIANA FERNANDES DE MENEZES KAUFMAN;MARIANA FERNANDES DE MENEZES KAUFMAN;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JANAINA DINIZ GUERRA;JANAINA DINIZ GUERRA;7;2021.0;2021.0;1;1;1462951.53;1578974.73;0.0;69613.92;69613.92;100.0;0.0476;0.0441;0.0;0.0;0.0;0;;_tv_excluir;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JEFFERSON CANDIDO DA SILVA;JEFFERSON CANDIDO DA SILVA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FABRICIO KOLTERMANN;FABRICIO KOLTERMANN;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARIANA DE LIMA SIQUEIRA;MARIANA DE LIMA SIQUEIRA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARIANA BASTOS CORDEIRO;MARIANA BASTOS CORDEIRO;7;2017.0;2022.0;0;2;0.0;793755.59;140651.0;470236.14;610887.14;77.0;;0.7696;2.3;13.5;11.5;0;3.83;Renúncia — Outros Mecanismos;;;16.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THIAGO HENRIQUE DIAS VIEGAS;THIAGO HENRIQUE DIAS VIEGAS;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL AYRES DE ANDRADE GOMES;DANIEL AYRES DE ANDRADE GOMES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO LOJA TAPIAS;RODRIGO LOJA TAPIAS;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO OLIVEIRA DE MEDEIROS;RODRIGO OLIVEIRA DE MEDEIROS;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL DEL SARTO SOARES;DANIEL DEL SARTO SOARES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCUS VINICIUS BRISO MAINARDI;MARCUS VINICIUS BRISO MAINARDI;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JEFFERSON NALI DA CRUZ;JEFFERSON NALI DA CRUZ;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANDRE TORRES MORAES;ANDRE TORRES MORAES;7;2015.0;2023.0;1;3;2157667.34;9485032.34;8569731.24;481695.82;9051427.06;5.3;4.195;0.9543;0.0;0.0;0.0;0;3.374;Renúncia — Art.3/3-A/39;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUDSON VIANNA;HUDSON VIANNA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CARLOS EDUARDO DIAS LOPES;CARLOS EDUARDO DIAS LOPES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEO MASSARU TAKAHASHI;LEO MASSARU TAKAHASHI;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARTHUR BENFICA SENRA;ARTHUR BENFICA SENRA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLO GOULART MULLER;PABLO GOULART MULLER;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THALES VICENTE SANTOS PASSAGEM;THALES VICENTE SANTOS PASSAGEM;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DAYANE RODRIGUES BARBOSA;DAYANE RODRIGUES BARBOSA;7;2018.0;2021.0;0;3;0.0;8664516.78;0.0;581295.36;581295.36;100.0;;0.0671;1.33;0.0;0.0;0;4.4;Renúncia — Outros Mecanismos;;;0.0;0.0;;;;dayane rodrigues barbosa;1;0;1;1;0;0;False;True;AA;2018;2018;Sundance;1;0;0;0;0;1;0;0;0;0;0;0;0
DEBORA DINIZ RODRIGUES;DEBORA DINIZ RODRIGUES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASSYO SANTOS DE SOUZA;KASSYO SANTOS DE SOUZA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUIZ RAFAEL BATISTA ARRUDA DUARTE DA ROCHA;LUIZ RAFAEL BATISTA ARRUDA DUARTE DA ROCHA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAZ GUIMARAES CHEDIAK;BRAZ GUIMARAES CHEDIAK;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRUNO MAKIO SAITO;BRUNO MAKIO SAITO;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MANOELA MEYER SOARES DE FREITAS;MANOELA MEYER SOARES DE FREITAS;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCOS JOSE MANHAES MARINS;MARCOS JOSE MANHAES MARINS;7;2017.0;2017.0;0;1;0.0;108330.07;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;;Renúncia — Outros Mecanismos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NELSON MARTINS TRISTAO JUNIOR;NELSON MARTINS TRISTAO JUNIOR;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEANDRO RAMOS FERNANDES;LEANDRO RAMOS FERNANDES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PABLO TOLEDO FLORENTINO DA SILVA;PABLO TOLEDO FLORENTINO DA SILVA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JULIA MARIANO DE LIMA ARAUJO;JULIA MARIANO DE LIMA ARAUJO;7;2016.0;2019.0;1;0;1041407.34;1041407.34;0.0;169300.86;169300.86;100.0;0.1626;0.1626;0.0;0.0;0.0;0;;sem_categoria;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALESSANDRA PAULA ANNES BOWES;ALESSANDRA PAULA ANNES BOWES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUIZ FELIPE HEIDE ARANHA MOURA;LUIZ FELIPE HEIDE ARANHA MOURA;7;2018.0;2018.0;0;1;0.0;882651.0;0.0;111375.52;111375.52;100.0;;0.1262;0.0;0.0;0.0;0;4.355;Renúncia — Outros Mecanismos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALEXANDRE PINTO CARVALHO BRAGA;ALEXANDRE PINTO CARVALHO BRAGA;7;2018.0;2018.0;0;2;0.0;2032603.24;30575.44;891004.16;921579.6;96.7;;0.4534;0.0;0.0;0.0;0;3.705;Renúncia — Art.3/3-A/39;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VICENTE MILAN GUERRA;VICENTE MILAN GUERRA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RICARDO SILVA DE ARAUJO;RICARDO SILVA DE ARAUJO;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUSTAVO MARDINI NASR;GUSTAVO MARDINI NASR;7;2020.0;2020.0;1;0;1295484.09;1295484.09;0.0;76617.12;76617.12;100.0;0.0591;0.0591;0.0;0.0;0.0;0;3.195;_tv_excluir;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FABIO RODRIGUES BRASIL;FABIO RODRIGUES BRASIL;7;2023.0;2023.0;1;0;1444401.0;1444401.0;1570.52;0.0;1570.52;0.0;0.0011;0.0011;0.0;0.0;0.0;0;2.835;FSA Pontuação Bilheteria e Roteiro — Produtora;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERICA MALKOMES LIRA DE MAGALÃES PERES;ERICA MALKOMES LIRA DE MAGALAES PERES;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERICK RICCO HOELZLE;ERICK RICCO HOELZLE;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOANA PIRES MASCARENHAS RIBEIRO DE OLIVEIRA;JOANA PIRES MASCARENHAS RIBEIRO DE OLIVEIRA;7;2020.0;2020.0;1;0;645980.28;645980.28;11053.28;76617.12;87670.4;87.4;0.1357;0.1357;0.0;0.0;0.0;0;4.2;FSA Pontuação Festivais e Roteiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KAYHAN LANNES OZMEN;KAYHAN LANNES OZMEN;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUILHERME LANGER WROCLAWSKI;GUILHERME LANGER WROCLAWSKI;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAULO ROBERTO VIEIRA RIBEIRO;PAULO ROBERTO VIEIRA RIBEIRO;7;2017.0;2022.0;5;2;4996131.34;6717820.57;0.0;576769.96;576769.96;100.0;0.1154;0.0859;0.0;0.0;0.0;0;4.214;_tv_excluir;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO ELLER DE BARROS FREIRE;RODRIGO ELLER DE BARROS FREIRE;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLERY LEITE DA CUNHA;CLERY LEITE DA CUNHA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RICARDO MASTROROCCO DA SILVA;RICARDO MASTROROCCO DA SILVA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THIAGO ELISEU DE LIMA RICARTE;THIAGO ELISEU DE LIMA RICARTE;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCELO BOTTA RIANI COSTA;MARCELO BOTTA RIANI COSTA;7;2020.0;2023.0;1;2;2565044.13;7335406.12;40038.32;216132.24;256170.56;84.4;0.0999;0.0349;0.0;0.0;0.0;0;;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL MATOS GASPAR;DANIEL MATOS GASPAR;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERICH EICHNER MARIANI;ERICH EICHNER MARIANI;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FERNANDA HEINZ FIGUEIREDO;FERNANDA HEINZ FIGUEIREDO;7;2022.0;2022.0;0;0;0.0;0.0;68248.04;307084.68;375332.72;81.8;;;0.0;0.0;0.0;0;;Renúncia — Art.3/3-A/39;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OCTAVIO JOSE NOGUEIRA BEZERRA CAVALCANTI;OCTAVIO JOSE NOGUEIRA BEZERRA CAVALCANTI;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLARA ISABELLE LINHART;CLARA ISABELLE LINHART;7;2018.0;2023.0;1;2;2370816.0;3235576.77;64252.16;647951.84;712204.0;91.0;0.3004;0.2201;11.31;32.5;16.25;7511;4.1;FSA Pontuação Bilheteria e Roteiro — Distribuidora;;;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STEPHANIE BUENO FREITAS;STEPHANIE BUENO FREITAS;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VITOR JOSE CAMPOS;VITOR JOSE CAMPOS;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANDERSON DOS SANTOS CORREA;ANDERSON DOS SANTOS CORREA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDRO PAULO MENDES E SILVA;PEDRO PAULO MENDES E SILVA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KATHERINA BRIOSCHI TSIRAKIS;KATHERINA BRIOSCHI TSIRAKIS;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MATHEUS DE SOUZA SILVA;MATHEUS DE SOUZA SILVA;7;2022.0;2023.0;1;2;4004010.0;8856638.14;1140535.48;300304.34;1440839.82;20.8;0.3598;0.1627;0.0;0.0;0.0;0;4.7;FSA Automático Bilheteria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KARINA DI CUNTO;KARINA DI CUNTO;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOANA GUTTMAN MARIANI;JOANA GUTTMAN MARIANI;7;2016.0;2022.0;1;4;58011.6;6728638.41;626339.28;919824.58;1546163.86;59.5;26.6527;0.2298;0.92;18.5;4.62;0;3.663;Renúncia — Art.3/3-A/39;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GABRIELA BOERI PACHECO DE CASTRO;GABRIELA BOERI PACHECO DE CASTRO;7;2019.0;2019.0;0;1;0.0;82883.01;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;3.427;Renúncia — Outros Mecanismos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MICHELLINE HELENA DO NASCIMENTO COSTA LIMA;MICHELLINE HELENA DO NASCIMENTO COSTA LIMA;7;2017.0;2023.0;2;0;2564678.42;2564678.42;11729.2;149562.06;161291.26;92.7;0.0629;0.0629;0.0;0.0;0.0;0;3.91;FSA SAV/MINC / Arranjos Regionais;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANDRE PIACENTINI CORREA;ANDRE PIACENTINI CORREA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THIAGO KISTENMACKER ROSA;THIAGO KISTENMACKER ROSA;7;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL DE CASTRO GONCALVES;DANIEL DE CASTRO GONCALVES;6;2018.0;2018.0;1;1;266934.0;963031.0;28408.52;83531.64;111940.16;74.6;0.4194;0.1162;3.7;18.5;18.5;0;3.857;FSA Comercialização / Distribuição;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CARLOS GUSTAVO VITA PINTO E SILVA;CARLOS GUSTAVO VITA PINTO E SILVA;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PETERSON GUSTAVO PAIM;PETERSON GUSTAVO PAIM;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISAEL MAXAKALI;ISAEL MAXAKALI;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WELLINGTON ROGERIO GREVE;WELLINGTON ROGERIO GREVE;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RENE TADA REBELLO DA FONSECA BRASIL;RENE TADA REBELLO DA FONSECA BRASIL;6;2016.0;2016.0;1;0;1178736.52;1178736.52;5248.32;0.0;5248.32;0.0;0.0045;0.0045;0.0;0.0;0.0;0;3.933;FSA Complementação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRUNO ALBERTO ZANIN;BRUNO ALBERTO ZANIN;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JORGE ALEXANDRE FELIPE NETO;JORGE ALEXANDRE FELIPE NETO;6;2020.0;2020.0;1;1;520521.3;1233586.62;0.0;102156.16;102156.16;100.0;0.1963;0.0828;0.0;0.0;0.0;0;3.733;_tv_excluir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MATEUS ALENCAR CARRILHO DE CASTRO;MATEUS ALENCAR CARRILHO DE CASTRO;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MASSIMO FRANCESCO MATTA;MASSIMO FRANCESCO MATTA;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAROLINA DE MELLO JABOR;CAROLINA DE MELLO JABOR;6;2016.0;2018.0;0;2;0.0;8637615.0;554055.6;618855.6;1172911.2;52.8;;0.1358;7.22;25.0;12.5;1055;3.0;Renúncia — Art.3/3-A/39;;;10.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDRO MAIA DE BRITO CAVALCANTI;PEDRO MAIA DE BRITO CAVALCANTI;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUIZ VITOR MORAES DE ALMEIDA BAPTISTA;LUIZ VITOR MORAES DE ALMEIDA BAPTISTA;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FABIANO WICHER;FABIANO WICHER;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUIZ RODOLFO MAGALHAES;LUIZ RODOLFO MAGALHAES;6;2017.0;2018.0;2;0;797677.99;797677.99;0.0;170195.7;170195.7;100.0;0.2134;0.2134;0.0;0.0;0.0;0;;_tv_excluir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARIA LETICIA GONCALVES DE OLIVEIRA;MARIA LETICIA GONCALVES DE OLIVEIRA;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HELENA MARTINHO DA ROCHA;HELENA MARTINHO DA ROCHA;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IZIANE FILGUEIRAS MASCARENHAS;IZIANE FILGUEIRAS MASCARENHAS;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL FERNANDES BACCARO;DANIEL FERNANDES BACCARO;6;2023.0;2023.0;0;0;0.0;0.0;0.0;83864.0;83864.0;100.0;;;0.0;0.0;0.0;0;;sem_categoria;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NAOR ELIMELECH;NAOR ELIMELECH;6;2014.0;2019.0;1;2;1634637.18;7362099.89;0.0;796451.94;796451.94;100.0;0.4872;0.1082;0.0;0.0;0.0;0;4.095;Renúncia — Art.3/3-A/39;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL LIEFF;DANIEL LIEFF;6;2016.0;2020.0;0;6;0.0;54871506.09;3081.4;622057.64;625139.04;99.5;;0.0114;0.0;0.0;0.0;0;;Renúncia — Art.3/3-A/39;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LINDIWE SILVA AGUIAR;LINDIWE SILVA AGUIAR;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATRICIA MOREIRA SANTOS;PATRICIA MOREIRA SANTOS;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANA PAULA CARVALHO DE CASTRO CAETANO;ANA PAULA CARVALHO DE CASTRO CAETANO;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JULIANE DOS SANTOS ROSA;JULIANE DOS SANTOS ROSA;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TATIANA NEVES CAVALCANTI;TATIANA NEVES CAVALCANTI;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATRICIA LOBO FERRAZ DE ANDRADE;PATRICIA LOBO FERRAZ DE ANDRADE;6;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
