diretor;diretor_norm;n_obras_fomento;ano_primeira_obra;ano_ultima_obra;n_obras_fsa;n_obras_renuncia;investimento_fsa_deflac;investimento_total_deflac;bilheteria_deflac;outras_janelas_deflac;receita_total_deflac;pct_receita_sintetica;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_intl_medio;pontuacao_festivais_max;pontuacao_festivais_media;adm_eu_total;critica_media;categoria_principal;genero_diretor;diversidade_regional;cita_n_papers;cita_soma_citacoes;wikidata_id;prestigio_festiv;prestigio_filmes;fest_diretor_norm;fest_n_participacoes_total;fest_n_festivais_especial;fest_n_festivais_aa;fest_n_competicao_principal;fest_n_secao_paralela;fest_n_premios;fest_tem_curta_festival;fest_tem_longa_festival;fest_melhor_nivel;fest_primeiro_festival_ano;fest_ultimo_festival_ano;fest_festivais_lista;fest_n_festivais_distintos;fest_n_cannes;fest_n_berlim;fest_n_veneza;fest_n_oscar;fest_n_sundance;fest_n_rotterdam;fest_n_tiff;fest_n_locarno;fest_n_san_sebastian;fest_n_idfa;fest_n_annecy;fest_n_karlovy_vary
NELSON CANDIDO MOTTA FILHO;NELSON CANDIDO MOTTA FILHO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NELSON FERNANDO ARAUJO DINIZ;NELSON FERNANDO ARAUJO DINIZ;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NELSON FRANCISCO NASCIMENTO NETO;NELSON FRANCISCO NASCIMENTO NETO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NELSON HATEM;NELSON HATEM;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVO ANTONIO GONCALVES FILHO;IVO ANTONIO GONCALVES FILHO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATHALIA VALENTINI LISSA;NATHALIA VALENTINI LISSA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVAN DE SOUZA ATHANAZIO;IVAN DE SOUZA ATHANAZIO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGOR VIEIRA DA ROCHA;IGOR VIEIRA DA ROCHA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ILAINE CRISTINA DE MELO;ILAINE CRISTINA DE MELO;2;2023.0;2023.0;1;0;556877.6;556877.6;0.0;125796.0;125796.0;100.0;0.2259;0.2259;0.0;0.0;0.0;0;;FSA SAV/MINC / Arranjos Regionais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ILANA FELDMAN MARZOCHI;ILANA FELDMAN MARZOCHI;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ILSON ANTONIO BETTIN;ILSON ANTONIO BETTIN;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVAN MENDES SADER;IVAN MENDES SADER;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVAN PEREIRA DE BRITO;IVAN PEREIRA DE BRITO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WILLIAN NOGUEIRA PESENTI;WILLIAN NOGUEIRA PESENTI;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADRIANA FLORA GALANTERNICK;ADRIANA FLORA GALANTERNICK;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGOR SANTOS BASTOS;IGOR SANTOS BASTOS;2;2022.0;2022.0;1;1;2202205.5;2421551.7;187786.48;0.0;187786.48;0.0;0.0853;0.0775;0.0;0.0;0.0;0;3.5;FSA SAV/MINC / Arranjos Regionais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGOR SIMOES ALONSO;IGOR SIMOES ALONSO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVANA CLAUDIA SILVA VERLE;IVANA CLAUDIA SILVA VERLE;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVES ROSENFELD;IVES ROSENFELD;2;2015.0;2015.0;1;1;871321.23;1411867.28;7594.16;442552.32;450146.48;98.3;0.5166;0.3188;0.0;0.0;0.0;0;;FSA Pontuação Bilheteria e Roteiro — Distribuidora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WILLIAM MAYER;WILLIAM MAYER;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WILLIAM SERNAGIOTTO;WILLIAM SERNAGIOTTO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADRIANA AUGUSTA DO NASCIMENTO PAULA;ADRIANA AUGUSTA DO NASCIMENTO PAULA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADILSON MARQUES PEDRO;ADILSON MARQUES PEDRO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVAN CESAR DE ALBUQUERQUE FREITAS;IVAN CESAR DE ALBUQUERQUE FREITAS;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IVAN DE ANGELIS GOMES;IVAN DE ANGELIS GOMES;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DAMASIO DEZIDERIO;DAMASIO DEZIDERIO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATALIA RIBEIRO DIAS;NATALIA RIBEIRO DIAS;2;2022.0;2022.0;0;0;0.0;0.0;47493.32;65803.86;113297.18;58.1;;;0.0;0.0;0.0;0;3.905;sem_categoria;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATALIA TAVARES DE MOURA;NATALIA TAVARES DE MOURA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATALIE MATOS DE MOURA;NATALIE MATOS DE MOURA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATALY MARIA PEREIRA SANTOS;NATALY MARIA PEREIRA SANTOS;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL DA COSTA RODRIGUES;DANIEL DA COSTA RODRIGUES;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL DAVID LINARD DE SOUZA;DANIEL DAVID LINARD DE SOUZA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATANA PAULA DO AMARAL ALVARENGA;NATANA PAULA DO AMARAL ALVARENGA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATASHA BRUSAFERRO RIQUELME ELBAS NERI;NATASHA BRUSAFERRO RIQUELME ELBAS NERI;2;2018.0;2018.0;1;0;433256.02;433256.02;58447.2;83531.64;141978.84;58.8;0.3277;0.3277;0.0;0.0;0.0;0;4.05;_tv_excluir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATHALIA MENDES CASADO DE SOUZA;NATHALIA MENDES CASADO DE SOUZA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATHALIA RODRIGUES;NATHALIA RODRIGUES;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NATHALIA TEIXEIRA GOMES FERREIRA;NATHALIA TEIXEIRA GOMES FERREIRA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISRAEL COIFMAN;ISRAEL COIFMAN;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INGRID GRASSI LIMA DE QUEIROZ;INGRID GRASSI LIMA DE QUEIROZ;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INGRID NOVAK TEODORO;INGRID NOVAK TEODORO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INGRID SACHS KINDI;INGRID SACHS KINDI;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRENE STEFANIA FERNANDES;IRENE STEFANIA FERNANDES;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITALO CRISTOFHER ROCHA VASCONCELOS;ITALO CRISTOFHER ROCHA VASCONCELOS;2;2018.0;2018.0;1;0;114307.73;114307.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;FSA SAV/MINC / Arranjos Regionais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITALO LUCAS MELO;ITALO LUCAS MELO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITALO MARQUES AMARAL;ITALO MARQUES AMARAL;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INACIO RIBEIRO NEVES;INACIO RIBEIRO NEVES;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INARA CAMPOS CHAYAMITI;INARA CAMPOS CHAYAMITI;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IURI BATISTA NOGUEIRA DO NASCIMENTO;IURI BATISTA NOGUEIRA DO NASCIMENTO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADOLFO MOISES SARKIS;ADOLFO MOISES SARKIS;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADONIS BERGGREN COMELATO FILHO;ADONIS BERGGREN COMELATO FILHO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WILSON SOARES GOMES;WILSON SOARES GOMES;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WILTON MAGALHAES COSTA;WILTON MAGALHAES COSTA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADRIANA ARAUJO SANTOS DE ALMEIDA;ADRIANA ARAUJO SANTOS DE ALMEIDA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABRAHIM SENA BAZE;ABRAHIM SENA BAZE;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABEL ROLAND DE JESUS;ABEL ROLAND DE JESUS;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELLA DE OLIVEIRA SUPLINO;ISABELLA DE OLIVEIRA SUPLINO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISAAC MORAIS LEITE DE SOUSA;ISAAC MORAIS LEITE DE SOUSA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABEL FURTADO DE LACERDA;ISABEL FURTADO DE LACERDA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABEL LENZA;ISABEL LENZA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABEL NUNES VALIANTE;ISABEL NUNES VALIANTE;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELLA SANTOS SCOVINO;ISABELLA SANTOS SCOVINO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELLA SILVA PANNAIN;ISABELLA SILVA PANNAIN;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YAN CAPUTO MARTINS;YAN CAPUTO MARTINS;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELLE MACEDO GOMES;ISABELLE MACEDO GOMES;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELLE SANTOS BATISTA;ISABELLE SANTOS BATISTA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRIS SAMANDHI COSTA PEREIRA;IRIS SAMANDHI COSTA PEREIRA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISA FERNANDES DE CARVALHO;ISA FERNANDES DE CARVALHO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISAAC BRUM SOUZA;ISAAC BRUM SOUZA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISADORA SIMEAO CARNEIRO;ISADORA SIMEAO CARNEIRO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAIO ARNIZAUT RISCADO;CAIO ARNIZAUT RISCADO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAQUEL CARDOZO DA SILVA;RAQUEL CARDOZO DA SILVA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAQUEL COURY PIANTINO;RAQUEL COURY PIANTINO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCELO DE NOBREGA;MARCELO DE NOBREGA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCELO DE OLIVEIRA LOPES;MARCELO DE OLIVEIRA LOPES;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCELO DE OLIVEIRA PIMENTA;MARCELO DE OLIVEIRA PIMENTA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZEZE DICAMARGO SOUSA DE OLIVEIRA;ZEZE DICAMARGO SOUSA DE OLIVEIRA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YANTO DOS SANTOS LAITANO;YANTO DOS SANTOS LAITANO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YASMIN GUIMARAES CASTRO FERREIRA;YASMIN GUIMARAES CASTRO FERREIRA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YASMIN QUEIROZ OLIVEIRA;YASMIN QUEIROZ OLIVEIRA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WOLMYR AIMBERE ALCANTARA FILHO;WOLMYR AIMBERE ALCANTARA FILHO;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YAGO LOURENCO LEITE DE SOUZA;YAGO LOURENCO LEITE DE SOUZA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADILSON INACIO MENDES;ADILSON INACIO MENDES;2;2023.0;2023.0;0;0;0.0;0.0;0.0;62898.0;62898.0;100.0;;;0.0;0.0;0.0;0;3.648;Renúncia — Art.3/3-A/39;;;14.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YAN BATISTA DOS SANTOS BADACHU;YAN BATISTA DOS SANTOS BADACHU;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABRAAO DA SILVA OLIVEIRA;ABRAAO DA SILVA OLIVEIRA;2;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABRAHAM MATSCHULAT AGUIAR;ABRAHAM MATSCHULAT AGUIAR;2;2015.0;2015.0;0;1;0.0;174729.71;0.0;94832.64;94832.64;100.0;;0.5427;0.0;0.0;0.0;0;;Renúncia — Outros Mecanismos;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZULEIKA ESTEVES ESCOBAR;ZULEIKA ESTEVES ESCOBAR;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABDON COUTO DE SA CARNEIRO SANTOS;ABDON COUTO DE SA CARNEIRO SANTOS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABELARDO LUSTOSA LIMA;ABELARDO LUSTOSA LIMA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABIGAIL SILVA ALVES DE CASTRO;ABIGAIL SILVA ALVES DE CASTRO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YURI DE LIMA PINTO;YURI DE LIMA PINTO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAUTO SOUZA LIMA NETO;ADAUTO SOUZA LIMA NETO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAUTO OLIVEIRA DO NASCIMENTO;ADAUTO OLIVEIRA DO NASCIMENTO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAMS TEIXEIRA DE CARVALHO;ADAMS TEIXEIRA DE CARVALHO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADALMIR JOSE DA SILVA;ADALMIR JOSE DA SILVA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADALBERTO FLAVIANO PIOTTO;ADALBERTO FLAVIANO PIOTTO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADALBERTO DOS SANTOS CASTRO JUNIOR;ADALBERTO DOS SANTOS CASTRO JUNIOR;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADALBERTO DE PAIVA ROCHA;ADALBERTO DE PAIVA ROCHA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADA LIMA DA SILVEIRA;ADA LIMA DA SILVEIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACASSIA DELIE MENDONCA ALVES;ACASSIA DELIE MENDONCA ALVES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACACIA CRISTINA ARAUJO;ACACIA CRISTINA ARAUJO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YURI CHRISTIAN MINE;YURI CHRISTIAN MINE;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YURI CESAR LIMA CORREA;YURI CESAR LIMA CORREA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YURI ALVES FERNANDES;YURI ALVES FERNANDES;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YURI ALEXSANDER GILBERT DIOGO;YURI ALEXSANDER GILBERT DIOGO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YURI ALEXEI SUSIGAN CORREA TAYAR;YURI ALEXEI SUSIGAN CORREA TAYAR;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA HOFFMANN DUMMER;ISABELA HOFFMANN DUMMER;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA HELUEY MARTINS;ISABELA HELUEY MARTINS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA ESPINDOLA DE FARIAS;ISABELA ESPINDOLA DE FARIAS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA EICHLER LOBO;ISABELA EICHLER LOBO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA DE CARVALHO VECCHI ALZUGUIR;ISABELA DE CARVALHO VECCHI ALZUGUIR;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA CRISTINE DE SOUSA LEITE;ISABELA CRISTINE DE SOUSA LEITE;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA CHAVES CRIBARI;ISABELA CHAVES CRIBARI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA BOSCHIERO;ISABELA BOSCHIERO;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA BOCHONKO PEREIRA;ISABELA BOCHONKO PEREIRA;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA BERNARDINO SULTANI;ISABELA BERNARDINO SULTANI;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABELA AGRELA TELES VERAS;ISABELA AGRELA TELES VERAS;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISABEL VEIGA REZENDE;ISABEL VEIGA REZENDE;1;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
