CPB;titulo;ano;chamada;categoria;investimento_fsa_nominal;investimento_renuncia_art3_nominal;investimento_renuncia_outros_nominal;investimento_fsa_deflac;investimento_renuncia_total_deflac;investimento_total_deflac;bilheteria_nominal;bilheteria_deflac;outras_janelas_nominal;outras_janelas_deflac;receita_total_deflac;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_internacional_0_100;pontuacao_festivais;adm_eu_lumiere;vod_n_plataformas;vod_n_paises;total_paises_alcancados;paises_festivais;paises_lumiere;paises_vod_europa;paises_lista;critica_indice_1_5;critica_fontes;critica_n_fontes;critica_confianca;cita_n_papers;cita_soma_cit;cita_max_cit;cita_venues;prestigio_festiv;wikidata_id_dir;CNPJ_produtora;genero_diretor;diversidade_regional;protagonista_diverso;UF_requerente;tem_diretor_prestigio;imdb_genres;imdb_runtime;prestigio_festivais;n_diretores;investimento_total_nominal;roi_dom_fsa_nominal;roi_dom_total_nominal
B1402825000000;HQ - EDIÇÃO ESPECIAL;2014;;Renúncia — Art.3/3-A/39;0.0;1855449.75;0.0;0.0;3245530.44;3245530.44;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;3.0;0.0;0.0;Cidades, comunidades e território/Cidades comunidades e territórios | Revista Trabalho Necessário | Simbiótica Revista Eletrônica;;;05.840.498/0001-14;;;;;;;;;;1855449.75;;0.0323
B1500247400000;IDADES DA MODA;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;420000;734658.96;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;04.886.670/0001-08;;;;;;;;;;0.0;;
B1402185500000;INVASORES;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;6264.99;9164.68;60000;104951.28;9164.68;0.0;;0.0;0.0;0;0;0;0;;;;;3.89;adoro_critico|adoro_usuario;2;alta;;;;;;;44.154.342/0001-31;;;;;;;;;;0.0;;
B1402299100000;IRMÃO DO JOREL- 1ª TEMPORADA;2014;;Renúncia — Art.3/3-A/39;0.0;5292163.48;0.0;0.0;9256988.85;9256988.85;0.0;0.0;140000;244886.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.551.826/0001-13;;;;;;;;;;5292163.48;;0.0265
B1402233800000;ISOLADOS;2014;;Renúncia — Art.3/3-A/39;0.0;150000.0;100000.0;0.0;437297.0;437297.0;1026386.96;1661610.16;345000;603469.86;1661610.16;0.0;3.7997;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;13.110.657/0001-53;;;;;;;;;;250000.0;;5.4855
B1402107400000;JOGO DE XADREZ;2014;;Renúncia — Outros Mecanismos;0.0;0.0;280000.0;0.0;489772.64;489772.64;6397.88;10357.48;125000;218648.5;10357.48;0.0;0.0211;0.0;0.0;0;0;0;0;;;;;4.4;adoro_usuario;1;baixa;;;;;;;05.865.587/0001-15;;;;;;;;;;280000.0;;0.4693
B1402782000000;JOÃO DO VOO;2014;;Renúncia — Art.3/3-A/39;0.0;230000.0;0.0;0.0;402313.24;402313.24;0.0;0.0;140000;244886.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.245;adoro_critico|adoro_usuario;2;media;;;;;;;27.815.174/0001-69;;;;;;;;;;230000.0;;0.6087
B1402854800000;JOÃO DONATO - A SÉRIE;2014;;sem_categoria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60000;104951.28;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;28.247.971/0001-50;;;;;;;;;;0.0;;
B1402115000000;JULIO SUMIU;2014;;Renúncia — Art.3/3-A/39;0.0;2500049.34;0.0;0.0;4373056.3;4373056.3;2181566.56;3531721.76;425000;743404.9;3531721.76;0.0;0.8076;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;03.360.320/0001-40;;;;;;;;;;2500049.34;;1.0426
B1402243500000;LASCADOS;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;63733.2;103177.2;120000;209902.56;103177.2;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;15.479.865/0001-50;;;;;;;;;;0.0;;
B1402301900000;LILI A EX;2014;;Renúncia — Art.3/3-A/39;0.0;620000.0;0.0;0.0;1084496.56;1084496.56;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;02.525.725/0001-29;;;;;;;;;;620000.0;;0.0968
B1402246200000;LOWRIDER BRASIL;2014;;Renúncia — Art.3/3-A/39;0.0;1702691.65;0.0;0.0;2978327.8;2978327.8;0.0;0.0;120000;209902.56;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;16.729.130/0001-08;;;;;;;;;;1702691.65;;0.0705
B1402543500000;MADE IN CHINA;2014;;Renúncia — Art.3/3-A/39;0.0;3000000.0;1602538.0;0.0;8050704.24;8050704.24;4633556.09;7501002.32;145000;253632.26;7501002.32;0.0;0.9317;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;04.453.786/0001-53;;;;;;;;;;4602538.0;;1.0382
B1500544400000;MANUAL PRÁTICO DA MELHOR IDADE;2014;;Renúncia — Art.3/3-A/39;0.0;720000.0;0.0;0.0;1259415.36;1259415.36;0.0;0.0;140000;244886.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.657;adoro_critico;1;media;0.0;;;;;;08.304.465/0001-48;;;;;;;;;;720000.0;;0.1944
B1600012600000;MAR ME QUER;2014;;Renúncia — Outros Mecanismos;0.0;0.0;465208.0;0.0;813736.25;813736.25;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;07.966.825/0001-04;;;;;;;;;;465208.0;;0.129
B1402208400000;MARACANÃ - TEMPLO DAS EMOÇÕES;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120000;209902.56;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;74.107.475/0001-18;;;;;;;;;;0.0;;
B1402261200000;MENINOS DA VILA - A MAGIA DO SANTOS;2014;;Renúncia — Outros Mecanismos;0.0;0.0;400000.0;0.0;699675.2;699675.2;429.8;695.8;5000;8745.94;695.8;0.0;0.001;0.0;0.0;0;0;0;0;;;;;3.965;adoro_critico|adoro_usuario;2;alta;;;;;;;01.613.170/0001-04;;;;;;;;;;400000.0;;0.0136
B1402236600000;MEU AMIGÃOZÃO - SEGUNDA TEMPORADA;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;1750000.0;0.0;3061079.0;3061079.0;0.0;0.0;200000;349837.6;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;02.683.477/0001-44;;;;;;;;;;1750000.0;;0.1143
B1500437700000;MEU PASSADO ME CONDENA 2;2014;;Renúncia — Art.3/3-A/39;0.0;2750000.0;275000.0;0.0;5291293.7;5291293.7;36626096.43;53578130.76;205000;358583.54;53578130.76;0.0;10.1257;0.0;0.0;0;0;0;0;;;;;3.7;adoro_usuario;1;baixa;;;;;;;04.551.480/0001-30;;;;;;;;;;3025000.0;;12.1756
B1402280700000;MEUS DIAS DE ROCK;2014;;Renúncia — Outros Mecanismos;0.0;0.0;1798000.0;0.0;3145040.02;3145040.02;0.0;0.0;280000;489772.64;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.088;adoro_critico|adoro_usuario;2;media;0.0;;;;;;07.125.823/0001-92;;;;;;;;;;1798000.0;;0.1557
B1402769800000;MISSÃO EXTREMA COM KARINA OLIANI;2014;;Renúncia — Art.3/3-A/39;0.0;2158311.65;0.0;0.0;3775292.84;3775292.84;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;1.0;0.0;0.0;;;;07.477.471/0001-34;;;;;;;;;;2158311.65;;0.0278
B1500070300000;MMA EM FAMÍLIA;2014;;Renúncia — Art.3/3-A/39;0.0;294000.0;0.0;0.0;514261.27;514261.27;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.656;adoro_critico;1;alta;;;;;;;10.358.078/0001-36;;;;;;;;;;294000.0;;0.2041
B1402453900000;MOTEL;2014;;Renúncia — Art.3/3-A/39;0.0;3844076.39;0.0;0.0;6724012.29;6724012.29;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.295;adoro_critico|adoro_usuario;2;alta;2.0;0.0;0.0;Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT);;;07.533.507/0001-50;;;;;;;;;;3844076.39;;0.0156
B1402825200000;MULHERES NO PODER;2014;;Renúncia — Outros Mecanismos;0.0;0.0;779688.0;0.0;1363820.89;1363820.89;108967.26;155501.36;340000;594723.92;155501.36;0.0;0.114;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;04.486.752/0001-65;;;;;;;;;;779688.0;;0.5758
B1402254000000;MY NAME IS NOW, ELZA SOARES;2014;;Renúncia — Outros Mecanismos;0.0;0.0;901808.0;0.0;1577431.73;1577431.73;42653.44;56379.68;125000;218648.5;56379.68;0.0;0.0357;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;10.957.732/0001-28;;;;;;;;;;901808.0;;0.1859
B1402633500000;MÁRIO LAGO HOMEM DO SÉCULO XX;2014;;Renúncia — Art.3/3-A/39;0.0;134999.99;0.0;0.0;236140.36;236140.36;0.0;0.0;120000;209902.56;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;05.426.800/0001-92;;;;;;;;;;134999.99;;0.8889
B1500101700000;MÚSICA.DOC - 2ª TEMPORADA;2014;;Renúncia — Art.3/3-A/39;0.0;1075001.4;0.0;0.0;1880379.55;1880379.55;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.05;adoro_critico|adoro_usuario;2;alta;5.0;1.0;1.0;Imagofagia: revista de la Asociación Argentina de Estudios de Cine y Audiovisual | Alphaville Journal of Film and Screen Media | Sessões do Imaginário;;;10.645.895/0001-75;;;;;;;;;;1075001.4;;0.0558
B1402380600000;NA QUEBRADA;2014;;Renúncia — Art.3/3-A/39;0.0;550000.0;400000.0;0.0;1661728.6;1661728.6;3150282.36;5095124.72;205000;358583.54;5095124.72;0.0;3.0662;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;06.945.371/0001-22;;;;;;;;;;950000.0;;3.5319
B1402438200000;NASCIDOS PARA LUTAR - GLOVER TEIXEIRA;2014;;Renúncia — Art.3/3-A/39;0.0;510404.12;0.0;0.0;892792.76;892792.76;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;05.638.479/0001-00;;;;;;;;;;510404.12;;0.1176
B1402512500000;NASCIDOS PARA LUTAR - LYOTO MACHIDA;2014;;Renúncia — Art.3/3-A/39;0.0;488696.34;0.0;0.0;854821.77;854821.77;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;05.638.479/0001-00;;;;;;;;;;488696.34;;0.1228
B1500257400000;NERVOS DE AÇO;2014;;Renúncia — Outros Mecanismos;0.0;0.0;555000.0;0.0;970799.34;970799.34;1790.7;2524.76;280000;489772.64;2524.76;0.0;0.0026;0.0;0.0;0;0;0;0;;;;;4.259;adoro_critico|adoro_usuario;2;media;;;;;;;31.447.584/0001-71;;;;;;;;;;555000.0;;0.5077
B1402186500000;NÃO TÁ FÁCIL PARA NINGUÉM;2014;;Renúncia — Art.3/3-A/39;0.0;650000.0;0.0;0.0;1136972.2;1136972.2;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;12.375.637/0001-41;;;;;;;;;;650000.0;;0.0923
B1500270700000;O BRASIL VISTO DO CÉU;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80000;139935.04;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;4.343;adoro_critico|adoro_usuario;2;media;;;;;;;01.378.559/0001-12;;;;;;;;;;0.0;;
B1402260600000;O CANDIDATO HONESTO;2014;;Renúncia — Art.3/3-A/39;0.0;3000000.0;1655000.0;0.0;8142470.14;8142470.14;27935387.94;45223461.36;205000;358583.54;45223461.36;0.0;5.554;0.0;0.0;0;0;0;0;;;;;3.1;adoro_usuario;1;baixa;;;;;;;03.987.306/0002-52;;;;;;;;;;4655000.0;;6.0452
B1402192100000;O CASAMENTO DE GORETE;2014;;Renúncia — Art.3/3-A/39;0.0;463356.73;1050000.0;0.0;2647145.43;2647145.43;1146641.81;1854943.16;125000;218648.5;1854943.16;0.0;0.7007;0.0;0.0;0;0;0;0;;;;;2.3;adoro_usuario;1;baixa;;;;;;;05.776.048/0001-00;;;;;;;;;;1513356.73;;0.8403
B1402189800000;O CINEMA ANIMADO;2014;;Renúncia — Outros Mecanismos;0.0;0.0;499931.1;0.0;874473.48;874473.48;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.268;adoro_critico|adoro_usuario;2;media;0.0;;;;;;02.231.569/0001-93;;;;;;;;;;499931.1;;0.12
B1500143900000;O DIÁRIO DE MIKA;2014;;Renúncia — Outros Mecanismos;0.0;0.0;1220000.0;0.0;2134009.36;2134009.36;0.0;0.0;365000;638453.62;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.271;adoro_critico;1;media;0.0;;;;;;11.899.615/0001-18;;;;;;;;;;1220000.0;;0.2992
B1402235800000;O GIGANTESCO IMÃ;2014;;Renúncia — Outros Mecanismos;0.0;0.0;31000.0;0.0;54224.83;54224.83;5301.6;7474.88;120000;209902.56;7474.88;0.0;0.1378;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;07.947.109/0001-80;;;;;;;;;;31000.0;;4.042
B1500036000000;O HOMEM DA SUA VIDA;2014;;Renúncia — Art.3/3-A/39;0.0;6892922.69;0.0;0.0;12057017.65;12057017.65;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.2;adoro_usuario;1;baixa;20.0;4.0;2.0;Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual | Zenodo (CERN European Organization for Nuclear Research) | Resgate Revista Interdisciplinar de Cultura;Oscar;Q1162308;01.378.559/0001-12;;;;;;;;;;6892922.69;;0.0087
B1402250100000;O REI DE UMA NOTA SÓ E A BORBOLETA AZUL;2014;;Renúncia — Outros Mecanismos;0.0;0.0;113000.0;0.0;197658.24;197658.24;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.9;adoro_usuario;1;baixa;0.0;;;;;;01.137.954/0001-03;;;;;;;;;;113000.0;;0.0
B1500272800000;O RIO POR ELES - O RIO DE JANEIRO QUE OS BRASILEIROS NUNCA VIRAM NA TELA;2014;;Renúncia — Art.3/3-A/39;0.0;1861576.26;0.0;0.0;3256246.86;3256246.86;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.252;adoro_critico|adoro_usuario;2;alta;2.0;0.0;0.0;Carnets | Directory of Open access Books (OAPEN Foundation);;;03.279.751/0001-87;;;;;;;;;;1861576.26;;0.0
B1402845900000;O SAMURAI BRASILEIRO - A HISTÓRIA DE CHIAKI ISHII;2014;;Renúncia — Art.3/3-A/39;0.0;230000.0;0.0;0.0;402313.24;402313.24;0.0;0.0;140000;244886.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.185;adoro_critico|adoro_usuario;2;media;0.0;;;;;;10.459.299/0001-09;;;;;;;;;;230000.0;;0.6087
B1402245600000;O SEGREDO DOS DIAMANTES;2014;;Renúncia — Outros Mecanismos;0.0;0.0;3502900.0;0.0;6127230.65;6127230.65;106388.85;164328.08;205000;358583.54;164328.08;0.0;0.0268;0.0;0.0;0;0;0;0;;;;;4.068;adoro_critico|adoro_usuario;2;media;;;;;;;22.331.409/0001-23;;;;;;;;;;3502900.0;;0.0889
B1500492300000;O SHOW DA LUNA! SEGUNDA TEMPORADA;2014;;Renúncia — Art.3/3-A/39;0.0;1808652.0;100000.0;0.0;3338591.17;3338591.17;0.0;0.0;140000;244886.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;01.161.933/0001-23;;;;;;;;;;1908652.0;;0.0734
B1500296400000;O SHOW DA RECICLAGEM;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;PESSOA FÍSICA;;;;;;;;;;0.0;;
B1600500300000;O SILÊNCIO DO CÉU;2014;;Renúncia — Outros Mecanismos;0.0;0.0;612209.19;0.0;1070868.97;1070868.97;155985.0;219793.28;340000;594723.92;219793.28;0.0;0.2052;0.0;0.0;0;0;0;0;;;;;4.1;adoro_usuario;1;baixa;;;;;;;05.387.293/0001-25;;;;;;;;;;612209.19;;0.8102
B1402503800000;O VERÃO DA LATA;2014;;Renúncia — Art.3/3-A/39;0.0;230000.0;4000.0;0.0;409309.99;409309.99;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.1;adoro_usuario;1;baixa;0.0;;;;;;10.305.776/0001-73;;;;;;;;;;234000.0;;0.2564
B1402197800000;O ÚLTIMO CINE DRIVE-IN;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;180317.95;262535.28;200000;349837.6;262535.28;0.0;;0.0;0.0;0;0;0;0;;;;;4.2;adoro_usuario;1;baixa;;;;;;;08.847.593/0001-38;;;;;;;;;;0.0;;
B1500897000000;O ÚLTIMO VIRGEM;2014;;Renúncia — Art.3/3-A/39;0.0;200000.0;400000.0;0.0;1049512.8;1049512.8;1808119.8;2549311.8;120000;209902.56;2549311.8;0.0;2.429;0.0;0.0;0;0;0;0;;;;;2.6;adoro_usuario;1;baixa;0.0;;;;;;13.538.544/0001-53;;;;;;;;;;600000.0;;3.2135
B1500018100000;ONÇA PINTADA, MAIS PERTO DO QUE SE PODE IMAGINAR;2014;;Renúncia — Outros Mecanismos;0.0;0.0;1199995.98;0.0;2099018.57;2099018.57;0.0;0.0;140000;244886.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.0;adoro_usuario;1;baixa;;;;;;;13.066.775/0001-01;;;;;;;;;;1199995.98;;0.1167
B1402271000000;OS CARAS DE PAU;2014;;Renúncia — Art.3/3-A/39;0.0;3000000.0;191500.0;0.0;5582533.5;5582533.5;25109044.92;37988890.8;205000;358583.54;37988890.8;0.0;6.805;0.0;0.0;0;0;0;0;;;;;2.4;adoro_usuario;1;baixa;7.0;0.0;0.0;LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Reciis | Revista FAMECOS;;;09.558.964/0001-24;;;;;;;;;;3191500.0;;7.9317
B1600591900000;OS ENIGMAS DOS DESAPARECIDOS;2014;;Renúncia — Outros Mecanismos;0.0;0.0;17900.0;0.0;31310.47;31310.47;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.771;adoro_critico;1;alta;;;;;;;10.922.699/0001-09;;;;;;;;;;17900.0;;0.0
B1402391300000;OS INIMIGOS DA DOR;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;3948.0;5566.4;0;0.0;5566.4;0.0;;3.1;15.5;0;0;0;0;;;;;3.862;adoro_critico|adoro_usuario;2;media;;;;;;;06.137.016/0001-27;;;;;;;;;;0.0;;
B1500867200000;OS RESISTENTES;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280000;489772.64;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;05.163.327/0001-06;;;;;;;;;;0.0;;
B1402408400000;OURO, SUOR E LÁGRIMAS;2014;;Renúncia — Outros Mecanismos;0.0;0.0;500000.0;0.0;874594.0;874594.0;23089.41;33776.12;120000;209902.56;33776.12;0.0;0.0386;0.0;0.0;0;0;0;0;;;;;3.962;adoro_critico|adoro_usuario;2;alta;;;;;;;32.267.676/0001-32;;;;;;;;;;500000.0;;0.2862
B1600201700000;PAPÉIS DE ADÉLIA;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80000;139935.04;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;PESSOA FÍSICA;;;;;;;;;;0.0;;
B1500339400000;PEQUENO DICIONÁRIO AMOROSO 2;2014;;Renúncia — Art.3/3-A/39;0.0;2320000.0;1850000.0;0.0;7294113.96;7294113.96;226164.78;330842.96;205000;358583.54;330842.96;0.0;0.0454;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;Sundance;Q10367583;40.447.906/0001-73;;;;;;;;;;4170000.0;;0.1034
B1600137900000;PLANO DE NEGÓCIOS;2014;;Renúncia — Outros Mecanismos;0.0;0.0;400000.0;0.0;699675.2;699675.2;0.0;0.0;140000;244886.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.13;adoro_critico|adoro_usuario;2;media;1.0;0.0;0.0;O Mosaico;;;11.562.441/0001-01;;;;;;;;;;400000.0;;0.35
B1402297300000;PLÍNIO MARCOS NAS QUEBRADAS DO MUNDARÉU;2014;;Renúncia — Outros Mecanismos;0.0;0.0;599480.55;0.0;1048604.18;1048604.18;0.0;0.0;120000;209902.56;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;02.758.386/0001-20;;;;;;;;;;599480.55;;0.2002
B1500138300000;PONTE AÉREA;2014;;Renúncia — Art.3/3-A/39;0.0;2326600.69;0.0;0.0;4069662.01;4069662.01;473176.62;692181.84;205000;358583.54;692181.84;0.0;0.1701;0.0;0.0;0;0;0;0;;;;;3.9;adoro_usuario;1;baixa;;;;;;;42.473.256/0001-66;;;;;;;;;;2326600.69;;0.2915
B1600730100000;POR TRÁS DO CÉU;2014;;Renúncia — Art.3/3-A/39;0.0;48000.0;400000.0;0.0;783636.22;783636.22;22065.0;29243.48;420000;734658.96;29243.48;0.0;0.0373;0.0;0.0;0;0;0;0;;;;;4.02;adoro_critico|adoro_usuario;2;media;0.0;;;;;;51.264.273/0001-84;;;;;;;;;;448000.0;;0.9868
B1402301300000;POR UM PUNHADO DE DÓLARES - OS NOVOS EMIGRADOS;2014;;Renúncia — Outros Mecanismos;0.0;0.0;300000.0;0.0;524756.4;524756.4;4547.7;6083.28;140000;244886.32;6083.28;0.0;0.0116;0.0;0.0;0;0;0;0;;;;;4.345;adoro_critico|adoro_usuario;2;alta;;;;;;;31.553.936/0001-73;;;;;;;;;;300000.0;;0.4818
B1402090700000;PROMESSAS DO FUTEBOL;2014;;Renúncia — Art.3/3-A/39;0.0;989984.23;0.0;0.0;1731668.54;1731668.54;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;03.360.320/0001-40;;;;;;;;;;989984.23;;0.0606
B1500296100000;QUE TALENTO! SEGUNDA TEMPORADA;2014;;Renúncia — Art.3/3-A/39;0.0;3000000.0;0.0;0.0;5247564.0;5247564.0;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;67.414.508/0001-07;;;;;;;;;;3000000.0;;0.02
B1402719200000;REAL BELEZA;2014;;Renúncia — Art.3/3-A/39;0.0;600000.0;1500000.0;0.0;3673294.8;3673294.8;152303.13;222795.16;200000;349837.6;222795.16;0.0;0.0607;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;94.625.829/0001-23;;;;;;;;;;2100000.0;;0.1678
B1402158000000;RESISTIR É PRECISO;2014;;Renúncia — Outros Mecanismos;0.0;0.0;1140000.0;0.0;1994074.32;1994074.32;0.0;0.0;140000;244886.32;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;04.344.932/0001-02;;;;;;;;;;1140000.0;;0.1228
B1402237600000;RONDON - O GRANDE CHEFE;2014;;Renúncia — Outros Mecanismos;0.0;0.0;2270000.0;0.0;3970656.76;3970656.76;0.0;0.0;120000;209902.56;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.343;adoro_critico|adoro_usuario;2;media;;;;;;;06.058.551/0001-92;;;;;;;;;;2270000.0;;0.0529
B1500166700000;SABOTAGE: O MAESTRO DO CANÃO;2014;;Renúncia — Outros Mecanismos;0.0;0.0;310000.0;0.0;542248.28;542248.28;0.0;0.0;420000;734658.96;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.734;adoro_critico|adoro_usuario;2;alta;;;;;;;06.013.078/0001-27;;;;;;;;;;310000.0;;1.3548
B1500683800000;SAÚDE S.A.;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;4.6;adoro_usuario;1;baixa;4.0;0.0;0.0;Dialnet (Universidad de la Rioja) | SHILAP Revista de lepidopterología | Revista Tempos e Espaços em Educação;;;00.659.237/0001-89;;;;;;;;;;0.0;;
B1500478900000;SE EU FOSSE VOCÊ: A SÉRIE - 2ª TEMPORADA;2014;;Renúncia — Art.3/3-A/39;0.0;3000000.0;1298172.32;0.0;7518311.44;7518311.44;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;3.895;adoro_critico|adoro_usuario;2;alta;;;;;;;02.863.008/0001-07;;;;;;;;;;4298172.32;;0.014
B1402173200000;SEM PENA;2014;;Renúncia — Outros Mecanismos;0.0;0.0;755000.0;0.0;1320636.94;1320636.94;91580.34;147787.92;185000;323599.78;147787.92;0.0;0.1119;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;00.205.194/0001-61;;;;;;;;;;755000.0;;0.3663
B1402182800000;SEPULTURA;2014;;Renúncia — Art.3/3-A/39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60000;104951.28;0.0;0.0;;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;10.445.307/0001-50;;;;;;;;;;0.0;;
B1500037300000;SHOW DO KIBE;2014;;Renúncia — Art.3/3-A/39;0.0;1200000.05;0.0;0.0;2099025.69;2099025.69;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.5;adoro_usuario;1;baixa;;;;;;;08.371.400/0001-15;;;;;;;;;;1200000.05;;0.05
B1402278100000;SOS PÉ NA BUNDA;2014;;Renúncia — Outros Mecanismos;0.0;0.0;700000.0;0.0;1224431.6;1224431.6;0.0;0.0;60000;104951.28;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;1.0;0.0;0.0;University of Toronto Quarterly;;;06.967.225/0001-06;;;;;;;;;;700000.0;;0.0857
