cpb;titulo;ano;categoria;segmento_destinacao_inicial;investimento_total_deflac
B1402782000000;JOÃO DO VOO;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);402313.24
B1402301900000;LILI A EX;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;1084496.56
B1402246200000;LOWRIDER BRASIL;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;2978327.8
B1500544400000;MANUAL PRÁTICO DA MELHOR IDADE;2014;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1259415.36
B1402208400000;MARACANÃ - TEMPLO DAS EMOÇÕES;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;0.0
B1402236600000;MEU AMIGÃOZÃO - SEGUNDA TEMPORADA;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;3061079.0
B1402280700000;MEUS DIAS DE ROCK;2014;Renúncia — Outros Mecanismos;INDEFINIDO;3145040.02
B1402769800000;MISSÃO EXTREMA COM KARINA OLIANI;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3775292.84
B1500070300000;MMA EM FAMÍLIA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);514261.27
B1402453900000;MOTEL;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);6724012.29
B1402633500000;MÁRIO LAGO HOMEM DO SÉCULO XX;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);236140.36
B1500101700000;MÚSICA.DOC - 2ª TEMPORADA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1880379.55
B1402438200000;NASCIDOS PARA LUTAR - GLOVER TEIXEIRA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);892792.76
B1402512500000;NASCIDOS PARA LUTAR - LYOTO MACHIDA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);854821.77
B1402186500000;NÃO TÁ FÁCIL PARA NINGUÉM;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;1136972.2
B1500270700000;O BRASIL VISTO DO CÉU;2014;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);0.0
B1402189800000;O CINEMA ANIMADO;2014;Renúncia — Outros Mecanismos;INDEFINIDO;874473.48
B1500143900000;O DIÁRIO DE MIKA;2014;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2134009.36
B1500036000000;O HOMEM DA SUA VIDA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);12057017.65
B1402250100000;O REI DE UMA NOTA SÓ E A BORBOLETA AZUL;2014;Renúncia — Outros Mecanismos;INDEFINIDO;197658.24
B1500272800000;O RIO POR ELES - O RIO DE JANEIRO QUE OS BRASILEIROS NUNCA VIRAM NA TELA;2014;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);3256246.86
B1402845900000;O SAMURAI BRASILEIRO - A HISTÓRIA DE CHIAKI ISHII;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);402313.24
B1500492300000;O SHOW DA LUNA! SEGUNDA TEMPORADA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3338591.17
B1500296400000;O SHOW DA RECICLAGEM;2014;Renúncia — Art.3/3-A/39;NENHUMA DAS OPÇÕES;0.0
B1402503800000;O VERÃO DA LATA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);409309.99
B1500018100000;ONÇA PINTADA, MAIS PERTO DO QUE SE PODE IMAGINAR;2014;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2099018.57
B1500867200000;OS RESISTENTES;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600201700000;PAPÉIS DE ADÉLIA;2014;Renúncia — Art.3/3-A/39;OUTROS MERCADOS;0.0
B1600137900000;PLANO DE NEGÓCIOS;2014;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);699675.2
B1402090700000;PROMESSAS DO FUTEBOL;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;1731668.54
B1500296100000;QUE TALENTO! SEGUNDA TEMPORADA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);5247564.0
B1402158000000;RESISTIR É PRECISO;2014;Renúncia — Outros Mecanismos;INDEFINIDO;1994074.32
B1402237600000;RONDON - O GRANDE CHEFE;2014;Renúncia — Outros Mecanismos;INDEFINIDO;3970656.76
B1500478900000;SE EU FOSSE VOCÊ: A SÉRIE - 2ª TEMPORADA;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);7518311.44
B1402182800000;SEPULTURA;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;0.0
B1500037300000;SHOW DO KIBE;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2099025.69
B1402278100000;SOS PÉ NA BUNDA;2014;Renúncia — Outros Mecanismos;INDEFINIDO;1224431.6
B1402822600000;TRABALHO DURO;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3623861.82
B1402189700000;TRIUNFO;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;550650.73
B1500017300000;UM CONTRA TODOS;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);874594.0
B1402193800000;UMA GÔNDOLA PARA NOVA VENEZA;2014;Renúncia — Outros Mecanismos;INDEFINIDO;151270.13
B1402161300000;VERMELHO BRASIL - SÉRIE;2014;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);7413866.06
B1402176800000;VÁRZEA F.C.;2014;Renúncia — Art.3/3-A/39;INDEFINIDO;2454140.5
B1500198100000;ÁGUAS DO BRASIL;2014;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);348582.59
B1600109500000;A CIDADE NÃO PARA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);485227.01
B1500681300000;A ESTILISTA;2015;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);584801.28
B1600180400000;A SAGA DA ALMA DE UM POETA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);14793.39
B1500630200000;A VAGA - 2ª TEMPORADA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4519455.5
B1600472600000;AGUÁPOLIS;2015;Renúncia — Outros Mecanismos;OUTROS MERCADOS;174729.71
B1600310800000;ANJOS DA ESTRADA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3426843.42
B1600464000000;AO SOM DO CHAMAMÉ;2015;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);284497.92
B1500659200000;ARACATI LONGA-METRAGEM;2015;Renúncia — Art.3/3-A/39;NENHUMA DAS OPÇÕES;487992.96
B1500809300000;ATOL DAS ROCAS - RESERVA MARINHA;2015;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);237081.6
B1500595400000;ATÉ QUE A MORTE NOS SEPARE - 2A TEMPORADA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1469905.92
B1500704800000;BRASIL 2050 - 2ª TEMPORADA;2015;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1659571.2
B1500584100000;BRASIL X BRASIL;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600115500000;CHICO SCIENCE, UM CARANGUEJO ELÉTRICO;2015;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);790272.0
B1500863000000;CLUBVERSÃO 2;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2668985.15
B1500583400000;COMER BEM, QUE MAL TEM?;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1933368.79
B1500922400000;CONSELHO TUTELAR - 2A TEMPORADA;2015;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);3555693.59
B1500406100000;CÃES HERÓIS;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2877115.09
B1500657300000;DESTINO SALVADOR;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);8698765.81
B1500877500000;DEU MATCH!;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1309185.11
B1500637800000;DISTRITO CULTURAL;2015;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);792800.87
B1500777200000;DO MEU JEITO;2015;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);323974.77
B1600445900000;DRAMA DA PAIXÃO - UM DOCUMENTÁRIO;2015;Renúncia — Outros Mecanismos;OUTROS MERCADOS - VÍDEO POR DEMANDA;87372.47
B1500903800000;ECONOMIA BRASILEIRA - A HISTÓRIA CONTADA POR QUEM A FEZ.;2015;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2117928.96
B1500785100000;ESTÚDIO 360;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2370816.0
B1500572600000;GABY ESTRELLA - 3A TEMPORADA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600249600000;GARAGEM HOT ROD;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4333086.19
B1600327100000;GIGANTES DO BRASIL;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4655890.65
B1600069800000;GLITTER MODEL;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4003766.08
B1500253700000;GRU-PDX;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1700149000000;INCERTEZAS CRÍTICAS - 2ª TEMPORADA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600348400000;INSPIRA.MOV BRASIL;2015;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1106380.8
B1600057400000;LABORATÓRIO DA LUTA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3662145.42
B1500742600000;NASCIDOS PARA O COMBATE;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2370816.0
B1600047300000;NÃO ESTÁVAMOS ALI PARA FAZER AMIGOS;2015;Renúncia — Outros Mecanismos;OUTROS MERCADOS;442552.32
B1600315200000;OLIMPÍADAS DOSE DUPLA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);538787.63
B1500584900000;OS UNDER UNDERGROUNDS - EPISÓDIO PILOTO;2015;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);0.0
B1500837300000;PAIXÃO, SUOR E GRAXA - OS PIONEIROS DO AUTOMOBILISMO BRASILEIRO;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);173859.84
B1500707100000;PIRACAIA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600745100000;PRIMEIRO BAILARINO;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1261274.11
B1500903400000;PUNHAL;2015;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);484436.74
B1500275600000;QUINZE - A FESTA DOS SONHOS;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);710528.81
B1800002400000;RAONI;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);331123.97
B1500339000000;REPÚBLICA DO STAND UP 2015;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1000760.95
B1600131300000;SANGUE NOS OLHOS;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1696510.55
B1500743200000;SAÚDE À VONTADE;2015;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2760072.38
B1500765400000;SAÚDE À VONTADE - VERSÃO REDUZIDA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1500264500000;SITIO DO PICAPAU AMARELO - TERCEIRA TEMPORADA;2015;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);7902720.0
B1600326400000;SOUND-À-PORTER;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);858686.67
B1600006200000;TALENTOS A MAIS;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);735129.55
B1500726100000;TOP 5 RICHARD RASMUSSEN - 2ª TEMPORADA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1480161.47
B1600203900000;UM CONTRA TODOS;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);790272.0
B1500653700000;VIVER PARA LUTAR - JIU JITSU E VIVER PARA LUTAR - BOXE;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);916254.0
B1500797500000;ZÉ DO CAIXÃO;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3435048.43
B1500489100000;ÁGUIAS DA CIDADE - TERCEIRA TEMPORADA;2015;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4147847.51
B1600534500000;#MECHAMADEBRUNA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);7561448.01
B1600364000000;A LUTA DE UM HOMEM SÓ;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);337770.09
B1600765300000;A OLIMPÍADA PASSOU POR AQUI;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1710062.65
B1600466400000;A VAGA: EPISÓDIO ESPECIAL;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);423799.44
B1600744600000;ACONTECE LÁ EM CASA. VIVENDO MELHOR EM FAMÍLIA;2016;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1412586.1
B1600098700000;ALMANAQUE DOS ESPORTES - 2A TEMPORADA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1200017.88
B1600759000000;AMOR AO QUADRADO;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);459189.0
B1700013200000;AS AVENTURAS DE MARIGOTA;2016;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1010895.36
B1600585300000;AS INCRÍVEIS ARTIMANHAS DA NUVEM CIGANA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600459300000;BAIA DOS PESADELOS;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);446103.3
B1600780800000;BODE DE NATAL;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);371752.75
B1700473700000;BORIS E RUFUS;2016;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1561361.55
B1600368200000;BUCK, O MONSTRO DA LAGOA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);342012.53
B1600203800000;CARAVANA NO AR;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1801976.67
B1800203300000;CARLOS SEGUNDA TEMPORADA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1700204300000;CARNAVAL EM LÁ MENOR;2016;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);163571.21
B1600613000000;CAROL LEVY CONTAROLANDO - SEGUNDA TEMPORADA;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);966557.15
B1700025900000;CHOQUE TÉRMICO;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1779743.09
B1600649600000;CINE ROOFTOP;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1065339.25
B1600595900000;CLASSICOMANIACO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1489335.5
B1600710400000;CÍRCULOS;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600530400000;DESAFIO CELEBRIDADES;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);8008972.96
B1700457200000;DESAPARECIDOS - 2ª TEMPORADA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);994989.08
B1900454100000;DISTRITO CULTURAL - QUINTA TEMPORADA;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1185683.12
B1600651700000;DISTRITO CULTURAL - SEGUNDA TEMPORADA;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);817856.05
B1600534700000;DO OUTRO LADO - A CONQUISTA DE MATHEUS RHEINE;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);365879.06
B1600308400000;DORINA - OLHAR PARA O MUNDO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);840161.22
B1800134700000;DÚDÚ E O LÁPIS COR DA PELE;2016;Renúncia — Outros Mecanismos;OUTROS MERCADOS;118960.88
B1600616400000;EMERGÊNCIA PET;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3122747.38
B1600501200000;EU ME MOVO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1040907.7
B1700164400000;FAMILIA SCHURMANN - EXPEDIÇÃO ORIENTE;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);7213074.18
B1600690500000;FORA DO ARMÁRIO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1757335.47
B1700156400000;GRIOT: DO LADO DE LÁ E CÁ DO ATLÂNTICO;2016;Renúncia — Art.3/3-A/39;VIDEO DOMÉSTICO;0.0
B1600439500000;HOLOCAUSTO BRASILEIRO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1040897.66
B1700036300000;INVENÇÕES DA ALMA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600599000000;IRMÃO DO JOREL- 2ª TEMPORADA;2016;Renúncia — Art.3/3-A/39;VIDEO DOMÉSTICO;7869505.31
B1600217000000;JOGOS DO MUNDO;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);3330904.64
B1700261700000;JUACAS;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3167957.1
B1600114000000;LILI, A EX - 2ª TEMPORADA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);7155496.93
B1600719300000;LUCIA MCCARTNEY;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2856548.13
B1600791500000;LUTANDO PARA VENCER;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);148701.1
B1700087800000;MANUAL PARA SE DEFENDER DE ALIENS, NINJAS E ZUMBIS;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2676619.8
B1600445600000;MENINAS DE OURO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1441716.64
B1600728000000;MINHA ESTUPIDEZ;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3016723.01
B1800385900000;MISSÕES DE VIDA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2962068.19
B1700053800000;MODA-O-RAMA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);729886.49
B1600476300000;MÁXIMO & CONFÚCIO;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);0.0
B1600066700000;MÃOS DE URSO;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);817856.05
B1600785400000;NA FITA;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);296658.69
B1700148100000;NA TRILHA DA ENERGIA 2;2016;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2316537.11
B1600500100000;O BRASIL POR ELES - O OLHAR DO MUNDO PARA O ESPORTE BRASILEIRO;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);3612001.51
B1600138900000;O CANGACEIRO - A SÉRIE;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3844267.08
B1700566900000;O DIA EM QUE NOS TORNAMOS TERRORISTAS;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);4461033.0
B1700217800000;O NOME DELA É GAL;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1487011.0
B1600565200000;O SHOW DA LUNA! TERCEIRA TEMPORADA;2016;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2838186.52
B1600702400000;OPÇÃO LAJE;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1600462200000;OUTROS TEMPOS - VELHOS;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3174087.69
B1800353500000;PACTO DE SANGUE;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);15078673.72
B1600649400000;PARQUE PATATI PATATÁ - 2ª TEMPORADA;2016;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1122693.31
B1600437000000;PIEDADE, PIEDADE!;2016;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);338911.37
B1600411100000;POESIA E PROSA COM MARIA BETHÂNIA;2016;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1487011.0
