cpb;titulo;ano;categoria;segmento_destinacao_inicial;investimento_total_deflac
B1900037900000;MAL ME QUER;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1800561600000;MENOS É DEMAIS - 2A TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3103901.05
B1800136500000;MIL DIAS - UMA SAGA BRASILEIRA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4162660.06
B1800193500000;MINHA VIDA É UM CIRCO;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2251503.47
B1800219500000;MINOTAURO, A VIDA DO LENDÁRIO LUTADOR ANTÔNIO RODRIGO NOGUEIRA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1317738.34
B1800182200000;MISSÃO DESIGN;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4176582.0
B1800277100000;MULHERES NA LUTA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2520845.68
B1800523200000;NASCIDOS PARA O COMBATE – TERCEIRA TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3350106.03
B1800605300000;NO PARAÍSO, COM GIO EWBANK;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3586129.58
B1800356500000;O AMOR É LINDO;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1809852.2
B1800612400000;O DIÁRIO DE MIKA - 2ª TEMPORADA;2018;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1698476.68
B1800288400000;O FENÔMENO MMA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1831117.96
B1800267900000;O NEGRO NO FUTEBOL BRASILEIRO;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2011082.01
B1800565900000;O SHOW DA LUNA! QUINTA TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3527880.7
B1800164100000;OS GRETCHENS - 1ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1392194.0
B1900624500000;PELÉ A ORIGEM;2018;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);882651.0
B1800606400000;PELÉ ETERNO - LONGA VERSÃO;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);3758923.8
B1900167100000;PEQUENOS GRANDES TALENTOS;2018;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2082722.22
B1800332500000;QUEBRANDO O TABU;2018;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3774739.64
B1900076300000;REFAVELA 40;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1246162.59
B1800430900000;ROMPENDO O SILÊNCIO;2018;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2488616.15
B1800346000000;SENNINHA NA PISTA MALUCA;2018;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1752772.25
B1800465300000;SOB PRESSÃO - 2ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);4176582.0
B1800609900000;TAINÁ E OS GUARDIÕES DA AMAZÔNIA;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);5629336.44
B1900400900000;TE CONTO NO CAMINHO;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);519790.07
B1800115400000;TEMPERO & ARTE;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2366729.8
B1800118200000;TEMPO DE BOLA;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);2223144.48
B1800403500000;TERRORES URBANOS;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);4176582.0
B1800358100000;TROCA DE ESTILOS - 3ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4092766.35
B1800145000000;UM CONTRA TODOS - 3ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);10968264.95
B1800378400000;UM CONTRA TODOS 3 - TELEFILME;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);10968264.95
B1800537600000;UM SHOW DE NOIVA - 2ª TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2455224.01
B1800183500000;VIVER PARA LUTAR – 2A TEMPORADA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4174816.7
B1800363400000;Z4 - 2° TEMPORADA;2018;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);3247610.86
B1800144100000;ZUZUBALÂNDIA;2018;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1900548000000;#MECHAMADEBRUNA - 4A TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);6673349.48
B1900089900000;#OFUTUROÉFEMININO;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);381458.7
B2000494000000;21 MÃO NA CABEÇA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1900241900000;A DIVISÃO;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4814154.69
B1900266500000;A EVOLUÇÃO DO COMBATE;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900188300000;A REAÇÃO BRASILEIRA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1100825.77
B1900251700000;A ÁGUA QUE FALTA;2019;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);480439.61
B1900564100000;AEROPORTO - ÁREA RESTRITA (3ª TEMPORADA);2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2970956.53
B1900371100000;ALIMENTANDO O MUNDO;2019;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);667335.0
B1900124500000;ALTO LEBLON - 2A TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2412883.16
B2000097000000;ANIMAZOO - SÉRIE TELEVISIVA;2019;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1801804.5
B1900609700000;APENAS MENINAS;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1052550.22
B1900261400000;ARQUIS;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2786852.15
B1900343900000;AUTÊNTICAS - 2ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2823230.03
B1900489400000;BABY & ROSE - 2A TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3771520.3
B1900131800000;BATALHA MAKERS BRASIL;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4329491.25
B1900392900000;BERTHA LUTZ - A MULHER NA CARTA DA ONU;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);993955.91
B2000067200000;BORN TO FASHION;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900374400000;BRASIL DE IMIGRANTES;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);553936.1
B1900489800000;BRASIL DE IMIGRANTES ESPECIAL;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);553936.1
B1900461100000;BUBU E AS CORUJINHAS - 2°TEMPORADA;2019;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);0.0
B1900350800000;CANHOTAS;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1401403.5
B1900189600000;CAXIAS - QUE CIDADE É ESSA?;2019;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);210901.5
B1900572300000;CLUBE DA ANITTINHA - SEGUNDA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900542000000;CONEXÕES;2019;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1281817.07
B1900500400000;CONTRAPONTO 2;2019;Renúncia — Art.3/3-A/39;VIDEO DOMÉSTICO;355094.29
B1900319200000;CRAQUES PARA SEMPRE;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);554920.9
B1900077800000;CREDO, QUE DELÍCIA!;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900153200000;CRIMES.COM;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3016694.83
B1900049300000;DANIEL - TRINTA ANOS NA ESTRADA;2019;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1034369.25
B1900336100000;DESAFIO DE TALENTOS;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2134374.63
B2000172800000;DRA. DARCI - 2ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2914040.93
B1900061100000;ELOGIO DA LIBERDADE;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1065066.66
B1900401800000;EM BUSCA DE ANSELMO;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2386060.3
B1900232500000;EM NOME DA JUSTIÇA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3464725.96
B2000055300000;ENTRE GREVES;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);266934.0
B1900261200000;ESCOLA DE GÊNIOS - QUARTA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B2000002500000;ESCOLA DE GÊNIOS - QUINTA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900238900000;ESCRAVIDÃO - SÉCULO XXI;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2802291.82
B1900173400000;FRONTEIRAS DO PENSAMENTO;2019;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);700701.75
B1900158600000;FÁBRICA DE CASAMENTOS - 3ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1970586.87
B1900347900000;FÉRIAS EM FAMÍLIA - 1ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3135142.23
B1900284300000;GERAÇÕES DA VELA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2392182.43
B1900222900000;GIGABLASTER - PRIMEIRA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1900571200000;GIGABLASTER - SEGUNDA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1900597300000;GLITTER MODEL - UMA AVENTURA CHEIA DE ESTILO;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4003288.88
B1900536500000;HARD;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);18659345.93
B1900180100000;HEMINGWAY;2019;Renúncia — Art.3/3-A/39;OUTROS MERCADOS;0.0
B1900578700000;HOMENS DO CAMINHO - ROTAS HISTÓRICAS BRASILEIRAS NA COMPANHIA DO MANGALARGA MARCHADOR;2019;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1573420.44
B1900230300000;ICO BIT ZIP - 1ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3919715.06
B1900394800000;IMPUROS;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);11530491.61
B1900547900000;JORNADA DUPLA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);583250.79
B1900181400000;JUACAS - SEGUNDA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);6283261.39
B1900431000000;JUJU BOOT CAMP;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900389500000;JUNGLE PILOT;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4144150.35
B1900118200000;LIVRE PENSAR - CINEBIOGRAFIA - MARIA DA CONCEIÇÃO TAVARES;2019;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);934269.0
B1900186100000;LUANA É DE LUA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3873270.16
B1900445000000;MAR BRASIL;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2002005.0
B1900064000000;MAUÁ, O PRIMEIRO GIGANTE;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2369015.23
B1900109800000;ME DEIXA DANÇAR;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900524900000;MESA PARA TODOS;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);400401.0
B2000055900000;NA ESTRADA DO JIU-JITSU - 2 TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1002937.77
B1900344100000;NASCIDOS PARA O COMBATE - QUARTA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3211683.15
B1900308400000;O DONO DO LAR;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3664083.65
B1900172100000;O DOUTRINADOR - SÉRIE;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);10677359.99
B1900593100000;O SHOW DA LUNA! SEXTA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3279800.71
B1900564800000;OPERAÇÃO FRONTEIRA - AMÉRICA DO SUL;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4157360.18
B1900500500000;OS IRMÃOS FREITAS;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);13380039.11
B1900157700000;OS RONI - 1ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3796563.08
B1900390200000;OS RONI - 2ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3736281.86
B1900505000000;POP!;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1232421.76
B1900244900000;PROVA DE NOIVA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2747226.08
B1900303300000;QUEBRANDO O TABU - 2ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2583281.73
B1900190200000;RIO HEROES – SEGUNDA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4827910.52
B1900263500000;ROTAS DO ÓDIO - 3ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B2000045000000;ROTAS DO ÓDIO – 4ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900373100000;SANTOS DUMONT;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);17616169.5
B1900337200000;SE ESSA ROUPA FOSSE MINHA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3502204.35
B1900555000000;SEM RASTRO - 3ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);667335.0
B1900169300000;SOB PRESSÃO - 3ªTEMPORADA;2019;Renúncia — Art.3/3-A/39;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);4004010.0
B1900271600000;SOS FADA MANU (QUARTA TEMPORADA);2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2402406.0
B1900345500000;TRANSAMAZÔNICA - UMA ESTRADA PARA O PASSADO;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);2288821.91
B1900590800000;TRANSVERSAL DO TEMPO;2019;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1574777.13
B1900506600000;TUDO NA PANELA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);962297.07
B1900447700000;TURMA DA MÔNICA JOVEM – 1ª TEMPORADA,;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);9810386.2
B1900616600000;UNIDADE BÁSICA - 2ª TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4847653.04
B1900375200000;VENTOS DO BRASIL;2019;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);53386.8
B1900525100000;VIOLA E TAMBOR;2019;Renúncia — Outros Mecanismos;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);1468137.0
B1900389300000;VIVER PARA LUTAR - TERCEIRA TEMPORADA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);4004010.0
B1900535300000;VÍTIMAS DIGITAIS;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);3536875.5
B1900289200000;WEEBOOM;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);0.0
B1900446600000;É TETRA;2019;Renúncia — Art.3/3-A/39;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);533868.0
B2000526600000;+ AMOR;2020;Renúncia — Outros Mecanismos;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);1200334.88
