cnpj_produtora;n_obras;n_estreadas;taxa_estreia;inv_fsa;inv_renuncia;inv_total;receita_ref;bilheteria_obs;retorno_dom_carteira;retorno_intl_medio;melhor_intl;n_sinal_intl;publico;ano_primeira;ano_ultima;so_fsa;so_renuncia;uf_obras;razao_social;uf;cluster;p1;pre2006
19388280000185;1;1;1.0;763928.87;0.0;763928.87;167480.76;417.48;0.21923606578711968;0.0;0.0;0;21.0;2018;2018;True;False;PE;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;PE;Pequeno Porte;1999;True
13486716000192;1;1;1.0;762288.13;0.0;762288.13;187589.36;735.56;0.24608721114416407;6.4;6.4;1;37.0;2019;2019;True;False;DF;TROTOAR - PRODUCAO DE SERVICOS AUDIOVISUAIS LTDA ME;;Pequeno Porte;2014;False
11326389000186;1;0;0.0;0.0;761673.63;761673.63;0.0;0.0;0.0;;0.0;0;0.0;2023;2023;False;True;SP;SG FILMES LTDA - ME;SP;Pequeno Porte;2023;False
12475126000100;1;1;1.0;750086.28;0.0;750086.28;1828.96;1828.96;0.0024383328275248547;0.0;0.0;0;92.0;2020;2020;True;False;PA;CLARTE SERVIÇOS DE FOTO E CINEMA LTDA ME;;Pequeno Porte;2013;False
23234999000139;1;1;1.0;0.0;743505.5;743505.5;576495.44;41171.48;0.7753748156536837;0.4;0.4;1;0.0;2016;2016;False;True;RJ;CINEMA BRUTO PRODUCAO CINEMATOGRAFICA E CULTURAL LTDA;RJ;Pequeno Porte;2016;False
07521590000147;1;1;1.0;722200.5;0.0;722200.5;188444.19999999998;1590.4;0.26093058645071554;0.0;0.0;0;80.0;2019;2019;True;False;PB;CANÁRIO PRODUTORA DE VÍDEO LTDA;;Pequeno Porte;2019;False
10773468000172;1;1;1.0;722200.5;0.0;722200.5;2942.24;2942.24;0.004073993302413942;0.0;0.0;0;148.0;2020;2020;True;False;PB;CANAL DE VENDAS JP VÍDEO LTDA;;Pequeno Porte;2018;False
12837401000180;1;1;1.0;722200.5;0.0;722200.5;87535.2;7455.0;0.12120623012584456;0.0;0.0;0;375.0;2019;2019;True;False;RS;SOFÁ VERDE FILMES LTDA;;Pequeno Porte;2008;False
11862908000120;1;1;1.0;722200.5;0.0;722200.5;8647.8;8647.8;0.01197423707128422;0.0;0.0;0;435.0;2019;2019;True;False;RS;VERTE FILMES LTDA ME;;Pequeno Porte;2014;False
15490163000177;1;1;1.0;0.0;721713.37;721713.37;97626.56;14094.92;0.13527054376171527;0.0;0.0;0;0.0;2018;2018;False;True;SP;ATOMICA-POJETOS E PRODUCOES ARTISTICA LTDA - ME;SP;Pequeno Porte;2018;False
13827942000190;1;1;1.0;710018.94;0.0;710018.94;79420.2;2803.08;0.1118564527306835;0.0;0.0;0;141.0;2020;2020;True;False;PI;MAGNO & MAGNO LTDA - ME;PI;Pequeno Porte;2016;False
02882274000187;1;0;0.0;0.0;703654.39;703654.39;0.0;0.0;0.0;;0.0;0;0.0;2017;2017;False;True;SP;CARMELA CONTÃUDOS PRODUÃÃES LTDA;SP;Pequeno Porte;2005;True
21054261000164;1;1;1.0;104830.0;585383.3;690213.3;130129.84;4333.84;0.18853568889501257;0.0;0.0;0;218.0;2023;2023;False;False;SP;LIRA FILMES PRODUÇÕES LTDA ME;;Pequeno Porte;2015;False
02367665000163;1;1;1.0;0.0;678876.49;678876.49;160400.94;6858.6;0.2362741122468389;0.0;0.0;0;0.0;2022;2022;False;True;RJ;TV IMAGINÃRIA PRODUÃÃES LTDA;RJ;Pequeno Porte;2009;False
10712207000142;1;0;0.0;0.0;673083.18;673083.18;0.0;0.0;0.0;;0.0;0;0.0;2022;2022;False;True;RJ;DOBLE V PRODUCOES LTDA;RJ;Pequeno Porte;2022;False
14022519000185;2;0;0.0;0.0;672054.77;672054.77;0.0;0.0;0.0;;0.0;0;0.0;2018;2022;False;True;SP;PALHA & ENTRETENIMENTOS - CASA DE CRIACAO PRODUCOES LTDA;SP;Pequeno Porte;2011;False
02825596000194;1;1;1.0;669154.95;0.0;669154.95;94525.28;10993.64;0.1412606751246479;0.0;0.0;0;553.0;2018;2018;True;False;MG;OFICINA DE CRIACAO DE FILMES EIRELI;;Pequeno Porte;2011;False
00815123000180;1;1;1.0;0.0;660661.65;660661.65;374721.48;1013.88;0.5671912089948008;0.0;0.0;0;0.0;2019;2019;False;True;MG;TRADE PRODUÃÃO E COMUNICAÃÃO LTDA;MG;Pequeno Porte;1997;True
06814372000138;1;0;0.0;0.0;658038.6;658038.6;0.0;0.0;0.0;;0.0;0;0.0;2022;2022;False;True;SP;ARTE PRODUÃÃO E ADMINISTRAÃÃO DE EMPREENDIMENTOS CULTURAIS LTDA;SP;Pequeno Porte;2022;False
02127762000189;1;1;1.0;0.0;656076.69;656076.69;420756.56;4393.48;0.641322221034861;0.0;0.0;0;0.0;2016;2016;False;True;RJ;JAGUAR PRODUÇÕES ARTÍSTICAS LTDA. - EPP;RJ;Pequeno Porte;2008;False
16835137000104;1;1;1.0;0.0;649315.49;649315.49;90117.1;24313.24;0.1387878487235843;2.7;2.7;1;0.0;2022;2022;False;True;SP;CLARALUZ PRODUCOES AUDIOVISUAIS LTDA;SP;Pequeno Porte;2021;False
04979755000130;1;0;0.0;642758.45;0.0;642758.45;0.0;0.0;0.0;;0.0;0;0.0;2019;2019;True;False;BA;DOMÍNIO PÚBLICO PRODUÇÕES ARTÍSTICAS LTDA;;Pequeno Porte;2005;True
10468552000182;1;1;1.0;641314.04;0.0;641314.04;248776.5;40594.96;0.38791681529379896;9.4;9.4;1;2042.0;2016;2016;True;False;RS;TOKYO FILMES LTDA;;Pequeno Porte;2007;False
12859237000101;1;1;1.0;0.0;636586.94;636586.94;18408.88;18408.88;0.028918092476103895;0.0;0.0;0;926.0;2021;2021;False;True;PE;SOPRO DE ZEFIRO - PRODUCOES CULTURAIS E ARTISTICAS S/S EIRELI;PE;Pequeno Porte;2010;False
04315253000105;1;1;1.0;636274.42;0.0;636274.42;84843.72;1312.08;0.13334454023784265;0.0;0.0;0;66.0;2018;2018;True;False;SP;MARCO AURELIO DEL FIOL ME;;Pequeno Porte;2011;False
03191048000112;1;1;1.0;0.0;632217.6;632217.6;548299.08;10914.12;0.8672632334183673;0.0;0.0;0;0.0;2015;2015;False;True;RJ;MATINE FILMES LTDA;RJ;Pequeno Porte;1968;True
08790022000104;1;0;0.0;0.0;624544.62;624544.62;0.0;0.0;0.0;;0.0;0;0.0;2016;2016;False;True;SP;NATION PRODUCTION AND CONTENT SERVICES BRAZIL LTDA;SP;Pequeno Porte;2003;True
10615584000163;1;0;0.0;233551.5;383085.6;616637.1;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;False;False;RJ;3 MOINHOS PRODUÇÕES ARTÍSTICAS EIRELI - ME;;Pequeno Porte;2008;False
68311943000179;1;0;0.0;0.0;616388.05;616388.05;0.0;0.0;0.0;;0.0;0;0.0;2022;2022;False;True;SP;MKT MIDIA EIRELI;SP;Pequeno Porte;2007;False
00445787000103;1;1;1.0;0.0;613251.07;613251.07;422758.28;233093.0;0.6893722664030575;0.0;0.0;0;0.0;2015;2015;False;True;SP;CINE CINEMATOGRÃFICA LTDA;SP;Pequeno Porte;2008;False
74107475000118;1;0;0.0;0.0;609121.8;609121.8;0.0;0.0;0.0;;0.0;0;0.0;2021;2021;False;True;SP;TAMBKE FILMES LTDA;SP;Pequeno Porte;1997;True
52097649000176;1;0;0.0;0.0;600601.5;600601.5;0.0;0.0;0.0;;0.0;0;0.0;2019;2019;False;True;SP;ZABUMBA AUDIOVISUAL E EXPRESSOES CULTURAIS EIRELI;SP;Pequeno Porte;2019;False
10701739000184;1;0;0.0;0.0;587213.19;587213.19;0.0;0.0;0.0;;0.0;0;0.0;2015;2015;False;True;RJ;ABAETÃ FILMES LTDA.;RJ;Pequeno Porte;2015;False
13622499000110;1;1;1.0;582908.31;0.0;582908.31;99057.92;15526.28;0.1699373954713392;0.0;0.0;0;781.0;2018;2018;True;False;RS;CINEMATOGRÁFICA PATA NEGRA LTDA;;Pequeno Porte;2014;False
03138801000106;1;1;1.0;0.0;580581.45;580581.45;136937.0;56856.8;0.2358618243831249;0.0;0.0;0;0.0;2019;2019;False;True;DF;STÚDIO 10 ASSESSORIA E COMUNICAÇÃO LTDA ME;DF;Pequeno Porte;2019;False
09385866000132;1;1;1.0;0.0;576757.18;576757.18;520600.92;146893.32;0.9026344847583865;0.0;0.0;0;0.0;2019;2019;False;True;SP;LATINA STUDIO PRODUÇÕES EIRELI;SP;Pequeno Porte;2019;False
14595634000149;1;1;1.0;570971.72;0.0;570971.72;180565.91999999998;97034.28;0.31624319327058786;0.0;0.0;0;4881.0;2018;2018;True;False;PE;LUCINDA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;;Pequeno Porte;2012;False
19265893000125;1;1;1.0;564539.53;0.0;564539.53;2644.04;2644.04;0.004683533852802123;0.0;0.0;0;133.0;2022;2022;True;False;PE;AUTORIAS PRODUCOES CINEMATOGRAFICAS LTDA.;;Pequeno Porte;2016;False
07720343000170;1;0;0.0;0.0;546745.01;546745.01;0.0;0.0;0.0;;0.0;0;0.0;2021;2021;False;True;RJ;TARUMÃ ASSESSORIA PRODUÃÃES E SERVIÃOS ARTÃSTICOS LTDA;RJ;Pequeno Porte;2021;False
06013078000127;1;0;0.0;0.0;542248.28;542248.28;0.0;0.0;0.0;;0.0;0;0.0;2014;2014;False;True;SP;13 PRODUÃÃES E LOCAÃÃES LTDA-ME;SP;Pequeno Porte;2003;True
01541247000188;1;1;1.0;537875.67;0.0;537875.67;17832.36;17832.36;0.03315331217714309;0.0;0.0;0;897.0;2016;2016;True;False;RS;CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME;RS;Pequeno Porte;2009;False
12187070000180;1;1;1.0;0.0;535323.96;535323.96;208519.5;337.96;0.3895202075393749;0.0;0.0;0;0.0;2016;2016;False;True;RJ;AVEXI FILMES EIRELI;RJ;Pequeno Porte;2016;False
06228927000160;2;2;1.0;298049.76;237081.6;535131.36;1051759.08;402391.07999999996;1.9654222469787608;5.3;10.6;1;20241.0;2015;2020;False;False;SP;CASA REDONDA PRODUCOES CULTURAIS EIRELI;SP;Pequeno Porte;2010;False
03279751000187;2;2;1.0;0.0;532178.84;532178.84;809238.92;3061.52;1.520614611434006;0.0;0.0;0;0.0;2016;2018;False;True;RJ;BIZUM COMUNICAÃÃO LTDA;RJ;Pequeno Porte;2013;False
09505106000111;2;1;0.5;348048.5;178211.0;526259.5;123074.76000000001;60176.76;0.23386705608164796;30.15;30.15;1;3027.0;2022;2023;False;False;RJ;ARISSAS MULTIMIDIA LTDA;RJ;Retorno Internacional;2007;False
31553936000173;1;1;1.0;0.0;524756.4;524756.4;250969.6;6083.28;0.4782592456233025;0.0;0.0;0;0.0;2014;2014;False;True;RJ;TELENEWS SERVICE LTDA;RJ;Pequeno Porte;1999;True
57312878000180;1;1;1.0;0.0;524276.15;524276.15;67152.32;4254.32;0.1280857807474172;0.0;0.0;0;0.0;2023;2023;False;True;SP;TAUS PRODUCOES AUDIOVISUAIS EIRELI;SP;Pequeno Porte;1984;True
07867455000158;1;0;0.0;0.0;524150.0;524150.0;0.0;0.0;0.0;;0.0;0;0.0;2023;2023;False;True;SP;B SIDE PRODUÃÃO DE VÃDEO LTDA - ME;SP;Pequeno Porte;2014;False
07822394000102;1;0;0.0;524150.0;0.0;524150.0;0.0;0.0;0.0;;0.0;0;0.0;2023;2023;True;False;RS;LINHA DE PRODUÇÃO CINEMA E TELEVISÃO LTDA;;Pequeno Porte;2010;False
00993636000181;1;1;1.0;524147.9;0.0;524147.9;10357.48;10357.48;0.0197606057374264;0.0;0.0;0;521.0;2023;2023;True;False;CE;M MARGARITA HERNANDEZ PASCUAL;CE;Pequeno Porte;1999;True
06288843000111;1;1;1.0;523190.64;0.0;523190.64;21331.24;21331.24;0.0407714480518994;0.0;0.0;0;1073.0;2023;2023;True;False;RS;ARTÉRIA FILMES - COMÉRCIO, PRESTAÇÃO DE SERVIÇOS E PRODUÇÃO AUDIOVISUAL LTDA;;Pequeno Porte;2014;False
03104388000169;1;0;0.0;520587.98;0.0;520587.98;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;True;False;MA;JOAN CARLOS SANTOS PRODUÇÕES-ME;;Pequeno Porte;2016;False
94100302000185;1;1;1.0;520453.85;0.0;520453.85;7534.52;7534.52;0.014476826331479729;0.0;0.0;0;379.0;2015;2015;True;False;RS;ZEPPELIN PRODUÇÕES DE CINEMA E TELEVISÃO LTDA.;RS;Pequeno Porte;1995;True
10358078000136;1;1;1.0;0.0;515111.78;515111.78;84048.52;516.88;0.1631655948539946;0.0;0.0;0;0.0;2018;2018;False;True;RJ;FINA FLOR PRODUTORA DE FILMES LTDA.;RJ;Pequeno Porte;2010;False
09547615000107;1;1;1.0;0.0;510780.8;510780.8;474493.43999999994;14790.72;0.9289570790444746;0.0;0.0;0;744.0;2020;2020;False;True;RJ;TACACÁ FILMES LTDA;RJ;Pequeno Porte;2020;False
57282097000190;1;1;1.0;0.0;503880.73;503880.73;9602.04;9602.04;0.0190561762502805;0.0;0.0;0;0.0;2017;2017;False;True;SP;NOTÁBILE FILMES LTDA;SP;Pequeno Porte;2017;False
07501094000121;1;1;1.0;0.0;490713.63;490713.63;260028.52000000002;44411.92;0.5298987109854683;0.0;0.0;0;0.0;2016;2016;False;True;PE;MARIOLA FILMES E PRODUÇÕES LTDA.;PE;Pequeno Porte;2006;False
05865587000115;1;1;1.0;0.0;489772.64;489772.64;229005.98;10357.48;0.4675760981666922;0.0;0.0;0;0.0;2014;2014;False;True;RJ;LAFILMS.TV PRODUCOES LTDA;RJ;Pequeno Porte;2002;True
13202884000109;1;1;1.0;487615.95;0.0;487615.95;118724.42;52920.56;0.2434793611652777;0.0;0.0;0;2662.0;2022;2022;True;False;SP;MONTANHA RUSSA PRODUCOES AUDIOVISUAIS LTDA - ME;;Pequeno Porte;2014;False
19452266000101;1;1;1.0;485296.69;0.0;485296.69;97491.12;20874.0;0.20088972788996354;0.0;0.0;0;1050.0;2020;2020;True;False;PE;BEBINHO SALGADO 45 LTDA - ME;;Pequeno Porte;2017;False
35792621000130;1;0;0.0;0.0;467134.5;467134.5;0.0;0.0;0.0;;0.0;0;0.0;2019;2019;False;True;RJ;PALMARES PRODUÇÕES E JORNALISMO LTDA;RJ;Pequeno Porte;1977;True
02899751000117;1;0;0.0;0.0;466215.18;466215.18;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;False;True;DF;CENA 1 PRODUÇÕES LTDA;DF;Pequeno Porte;2012;False
07045026000103;1;1;1.0;0.0;461137.02;461137.02;773430.53;361776.24;1.677224981850297;10.35;10.35;1;0.0;2017;2017;False;True;RJ;DEBÊ CONSULTORIA E PRODUÇÕES;RJ;Pequeno Porte;2017;False
92554294000111;1;1;1.0;459424.02;0.0;459424.02;21708.96;21708.96;0.04725255766992766;0.0;0.0;0;1092.0;2022;2022;True;False;RS;GUARUJÁ PRODUÇÕES LTDA;RS;Pequeno Porte;2008;False
18580137000128;1;0;0.0;240240.6;210146.75;450387.35;0.0;0.0;0.0;;0.0;0;0.0;2023;2023;False;False;ES;LADART PRODUÇÕES E CONSULTORIA LTDA;;Pequeno Porte;2003;True
02597024000103;1;1;1.0;0.0;447102.57;447102.57;157656.24;10894.24;0.3526176107643487;0.0;0.0;0;0.0;2023;2023;False;True;RJ;AUTORIA C PRODUCAO E GESTAO DE CONTEUDO CRIATIVO LTDA - ME;RJ;Pequeno Porte;2021;False
14635446000105;1;0;0.0;446933.2;0.0;446933.2;0.0;0.0;0.0;;0.0;0;0.0;2023;2023;True;False;ES;EYE MOVE ESTUDIO DE ANIMACAO E ILUSTRACAO LTDA - ME;;Pequeno Porte;2014;False
08164917000133;1;1;1.0;0.0;446103.3;446103.3;90910.46;1689.8;0.20378791190291579;0.0;0.0;0;0.0;2016;2016;False;True;SP;TRATOR FILMES LTDA;SP;Pequeno Porte;2010;False
59075184000100;1;0;0.0;0.0;444604.99;444604.99;0.0;0.0;0.0;;0.0;0;0.0;2015;2015;False;True;SP;ESTAÇÃO TV COMUNICAÇÃO LTDA;SP;Pequeno Porte;1990;True
20357494000173;1;1;1.0;440441.1;0.0;440441.1;159.04;159.04;0.00036109255017299704;0.0;0.0;0;8.0;2023;2023;True;False;PA;MUAMBA ESTUDIO LTDA ME;;Pequeno Porte;2014;False
23318838000123;1;0;0.0;440127.05;0.0;440127.05;0.0;0.0;0.0;;0.0;0;0.0;2022;2022;True;False;BA;UNIQUE ENTRETENIMENTO DIGITAL LTDA - ME;;Pequeno Porte;2022;False
54110648000140;1;1;1.0;0.0;438692.4;438692.4;189624.53999999998;36082.2;0.43224943035256586;0.0;0.0;0;1815.0;2022;2022;False;True;SP;LAPFILME PRODUÇÕES CINEMATOGRÁFICAS LTDA.;SP;Pequeno Porte;1977;True
11400059000193;1;1;1.0;0.0;438692.4;438692.4;308774.48;1689.8;0.703851901696952;0.0;0.0;0;0.0;2022;2022;False;True;SP;TWINS BUSHATSKY PRODUÃÃES CINEMATOGRÃFICAS LTDA.;SP;Pequeno Porte;2014;False
00962888000143;1;1;1.0;0.0;433320.3;433320.3;437055.36000000004;32623.08;1.0086196284826723;0.0;0.0;0;0.0;2017;2017;False;True;RJ;LUBA FILMES LTDA.;RJ;Pequeno Porte;2015;False
13223702000186;1;1;1.0;0.0;428429.07;428429.07;81213.36;1133.16;0.18956080641306622;0.0;0.0;0;0.0;2019;2019;False;True;RJ;CHAPLIN SOLUÃÃES AUDIOVISUAIS LTDA;RJ;Pequeno Porte;2019;False
18913837000197;1;0;0.0;0.0;411274.12;411274.12;0.0;0.0;0.0;;0.0;0;0.0;2022;2022;False;True;SP;BELEM-BRASÃLIA PRODUÃÃES AUDIOVISUAIS E CULTURAIS LTDA - ME;SP;Pequeno Porte;2022;False
30120265000194;1;1;1.0;0.0;400401.0;400401.0;86322.51999999999;6242.32;0.21559017085371912;0.0;0.0;0;0.0;2019;2019;False;True;RJ;INDUSTRIA IMAGINARIA EIRELI;RJ;Pequeno Porte;1988;True
06935870000139;1;1;1.0;0.0;395136.0;395136.0;575017.7999999999;37632.84;1.4552402210884352;0.0;0.0;0;0.0;2015;2015;False;True;SP;TREME PRODUCOES LTDA;SP;Pequeno Porte;2015;False
10551469000172;2;1;0.5;116023.2;278438.8;394462.0;1033.76;1033.76;0.0026206833611349127;0.0;0.0;0;0.0;2018;2023;False;False;SP;ALICE FANNY RIFF-PRODUCOES AUDIVISUAIS E CULTURAIS-ME;SP;Pequeno Porte;2014;False
00061412000131;1;1;1.0;0.0;389814.32;389814.32;396255.44;6441.12;1.0165235592166033;0.0;0.0;0;0.0;2018;2018;False;True;RJ;DI MAURO CULTURA E ARTE PRODUCOES ARTISTICAS EIRELI;RJ;Pequeno Porte;2008;False
08847593000138;1;1;1.0;56664.86;317354.8;374019.66;96652.44;13120.8;0.25841539987496914;0.0;0.0;0;660.0;2018;2018;False;False;DF;PAVIRADA FILMES E PRODUÇÕES LTDA;DF;Pequeno Porte;2005;True
04315795000188;1;1;1.0;371752.75;0.0;371752.75;93749.95999999999;10218.32;0.2521836354942902;0.0;0.0;0;514.0;2018;2018;True;False;SP;MACONDO FILMES S/C LTDA;;Pequeno Porte;2000;True
13254763000100;1;1;1.0;370815.93;0.0;370815.93;10794.84;10794.84;0.029111047090129058;0.0;0.0;0;543.0;2018;2018;True;False;RS;OSSO PRODUÇÕES LTDA.;;Pequeno Porte;2018;False
28026565000167;1;0;0.0;0.0;370316.08;370316.08;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;False;True;RJ;ELIMAR PRODUÇÕES ARTÍSTICAS LTDA;RJ;Pequeno Porte;1995;True
15128758000187;1;1;1.0;363413.05;0.0;363413.05;82797.88;19899.88;0.2278340857599913;0.0;0.0;0;1001.0;2023;2023;True;False;BA;TEM DENDE PRODUCOES LTDA - ME;BA;Pequeno Porte;2012;False
03292963000102;1;1;1.0;0.0;361100.25;361100.25;113959.3;27295.24;0.3155890919488425;0.0;0.0;0;0.0;2017;2017;False;True;RJ;BUFÃES PRODUÃÃES ARTÃSTICAS LTDA;RJ;Pequeno Porte;2013;False
12839664000128;1;1;1.0;0.0;356882.64;356882.64;156176.5;66955.84;0.43761304836794523;0.0;0.0;0;0.0;2016;2016;False;True;SP;RIO BRAVO PRODUÇÕES AUDIOVISUAIS LTDA - ME;SP;Pequeno Porte;2001;True
15089868000187;1;1;1.0;348048.5;0.0;348048.5;12007.52;12007.52;0.034499559687802134;5.6;5.6;1;604.0;2021;2021;True;False;PR;STO LAT PRODUCOES CULTURAIS EIRELI ­ ME;;Pequeno Porte;2013;False
06071600000127;1;1;1.0;348048.5;0.0;348048.5;9582.16;9582.16;0.027531105578676534;0.0;0.0;0;482.0;2019;2019;True;False;SP;MEMÓRIA VIVA PRODUÇÃO DE IMAGEM E TEXTO LTDA;;Pequeno Porte;2012;False
08747116000109;1;1;1.0;0.0;347014.2;347014.2;374840.75999999995;1133.16;1.0801885340715163;0.0;0.0;0;0.0;2019;2019;False;True;SP;LEMINISCATA FILMES LTDA-ME;SP;Pequeno Porte;2019;False
14989694000146;1;0;0.0;333667.5;0.0;333667.5;0.0;0.0;0.0;;0.0;0;0.0;2021;2021;True;False;CE;NIGERIA COMUNICAÇÃO E AUDIOVISUAL LTDA ME;;Pequeno Porte;2013;False
17281724000153;1;1;1.0;332212.23;0.0;332212.23;112488.8;1113.28;0.33860523437081175;0.0;0.0;0;56.0;2018;2018;True;False;BA;TENDA DOS MILAGRES PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;BA;Pequeno Porte;2015;False
11936522000116;1;1;1.0;0.0;330579.04;330579.04;1271218.9;527814.0;3.845431035192068;0.0;0.0;0;0.0;2014;2014;False;True;SP;ALFA FILMES & PRODUÃÃES LTDA;SP;Pequeno Porte;2011;False
24029216000148;1;1;1.0;0.0;329019.3;329019.3;65843.62;39.76;0.20012084397480634;0.0;0.0;0;0.0;2022;2022;False;True;RJ;FRAMBOESA FILMES E PRODUCOES LTDA;RJ;Pequeno Porte;2015;False
10780165000187;1;1;1.0;0.0;316108.8;316108.8;99464.68;4632.04;0.3146533092403628;0.0;0.0;0;0.0;2015;2015;False;True;RS;BRITO E SANTOS PRODUCOES LTDA - ME;RS;Pequeno Porte;2009;False
09005783000170;2;1;0.5;0.0;314511.11;314511.11;159317.54;70096.88;0.5065561594946519;0.0;0.0;0;0.0;2016;2017;False;True;SP;CIGANO FILMES LTDA - ME;SP;Pequeno Porte;2012;False
12879401000142;1;0;0.0;0.0;302762.54;302762.54;0.0;0.0;0.0;;0.0;0;0.0;2021;2021;False;True;SP;BUENA ONDA PRODUÃÃO E EDIÃÃO DE FILMES LTDA - ME;SP;Pequeno Porte;2021;False
17822593000174;1;1;1.0;208829.1;92092.23;300921.33;18607.68;18607.68;0.061835696392808046;0.0;0.0;0;936.0;2019;2019;False;False;SP;CINEDIÁRIO PRODUÇÕES CULTURAIS LTDA;;Pequeno Porte;2012;False
15472728000193;1;1;1.0;296863.44;0.0;296863.44;112043.28;35426.16;0.37742363963713416;0.0;0.0;0;1782.0;2020;2020;True;False;PE;MAR ILHA PRODUÇÃO E FINALIZAÇÃO LTDA - EPP;;Pequeno Porte;2020;False
04255207000168;1;1;1.0;0.0;293524.0;293524.0;6202.56;6202.56;0.021131355527997712;0.0;0.0;0;312.0;2023;2023;False;True;MG;CINCO EM PONTO LTDA ME;MG;Pequeno Porte;2004;True
12106692000136;1;0;0.0;0.0;292380.26;292380.26;0.0;0.0;0.0;;0.0;0;0.0;2021;2021;False;True;SP;LABORATÓRIO CISCO EDUCAÇÃO E IMAGEM LTDA ME;;Pequeno Porte;2005;True
10519798000136;1;1;1.0;290058.0;0.0;290058.0;10576.16;10576.16;0.03646222479642003;0.0;0.0;0;532.0;2023;2023;True;False;RJ;NOVA TRINITI COMUNICAÇÃO E PRODUÇÃO ARTÍSTICA LTDA ME;RJ;Pequeno Porte;2020;False
08788322000159;1;0;0.0;0.0;289371.3;289371.3;0.0;0.0;0.0;;0.0;0;0.0;2017;2017;False;True;SP;ID AV IDENTIDADE AUDIOVISUAL LTDA;SP;Pequeno Porte;2011;False
23707667000124;1;1;1.0;289133.72;0.0;289133.72;377061.64;314163.64;1.3041081476072733;0.0;0.0;0;15803.0;2023;2023;True;False;RN;PÉ NA ESTRADA FILMES LTDA;RN;Pequeno Porte;2023;False
21917692000107;1;0;0.0;0.0;281788.58;281788.58;0.0;0.0;0.0;;0.0;0;0.0;2016;2016;False;True;SP;LAPIS BRANCO PRODUCOES ARTISTICAS LTDA.;SP;Pequeno Porte;2016;False
21868012000102;1;1;1.0;278438.8;0.0;278438.8;82704.36;2624.16;0.29702886235682674;0.0;0.0;0;132.0;2019;2019;True;False;GO;GOYAZ FILMES EIRELI-ME;;Pequeno Porte;2014;False
73315293000170;1;1;1.0;0.0;278438.8;278438.8;391543.88;1729.56;1.4062116342980935;0.0;0.0;0;0.0;2018;2018;False;True;RJ;ÍRIS CINEMATOGRÁFICA LTDA;RJ;Pequeno Porte;2001;True
09535973000108;1;1;1.0;0.0;274182.75;274182.75;713909.0;406824.32;2.603770660262179;0.0;0.0;0;0.0;2022;2022;False;True;RJ;TURBILHAO DE IDEIAS CULTURA E ENTRETENIMENTO LTDA - ME;RJ;Pequeno Porte;2022;False
06967225000106;1;1;1.0;0.0;266934.0;266934.0;374244.36;536.76;1.4020108341387758;0.0;0.0;0;0.0;2019;2019;False;True;RJ;LOSBRAGAS PRODUÇÕES LTDA;RJ;Pequeno Porte;2013;False
16820127000197;1;0;0.0;250037.21;10255.25;260292.46;0.0;0.0;0.0;;0.0;0;0.0;2017;2017;False;False;DF;MUVIOLA FILMES LTDA;DF;Pequeno Porte;2004;True
02787555000150;1;0;0.0;0.0;255390.4;255390.4;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;False;True;RJ;MOVIMENTO FILMES LTDA.;RJ;Pequeno Porte;1998;True
31525918000188;1;0;0.0;0.0;255390.4;255390.4;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;False;True;RJ;ANIMANDO PRODUÃÃES ARTÃSTICAS LTDA.;RJ;Pequeno Porte;1979;True
11717663000148;1;0;0.0;0.0;255390.4;255390.4;0.0;0.0;0.0;;0.0;0;0.0;2020;2020;False;True;SP;SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.;SP;Pequeno Porte;2009;False
02593994000122;1;1;1.0;241421.52;0.0;241421.52;1113.28;1113.28;0.004611353619180262;0.0;0.0;0;56.0;2020;2020;True;False;DF;AQUARELA PRODUÇÕES CULTURAIS LTDA;DF;Pequeno Porte;1982;True
02919018000117;1;1;1.0;0.0;232046.4;232046.4;90149.95999999999;20536.04;0.3884997138503334;0.0;0.0;0;0.0;2021;2021;False;True;SP;24 VPS - FILMES LTDA. ME.;SP;Pequeno Porte;2005;True
09064138000129;1;1;1.0;0.0;231431.78;231431.78;388418.8;14711.2;1.678329570813481;1.2;1.2;1;0.0;2019;2019;False;True;RJ;JACQUELINE FILMES LTDA;RJ;Pequeno Porte;2015;False
11757060000170;1;0;0.0;144440.1;82883.01;227323.11;0.0;0.0;0.0;;0.0;0;0.0;2019;2019;False;False;MT;MARIO H. C. ZUGAIR PRODUÇÕES-ME;;Pequeno Porte;2019;False
12325821000187;1;0;0.0;223051.65;0.0;223051.65;0.0;0.0;0.0;;0.0;0;0.0;2018;2018;True;False;RS;PITANGA FILMES LTDA;;Pequeno Porte;2012;False
