cpb;titulo;ano;categoria;cat_nova;chamada;tem_complementacao;tem_comercializacao;cnpj_produtora;uf;tipo_obra;segmento_destinacao_inicial;instrumento;inv_fsa;inv_renuncia;inv_total;bilheteria_obs;renda_pmi_estimada;janelas_crt;receita_ref;publico_domestico;sessoes_total;n_municipios;roi_internacional_0_100;pontuacao_festivais;adm_eu_lumiere;vod_n_plataformas;vod_n_paises;total_paises_alcancados;critica_indice_1_5;critica_n_fontes;critica_confianca;cita_n_papers;cita_soma_cit;cita_max_cit;universo_aplicacao;universo_retorno;retorno_dom;retorno_intl;tem_intl
B1700524600000;SOCORRO, VIREI UMA GAROTA!;2017;Renúncia — Art.3/3-A/39;;;;;03987306000171;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;5315395.68;5315395.68;521094.56;0.0;86664.06;607758.62;26212.0;3364.0;53.0;0.0;0.0;0;0;0;0;3.765;2;alta;0.0;;;True;True;0.11433929976027674;0.0;False
B1700498000000;TODOS;2017;Renúncia — Art.3/3-A/39;;;;;05270790000149;RS;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;144440.1;144440.1;1848.84;0.0;86664.06;88512.9;;;;0.0;0.0;0;0;0;0;4.1;1;baixa;0.0;;;True;True;0.6128000465244762;0.0;False
B1700539500000;UM NOVO CAPITALISMO;2017;Renúncia — Outros Mecanismos;;;;;09165924000112;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1131254.86;1131254.86;0.0;0.0;86664.06;86664.06;;;;0.0;0.0;0;0;0;0;4.4;1;baixa;0.0;;;True;False;;;False
B1800235900000;UMA QUASE DUPLA;2017;Renúncia — Art.3/3-A/39;;;;;07570789000165;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;5394603.74;5394603.74;13034779.24;0.0;202216.14;13236995.38;;;;0.0;0.0;0;0;0;0;2.2;1;baixa;0.0;;;True;True;2.453747488782188;0.0;False
B1700600300000;VERGEL;2017;Renúncia — Outros Mecanismos;;;;;16490810000103;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;85941.86;85941.86;9522.52;0.0;86664.06;96186.58;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;1.1192052394490881;0.0;False
B1800606700000;ZAATARI, O FILME;2017;Renúncia — Art.3/3-A/39;;;;;64044886000158;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;570538.4;570538.4;4135.04;0.0;404432.28;408567.32;;;;0.0;0.0;0;0;0;0;3.5;1;baixa;0.0;;;True;True;0.7161083636088298;0.0;False
B1800380700000;10 SEGUNDOS PARA VENCER;2018;Renúncia — Art.3/3-A/39;;;;;29269719000104;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;8141204.59;8141204.59;986485.36;0.0;508150.81;1494636.17;49622.0;11339.0;103.0;0.8;4.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.18358906885055937;0.8;True
B1800547100000;A TURMA DO PERERÊ.DOC;2018;Renúncia — Outros Mecanismos;;;;;03984281000152;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1392194.0;1392194.0;9403.24;0.0;83531.64;92934.88;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.06675425982298444;0.0;False
B1800613100000;ALICE & SÓ;2018;Renúncia — Art.3/3-A/39;;;;;02298682000196;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4741529.49;4741529.49;3081.4;0.0;83531.64;86613.04;;;;0.0;0.0;0;0;0;0;0.0;0;;2.0;1.0;1.0;True;True;0.018266898936866043;0.0;False
B1800470600000;AMANHÃ CHEGOU;2018;Renúncia — Art.3/3-A/39;;;;;15490163000177;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;721713.37;721713.37;14094.92;0.0;83531.64;97626.56;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.13527054376171527;0.0;False
B1800598100000;AMAZÔNIA, O DESPERTAR DA FLORESTANIA;2018;Renúncia — Art.3/3-A/39;;;;;05081895000150;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;2885070.08;2885070.08;76398.84;0.0;389814.32;466213.16000000003;;;;0.0;0.0;0;0;0;0;3.6;1;baixa;0.0;;;True;True;0.16159509026553698;0.0;False
B1900089100000;AS AVENTURAS DO PEQUENO COLOMBO;2018;Renúncia — Art.3/3-A/39;;;;;07060648000100;RJ;ANIMAÇÃO;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);Renúncia pura;0.0;306282.68;306282.68;47314.4;0.0;83531.64;130846.04000000001;;;;10.86;0.0;2974;0;0;0;3.04;2;media;0.0;;;True;True;0.42720678818665164;10.86;True
B1800316400000;AS HISTÓRIAS QUE NÃO TERMINAM;2018;Renúncia — Outros Mecanismos;;;;;14592038000105;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;348048.5;348048.5;0.0;0.0;167063.28;167063.28;;;;0.0;0.0;0;0;0;0;4.4;1;baixa;0.0;;;True;False;;;False
B1800073500000;BANDEIRAS;2018;Renúncia — Outros Mecanismos;;;;;14592038000105;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;326887.15;326887.15;0.0;0.0;111375.52;111375.52;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;False;;;False
B1800452400000;BRUSQUE 92;2018;Renúncia — Outros Mecanismos;;;;;24856310000170;SC;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;205397.34;205397.34;0.0;0.0;0.0;0.0;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;False;;;False
B1900057300000;CAMINHOS MAGNÉTICOS;2018;Renúncia — Art.3/3-A/39;;;;;15588308000177;SP;FICÇÃO;SALAS DE EXIBIÇÃO;sem inv.;0.0;0.0;0.0;1828.96;0.0;83531.64;85360.6;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;False;False;;;False
B1900409100000;CARLINHOS E CARLÃO;2018;Renúncia — Art.3/3-A/39;;;;;10645895000175;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;1928.36;0.0;0.0;1928.36;97.0;23.0;2.0;1.2;6.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.0004617076834598243;1.2;True
B1800482700000;CHACRINHA, O VELHO GUERREIRO;2018;Renúncia — Art.3/3-A/39;;;;;13110657000153;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;2784388.0;2784388.0;722677.76;0.0;194907.16;917584.92;36352.0;8645.0;76.0;0.0;0.0;0;0;0;0;4.197;2;alta;1.0;1.0;1.0;True;True;0.3295463563267763;0.0;False
B1800458000000;CODINOME CLEMENTE;2018;Renúncia — Outros Mecanismos;;;;;73315293000170;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;278438.8;278438.8;1729.56;0.0;389814.32;391543.88;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;1.4062116342980935;0.0;False
B1800340300000;CRÔ EM FAMILIA;2018;Renúncia — Art.3/3-A/39;;;;;02863008000107;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;9682653.4;0.0;201868.13;9884521.530000001;;;;0.0;0.0;0;0;0;0;3.656;1;alta;0.0;;;True;True;2.3666532896995682;0.0;False
B1900104200000;DE PERNAS PRO AR 3;2018;Renúncia — Art.3/3-A/39;;;;;42473256000166;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4872679.0;4872679.0;72104223.24;0.0;194907.16;72299130.39999999;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;14.837655096918962;0.0;False
B1800561400000;DETETIVES DO PRÉDIO AZUL 2 - O MISTÉRIO ITALIANO;2018;Renúncia — Art.3/3-A/39;;;;;12580503000243;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;6598999.56;6598999.56;26671326.08;0.0;194907.16;26866233.24;;;;1.6;8.0;0;0;0;0;0.0;0;;0.0;;;True;True;4.0712585287700795;1.6;True
B1800422100000;DJON ÁFRICA;2018;Renúncia — Art.3/3-A/39;;;;;12658679000190;PE;FICÇÃO;SALAS DE EXIBIÇÃO;sem inv.;0.0;0.0;0.0;63278.04;0.0;83531.64;146809.68;;;;14.0;20.0;0;16;13;0;0.0;0;;0.0;;;False;False;;;False
B1800202200000;DÊ LEMBRANÇAS A TODOS;2018;Renúncia — Art.3/3-A/39;;;;;08304465000148;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1392194.0;1392194.0;0.0;0.0;278438.8;278438.8;;;;0.3;1.5;0;0;0;0;3.962;2;alta;0.0;;;True;False;;;False
B1800547000000;ELEIÇÕES;2018;Renúncia — Art.3/3-A/39;;;;;10551469000172;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;sem inv.;0.0;0.0;0.0;53179.0;0.0;167063.28;220242.28;;;;0.0;0.0;0;0;0;0;0.0;0;;2.0;2.0;2.0;False;False;;;False
B1800056700000;FERRUGEM;2018;Renúncia — Art.3/3-A/39;;;;;09437566000150;PR;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;3898143.2;3898143.2;554254.4;0.0;501189.84;1055444.24;;;;9.0;45.0;0;0;0;0;2.9;1;baixa;0.0;;;True;True;0.27075563565750993;9.0;True
B1800480100000;FILME ENSAIO;2018;Renúncia — Art.3/3-A/39;;;;;10358078000136;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;515111.78;515111.78;516.88;0.0;83531.64;84048.52;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.1631655948539946;0.0;False
B1800044200000;FILME PAISAGEM - UM OLHAR SOBRE ROBERTO BURLE MARX;2018;Renúncia — Outros Mecanismos;;;;;03987306000171;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1232091.69;1232091.69;43378.16;0.0;194907.16;238285.32;;;;0.0;0.0;0;0;0;0;3.4;1;baixa;0.0;;;True;True;0.19339901562033912;0.0;False
B1800444800000;HERANÇA - A CAVALHADA EM BRUMAL;2018;Renúncia — Outros Mecanismos;;;;;08233638000184;MG;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;363362.63;363362.63;0.0;0.0;0.0;0.0;;;;0.0;0.0;0;0;0;0;3.152;2;alta;0.0;;;True;False;;;False
B1800474200000;HUMBERTO MAURO;2018;Renúncia — Outros Mecanismos;;;;;00061412000131;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;389814.32;389814.32;6441.12;0.0;389814.32;396255.44;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;1.0165235592166033;0.0;False
B1900478400000;INTERVENÇÃO;2018;Renúncia — Art.3/3-A/39;;;;;13110657000153;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;735.56;0.0;83531.64;84267.2;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.02017611530193828;0.0;False
B1800449100000;INTIMIDADE ENTRE ESTRANHOS;2018;Renúncia — Art.3/3-A/39;;;;;10645895000175;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;82979.12;0.0;501189.84;584168.96;;;;0.8;4.0;0;0;0;0;2.4;1;baixa;0.0;;;True;True;0.1398677100078485;0.8;True
B1900092000000;JORGINHO GUINLE - SÓ SE VIVE UMA VEZ;2018;Renúncia — Outros Mecanismos;;;;;04031248000170;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;19204.08;0.0;111375.52;130579.6;;;;0.0;0.0;0;0;0;0;4.24;2;media;0.0;;;True;True;0.03126470400916347;0.0;False
B1800401200000;JUSTIÇA! UMA HISTÓRIA;2018;Renúncia — Outros Mecanismos;;;;;14022519000185;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;139219.4;139219.4;0.0;0.0;0.0;0.0;;;;0.0;0.0;0;0;0;0;4.147;2;media;0.0;;;True;False;;;False
B1800389000000;JUVENTUDE 100 ANOS DE PAPADA;2018;Renúncia — Outros Mecanismos;;;;;08046502000165;RS;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1165375.12;1165375.12;0.0;0.0;389814.32;389814.32;;;;0.0;0.0;0;0;0;0;0.0;0;;1.0;0.0;0.0;True;False;;;False
B1900493300000;MINHA FORTALEZA - OS FILHOS DE FULANO;2018;Renúncia — Outros Mecanismos;;;;;19886089000163;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;807472.52;807472.52;357.84;0.0;83531.64;83889.48;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.10389143645408515;0.0;False
B1800539000000;MINHA VIDA EM MARTE;2018;Renúncia — Art.3/3-A/39;;;;;23964115000100;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;105072241.12;0.0;194907.16;105267148.28;;;;0.0;0.0;0;0;0;0;3.2;1;baixa;0.0;;;True;True;25.20413780454927;0.0;False
B1800405900000;MORTO NÃO FALA;2018;Renúncia — Art.3/3-A/39;;;;;94625829000123;RS;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;528291.12;0.0;501189.84;1029480.96;;;;2.5;12.5;0;0;0;0;3.7;1;baixa;0.0;;;True;True;0.2464888657758904;2.5;True
B1800479500000;MÃE;2018;Renúncia — Outros Mecanismos;;;;;16861733000150;DF;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;5540932.12;5540932.12;874.72;0.0;0.0;874.72;44.0;13.0;2.0;0.0;0.0;0;0;0;0;4.115;2;alta;0.0;;;True;True;0.00015786513551441954;0.0;False
B1900203600000;NONA - SI ME MOJAN YO LOS QUEMO;2018;FSA Automático Festivais;;;;;14440714000125;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;sem inv.;0.0;0.0;0.0;7156.8;0.0;0.0;7156.8;360.0;171.0;5.0;13.8;19.0;0;28;26;0;0.0;0;;0.0;;;False;False;;;False
B1800010300000;NÃO SE ACEITAM DEVOLUÇÕES;2018;Renúncia — Art.3/3-A/39;;;;;02863008000107;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;5898912.88;0.0;194907.16;6093820.04;;;;0.0;0.0;0;0;0;0;2.3;1;baixa;0.0;;;True;True;1.4590447499893453;0.0;False
B1800501600000;O AVENTAL ROSA;2018;Renúncia — Art.3/3-A/39;;;;;05270790000149;RS;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;2504.88;0.0;111375.52;113880.40000000001;;;;0.0;0.0;0;0;0;0;4.09;2;media;0.0;;;True;True;0.027266410667861906;0.0;False
B1800509700000;ONDE A MOEDA CAI EM PÉ - A HISTÓRIA DO SÃO PAULO FUTEBOL CLUBE;2018;Renúncia — Art.3/3-A/39;;;;;01613170000104;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;516878.13;516878.13;76617.52;0.0;83531.64;160149.16;;;;0.0;0.0;0;0;0;0;3.77;1;media;1.0;0.0;0.0;True;True;0.3098393038993544;0.0;False
B1800127700000;PAGLIACCI;2018;Renúncia — Art.3/3-A/39;;;;;07533507000150;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;278438.8;278438.8;11331.6;0.0;389814.32;401145.92;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;1.4406969143668196;0.0;False
B1800550200000;PALACE II - 3 QUARTOS COM VISTA PARA O MAR;2018;Renúncia — Art.3/3-A/39;;;;;11721296000156;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;208829.1;208829.1;5765.2;0.0;83531.64;89296.84;;;;0.0;0.0;0;0;0;0;2.4;1;baixa;0.0;;;True;True;0.42760726354708223;0.0;False
B1800036200000;PANTANAL, A BOA INOCÊNCIA DE NOSSAS ORIGENS;2018;Renúncia — Outros Mecanismos;;;;;09107296000119;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1325552.46;1325552.46;59.64;0.0;111375.52;111435.16;;;;0.0;0.0;0;0;0;0;4.015;2;media;2.0;0.0;0.0;True;True;0.08406695575066113;0.0;False
B1800353300000;PLATAMAMA;2018;Renúncia — Art.3/3-A/39;;;;;10551469000172;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;278438.8;278438.8;1033.76;0.0;0.0;1033.76;;;;0.0;0.0;0;0;0;0;0.0;0;;2.0;2.0;2.0;True;True;0.003712700959780031;0.0;False
B1800549200000;RASGA CORAÇÃO;2018;Renúncia — Art.3/3-A/39;;;;;94625829000123;RS;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;164010.0;0.0;501189.84;665199.8400000001;8250.0;1267.0;11.0;2.3;11.5;0;0;0;0;0.0;0;;0.0;;;True;True;0.15926895245921188;2.3;True
B1800556200000;RINDO À TOA;2018;Renúncia — Art.3/3-A/39;;;;;12375637000141;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1016301.62;1016301.62;1252.44;0.0;389814.32;391066.76;;;;0.0;0.0;0;0;0;0;0.0;0;;3.0;0.0;0.0;True;True;0.38479399452300395;0.0;False
B1800077300000;RIO DO MEDO;2018;Renúncia — Art.3/3-A/39;;;;;03279751000187;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;264516.86;264516.86;1570.52;0.0;389814.32;391384.84;;;;0.0;0.0;0;0;0;0;4.252;2;alta;2.0;0.0;0.0;True;True;1.479621525826369;0.0;False
B1800517000000;ROGÉRIA - SENHOR ASTOLFO BARROZO PINTO;2018;Renúncia — Art.3/3-A/39;;;;;21368732000109;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;sem inv.;0.0;0.0;0.0;20973.4;0.0;83531.64;104505.04000000001;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;False;False;;;False
B1900031700000;SAI DE BAIXO, O FILME;2018;Renúncia — Art.3/3-A/39;;;;;02605295000155;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;9428805.68;0.0;508150.81;9936956.49;;;;12.16;0.0;7768;0;0;0;3.3;1;baixa;0.0;;;True;True;2.3792078043720917;12.16;True
B1900147200000;SANTOS DE TODOS OS GOLS;2018;Renúncia — Outros Mecanismos;;;;;01613170000104;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1197286.84;1197286.84;69957.72;0.0;83531.64;153489.36;;;;0.0;0.0;0;0;0;0;3.543;2;media;0.0;;;True;True;0.128197650614785;0.0;False
B1800126800000;SEQUESTRO RELÂMPAGO;2018;Renúncia — Art.3/3-A/39;;;;;07860494000123;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;259931.0;0.0;501189.84;761120.8400000001;13075.0;2127.0;20.0;1.6;8.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.1822353398065691;1.6;True
B1800124400000;TEU MUNDO NÃO CABE NOS MEUS OLHOS;2018;Renúncia — Art.3/3-A/39;;;;;05270790000149;RS;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;3132436.5;3132436.5;304382.68;0.0;285399.77;589782.45;15311.0;2913.0;33.0;0.0;0.0;0;0;0;0;3.6;1;baixa;0.0;;;True;True;0.18828233229947358;0.0;False
B1800387000000;TODAS AS CANÇÕES DE AMOR;2018;Renúncia — Art.3/3-A/39;;;;;07419227000115;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4984054.52;4984054.52;550735.64;0.0;194907.16;745642.8;;;;3.7;18.5;0;0;0;0;4.3;1;baixa;0.0;;;True;True;0.14960566683367663;3.7;True
B1800005800000;TUNGA, O ESQUECIMENTO DAS PAIXÕES;2018;Renúncia — Outros Mecanismos;;;;;74425067000104;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;417658.2;417658.2;35426.16;0.0;389814.32;425240.48;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;1.018154270645231;0.0;False
B1800116000000;TUNGSTÊNIO;2018;Renúncia — Art.3/3-A/39;;;;;11140814000148;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4176582.0;4176582.0;114051.56;0.0;501189.84;615241.4;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.14730739154648467;0.0;False
B1800540900000;TÁ RINDO DE QUÊ?;2018;Renúncia — Art.3/3-A/39;;;;;12375637000141;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1016301.62;1016301.62;29323.0;0.0;501189.84;530512.8400000001;;;;0.0;0.0;0;0;0;0;3.705;2;media;3.0;0.0;0.0;True;True;0.5220033399139914;0.0;False
B1800517400000;UNIDOS CONTRA DARWIN: CAVALO, HOMEM, SERTÃO;2018;Renúncia — Outros Mecanismos;;;;;08752098000145;GO;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;213005.68;213005.68;0.0;0.0;0.0;0.0;;;;0.0;0.0;0;0;0;0;0.0;0;;3.0;0.0;0.0;True;False;;;False
B1900592900000;A DIVISÃO - O FILME;2019;Renúncia — Art.3/3-A/39;;;;;03247208000106;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4814154.69;4814154.69;151763.92;0.0;186853.8;338617.72;7634.0;1636.0;60.0;0.0;0.0;0;0;0;0;2.9;1;baixa;0.0;;;True;True;0.07033793922396789;0.0;False
B1900415900000;A FERA NA SELVA;2019;Renúncia — Art.3/3-A/39;;;;;49079395000159;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1508177.1;1508177.1;62005.72;0.0;480481.2;542486.92;;;;0.0;0.0;0;0;0;0;3.895;2;alta;5.0;1.0;1.0;True;True;0.3596970939288231;0.0;False
B1900139400000;A HISTÓRIA DE UM SONHO;2019;Renúncia — Outros Mecanismos;;;;;07716572000110;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;54054.14;54054.14;97610.8;0.0;80080.2;177691.0;;;;0.0;0.0;0;0;0;0;4.18;2;media;0.0;;;True;True;3.2872782732275456;0.0;False
B1900148100000;A IRMANDADE;2019;Renúncia — Art.3/3-A/39;;;;;06842017000172;PI;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;200200.5;200200.5;13597.92;0.0;0.0;13597.92;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.06792150868754074;0.0;False
B1900262200000;ADONIRAN, MEU NOME É JOÃO RUBINATO;2019;Renúncia — Outros Mecanismos;;;;;09385866000132;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;576757.18;576757.18;146893.32;0.0;373707.6;520600.92;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.9026344847583865;0.0;False
B1900314100000;ALMA IMORAL;2019;Renúncia — Outros Mecanismos;;;;;27651181000172;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;653988.3;653988.3;62482.84;0.0;0.0;62482.84;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.09554121992702315;0.0;False
B1900594800000;AMIGAS DE SORTE;2019;Renúncia — Art.3/3-A/39;;;;;09281789000170;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;7207218.0;7207218.0;8250.2;0.0;186853.8;195104.0;415.0;21.0;1.0;0.0;0.0;0;0;0;0;4.1;1;baixa;0.0;;;True;True;0.027070639461717404;0.0;False
B2000163700000;AMIGO ARRIGO;2019;Renúncia — Art.3/3-A/39;;;;;69126670000155;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;734068.5;734068.5;417.48;0.0;373707.6;374125.07999999996;;;;0.0;0.0;0;0;0;0;0.0;0;;24.0;9.0;6.0;True;True;0.5096596298574315;0.0;False
B1900303600000;AMÉRICA ARMADA;2019;Renúncia — Art.3/3-A/39;;;;;35792621000130;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;467134.5;467134.5;0.0;0.0;373707.6;373707.6;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;False;;;False
B2000006500000;BABENCO - ALGUÉM TEM QUE OUVIR O CORAÇÃO E DIZER: PAROU;2019;Renúncia — Art.3/3-A/39;;;;;46848701000186;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;1061062.65;1061062.65;95682.44;0.0;373707.6;469390.04;4813.0;2327.0;37.0;0.0;0.0;0;0;0;0;3.955;2;media;0.0;;;True;True;0.44237730920035684;0.0;False
B1900180000000;BOCA DE OURO;2019;Renúncia — Art.3/3-A/39;;;;;02605295000155;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;4004010.0;4004010.0;20317.36;0.0;480481.2;500798.56;;;;13.92;6.0;11707;0;0;0;3.962;2;alta;0.0;;;True;True;0.12507425306130604;13.92;True
B1900390400000;CALLADO;2019;Renúncia — Art.3/3-A/39;;;;;18009049000170;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;400401.0;400401.0;2306.08;0.0;373707.6;376013.68;;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.9390927595085926;0.0;False
B2000000500000;CHACRINHA O VELHO GUERREIRO;2019;Renúncia — Art.3/3-A/39;;;;;13110657000153;RJ;FICÇÃO;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);Renúncia pura;0.0;2669340.0;2669340.0;722677.76;0.0;480481.2;1203158.96;;;;0.0;0.0;0;0;0;0;4.197;2;alta;1.0;1.0;1.0;True;True;0.4507327504177062;0.0;False
B1900247200000;CRÔNICA DE UMA CIDADE PARTIDA;2019;Renúncia — Art.3/3-A/39;;;;;30120265000194;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;400401.0;400401.0;6242.32;0.0;80080.2;86322.51999999999;;;;0.0;0.0;0;0;0;0;4.45;2;media;0.0;;;True;True;0.21559017085371912;0.0;False
B1900386800000;DIVALDO – O MENSAGEIRO DA PAZ;2019;Renúncia — Art.3/3-A/39;;;;;00975333000136;CE;FICÇÃO;SALAS DE EXIBIÇÃO;Renúncia pura;0.0;225559.23;225559.23;8658356.28;0.0;80080.2;8738436.479999999;;;;0.0;0.0;0;0;0;0;4.4;1;baixa;0.0;;;True;True;38.74120549179033;0.0;False
