cpb;titulo;ano;categoria;cat_nova;chamada;tem_complementacao;tem_comercializacao;cnpj_produtora;uf;tipo_obra;segmento_destinacao_inicial;instrumento;inv_fsa;inv_renuncia;inv_total;bilheteria_obs;renda_pmi_estimada;janelas_crt;receita_ref;publico_domestico;sessoes_total;n_municipios;roi_internacional_0_100;pontuacao_festivais;adm_eu_lumiere;vod_n_plataformas;vod_n_paises;total_paises_alcancados;critica_indice_1_5;critica_n_fontes;critica_confianca;cita_n_papers;cita_soma_cit;cita_max_cit;universo_aplicacao;universo_retorno;retorno_dom;retorno_intl;tem_intl
B2300121300000;O PASTOR E O GUERRILHEIRO;2023;FSA Pontuação Festivais e Roteiro;Festivais · Pontuação;CONCURSO PRODUÇÃO PARA CINEMA;True;False;03093490000106;DF;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;6112965.63;0.0;6112965.63;100871.12;0.0;62898.0;163769.12;5074.0;485.0;23.0;2.4;12.0;0;0;0;0;3.902;2;alta;0.0;;;True;True;0.026790453261553836;2.4;True
B2300303300000;TPM! MEU AMOR;2023;FSA Pontuação Festivais e Roteiro;Festivais · Pontuação;CONCURSO PRODUÇÃO PARA CINEMA;False;True;67942250000111;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;6012605.89;236161.96;6248767.85;10536.4;0.0;0.0;10536.4;530.0;252.0;15.0;0.0;0.0;0;0;0;0;4.3;1;baixa;4.0;3.0;2.0;True;True;0.001686156415620401;0.0;False
B2300491600000;LA OTRA FORMA;2023;FSA Coprodução Internacional;Coprodução Intl;COPRODUÇÃO INTERNACIONAL;False;False;19457687000117;RJ;ANIMAÇÃO;SALAS DE EXIBIÇÃO;FSA puro;1096731.0;0.0;1096731.0;4651.92;0.0;0.0;4651.92;234.0;51.0;7.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.004241623515702574;0.0;False
B2300527400000;PUAN;2023;FSA Coprodução Internacional;Coprodução Intl;COPRODUÇÃO INTERNACIONAL CINEMA;False;False;14440714000125;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;1572450.0;0.0;1572450.0;116377.52;0.0;0.0;116377.52;5854.0;202.0;9.0;19.2;46.0;0;19;12;0;0.0;0;;0.0;;;True;True;0.07401031511335814;19.2;True
B2000497700000;ABE;2020;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;06945371000122;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;4009670.49;5107808.0;9117478.49;71766.8;0.0;76617.12;148383.91999999998;3610.0;701.0;9.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.016274666308535485;0.0;False
B2000154900000;ALICE JÚNIOR;2020;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;04952911000170;PR;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;701369.08;0.0;701369.08;1928.36;0.0;178773.28;180701.63999999998;97.0;52.0;7.0;8.5;42.5;0;0;0;0;3.39;2;alta;0.0;;;True;True;0.2576412977886051;8.5;True
B2000070300000;DOIS MAIS DOIS;2020;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;12580503000162;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;4004010.0;4724722.4;8728732.4;290128.72;0.0;255390.4;545519.12;14594.0;3035.0;74.0;0.0;0.0;0;0;0;0;3.775;1;alta;0.0;;;True;True;0.062496946291995384;0.0;False
B2000259000000;ZONA ÁRIDA;2020;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;09437566000150;PR;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;FSA puro;529831.56;0.0;529831.56;19.88;0.0;76617.12;76637.0;1.0;5.0;1.0;0.4;2.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.14464408273452037;0.4;True
B2100065700000;A ÚLTIMA FLORESTA;2021;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;02238621000133;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;FSA puro;2105606.75;0.0;2105606.75;48646.36;0.0;69613.92;118260.28;2447.0;169.0;7.0;7.5;37.5;0;0;0;0;3.538;1;alta;0.0;;;True;True;0.05616446660802166;7.5;True
B2100306300000;ALDEIA NATAL;2021;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;True;04937797000109;PR;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;FSA puro;282412.02;0.0;282412.02;27712.72;0.0;0.0;27712.72;1394.0;99.0;5.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.0981286844660507;0.0;False
B2100113200000;L.O.C.A.;2021;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;09180984000104;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;5924395.23;3034978.15;8959373.38;198.8;0.0;162432.48;162631.28;10.0;14.0;1.0;0.0;0.0;0;0;0;0;4.3;1;baixa;0.0;;;True;True;0.018152081970714783;0.0;False
B2100010700000;LOOP;2021;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;13207081000147;MT;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;2216809.93;1222304.41;3439114.34;477.12;0.0;162432.48;162909.6;24.0;16.0;2.0;0.0;0.0;0;0;0;0;3.356;1;alta;3.0;1.0;1.0;True;True;0.047369637614316715;0.0;False
B2100259000000;MEDIDA PROVISÓRIA;2021;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;02605295000155;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;3649853.62;4872974.4;8522828.02;9446061.52;0.0;162432.48;9608494.0;475154.0;14702.0;132.0;12.66;10.5;2379;0;0;0;4.039;2;alta;0.0;;;True;True;1.1273833025202826;12.66;True
B2100347700000;O JARDIM SECRETO DE MARIANA;2021;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;42473256000166;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;3480696.0;1740348.0;5221044.0;16261.84;0.0;162432.48;178694.32;818.0;382.0;17.0;0.0;0.0;0;0;0;0;4.273;2;alta;0.0;;;True;True;0.034225783195851255;0.0;False
B2200063900000;1999 - A CONQUISTA DA AMÉRICA;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;04350398000147;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;FSA puro;1160232.0;0.0;1160232.0;22305.36;0.0;0.0;22305.36;1122.0;35.0;1.0;0.0;0.0;0;0;0;0;3.993;2;media;0.0;;;True;True;0.019224913637962065;0.0;False
B2300468500000;A FILHA DO PALHAÇO;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;08254467000170;CE;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;2548245.77;0.0;2548245.77;107173.08;0.0;65803.86;172976.94;5391.0;315.0;18.0;0.0;0.0;0;0;0;0;3.97;2;media;0.0;;;True;True;0.06788079157686584;0.0;False
B2200343300000;A ÚLTIMA FESTA;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;02298682000196;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;4004010.0;1096731.0;5100741.0;32285.12;0.0;153542.34;185827.46;1624.0;606.0;34.0;0.0;0.0;0;0;0;0;4.7;1;baixa;0.0;;;True;True;0.03643146358538887;0.0;False
B2200299300000;CORDIALMENTE TEUS;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;04350398000147;SP;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;2268939.0;0.0;2268939.0;8468.88;0.0;0.0;8468.88;426.0;71.0;5.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.003732528728185288;0.0;False
B2200412200000;FAUSTO FAWCETT NA CABEÇA;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;True;03360320000140;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;FSA puro;1059200.72;0.0;1059200.72;21152.32;0.0;307084.68;328237.0;1064.0;79.0;7.0;0.0;0.0;0;0;0;0;3.92;1;alta;0.0;;;True;True;0.3098912168413179;0.0;False
B2300288600000;FORAM OS SUSSURROS QUE ME MATARAM;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;09437566000150;PR;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;1581545.63;0.0;1581545.63;5427.24;0.0;0.0;5427.24;273.0;101.0;7.0;0.0;0.0;0;0;0;0;0.0;0;;5.0;3.0;3.0;True;True;0.003431605068517688;0.0;False
B2200089800000;O TRAIDOR;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;01378559000112;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;3109378.12;548365.5;3657743.62;62164.76;0.0;65803.86;127968.62;3127.0;399.0;13.0;6.7;33.5;0;0;0;0;3.529;1;alta;0.0;;;True;True;0.034985672396579834;6.7;True
B2300008500000;VAI CORINTHIANS!;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;01613170000104;SP;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1334670.0;622227.12;1956897.12;36758.12;0.0;0.0;36758.12;1849.0;41.0;3.0;0.0;0.0;0;0;0;0;0.0;0;;2.0;0.0;0.0;True;True;0.018783879655359707;0.0;False
B2300549200000;A ENTREGA;2023;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;03931658000105;BA;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;941213.33;0.0;941213.33;5467.0;0.0;0.0;5467.0;275.0;28.0;3.0;0.0;0.0;0;0;0;0;3.923;2;alta;0.0;;;True;True;0.00580846002255408;0.0;False
B2300212900000;MEU NOME É GAL;2023;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;True;12580503000162;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;3354560.0;3771213.44;7125773.44;3355505.44;0.0;146762.0;3502267.44;168788.0;9609.0;119.0;11.89;5.5;2825;0;0;0;3.0;1;baixa;1.0;0.0;0.0;True;True;0.49149295434237095;11.89;True
B2300283600000;O VAZIO DE DOMINGO À TARDE;2023;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;09065789000133;DF;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1160232.0;314490.0;1474722.0;21291.48;0.0;0.0;21291.48;1071.0;180.0;15.0;0.0;0.0;0;0;0;0;4.078;2;media;0.0;;;True;True;0.01443762281975857;0.0;False
B2300493100000;SOB A VERDE NEBULOSA;2023;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;False;False;05928108000162;PA;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;FSA puro;533868.0;0.0;533868.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0;0;0;0;2.4;1;baixa;0.0;;;True;False;;;False
B2000034100000;NO GOGÓ DO PAULINHO;2020;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;False;False;03987306000171;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;6264873.0;3901088.36;10165961.36;2166.92;0.0;0.0;2166.92;109.0;21.0;1.0;0.0;0.0;0;0;0;0;3.673;2;alta;0.0;;;True;True;0.00021315445959948053;0.0;False
B2000502900000;QUEM VAI FICAR COM MÁRIO;2020;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;False;False;42488478000152;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;4702332.74;3830856.0;8533188.74;300108.48;0.0;153234.24;453342.72;15096.0;2557.0;60.0;0.0;0.0;0;0;0;0;3.835;2;alta;0.0;;;True;True;0.053127000212115305;0.0;False
B2100036700000;O ESPAÇO INFINITO;2021;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;False;False;13631016000144;DF;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;2450261.44;0.0;2450261.44;11590.04;0.0;0.0;11590.04;583.0;115.0;9.0;0.0;0.0;0;0;0;0;3.845;2;alta;0.0;;;True;True;0.00473012381895052;0.0;False
B2200065000000;AMADO;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;False;False;00817115000173;DF;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;4671345.0;7535748.37;12207093.37;25903.64;0.0;65803.86;91707.5;1303.0;346.0;4.0;0.0;0.0;0;0;0;0;3.63;2;alta;2.0;0.0;0.0;True;True;0.007512640169147818;0.0;False
B2200349500000;TRÊS TIGRES TRISTES;2022;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;False;False;15745495000155;MG;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;1165700.78;0.0;1165700.78;14413.0;0.0;65803.86;80216.86;725.0;108.0;19.0;11.0;55.0;0;0;0;0;3.75;1;alta;0.0;;;True;True;0.06881428011054432;11.0;True
B2300330000000;ENTRELINHAS;2023;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;False;False;04937797000109;PR;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;3977551.5;0.0;3977551.5;45584.84;0.0;62898.0;108482.84;2293.0;376.0;12.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.027273773827944152;0.0;False
B2300349700000;NOSSO SONHO;2023;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;False;False;05256465000121;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;3480696.0;4088370.0;7569066.0;9932028.12;0.0;146762.0;10078790.12;499599.0;18123.0;200.0;0.0;0.0;0;0;0;0;4.259;2;alta;0.0;;;True;True;1.3315764613493923;0.0;False
B2300536800000;SALA ESCURA;2023;FSA Automático Bilheteria;Automático Bilheteria;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;False;False;19152930000199;CE;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;2669340.0;314490.0;2983830.0;54013.96;0.0;0.0;54013.96;2717.0;469.0;25.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.018102224322431238;0.0;False
B1402521900000;AS AVENTURAS DO AVIÃO VERMELHO;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;04909742000195;RS;ANIMAÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1731673.64;2904806.54;4636480.18;439884.76;0.0;253632.26;693517.02;22127.0;2.0;2.0;0.0;0.0;0;0;0;0;4.003;2;media;4.0;34.0;24.0;True;True;0.14957834242267806;0.0;False
B1500344400000;DEPOIS DE TUDO;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;09558964000124;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;4810267.0;1889123.04;6699390.04;442230.6;0.0;358583.54;800814.1399999999;22245.0;;;0.0;0.0;0;0;0;0;3.51;2;media;0.0;;;True;True;0.11953538086580788;0.0;False
B1402255700000;GALAXIAS;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;01369211000169;RJ;DOCUMENTÁRIO;INDEFINIDO;FSA puro;558393.3;0.0;558393.3;934.36;0.0;603469.86;604404.22;47.0;;;0.0;0.0;0;0;0;0;3.793;2;alta;5.0;23.0;21.0;True;True;1.082398768036794;0.0;False
B1402378700000;INFÂNCIA;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;04474294000144;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1116786.6;524756.4;1641543.0;70156.52;0.0;209902.56;280059.08;3529.0;;;0.0;0.0;0;0;0;0;4.03;2;alta;0.0;;;True;True;0.1706072152846438;0.0;False
B1500543200000;LINDA DE MORRER;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;10645895000175;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1749188.0;5556093.42;7305281.42;19333280.12;0.0;358583.54;19691863.66;972499.0;;;0.0;0.0;0;0;0;0;3.2;1;baixa;0.0;;;True;True;2.695565376316468;0.0;False
B1402855900000;MARESIA;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;True;True;03766122000181;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;2099025.6;1490768.21;3589793.81;17872.12;0.0;594723.92;612596.04;899.0;131.0;8.0;3.1;15.5;0;0;0;0;0.0;0;;0.0;;;True;True;0.17064936662755012;3.1;True
B1402201200000;MUITOS HOMENS NUM SÓ;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;True;29269719000104;RJ;FICÇÃO;INDEFINIDO;Misto FSA+Renúncia;2365578.0;3062397.59;5427975.59;57592.36;0.0;603469.86;661062.22;2897.0;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.12178798689107591;0.0;False
B1402652900000;NISE - O CORAÇÃO DA LOUCURA;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;03360320000140;RJ;FICÇÃO;INDEFINIDO;Misto FSA+Renúncia;985657.5;2511690.53;3497348.03;3075356.48;0.0;638453.62;3713810.1;154696.0;74.0;8.0;2.9;14.5;0;0;0;0;4.3;1;baixa;0.0;;;True;True;1.0618932025475316;2.9;True
B1402175100000;O MENINO NO ESPELHO;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;03987306000171;RJ;FICÇÃO;INDEFINIDO;Misto FSA+Renúncia;1478486.25;6951307.57;8429793.82;464695.0;0.0;743404.9;1208099.9;23375.0;1.0;1.0;0.0;0.0;0;0;0;0;3.5;1;baixa;0.0;;;True;True;0.14331310181439288;0.0;False
B1500177200000;PARA MINHA AMADA MORTA;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;True;09437566000150;PR;FICÇÃO;SALAS DE EXIBIÇÃO;FSA puro;1136972.2;0.0;1136972.2;143036.6;0.0;209902.56;352939.16000000003;7195.0;34.0;4.0;7.4;37.0;0;0;0;0;3.133;1;media;0.0;;;True;True;0.3104202195972778;7.4;True
B1500585400000;QUASE MEMÓRIA;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;02282322000104;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1861311.0;4904587.29;6765898.29;83257.44;0.0;629707.68;712965.1200000001;4188.0;477.0;15.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.10537626926106217;0.0;False
B1402237400000;SANGUE AZUL;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;02902219000101;SP;FICÇÃO;INDEFINIDO;Misto FSA+Renúncia;1478486.25;3061079.0;4539565.25;199674.72;0.0;253632.26;453306.98;10044.0;2.0;2.0;15.02;30.5;711;0;0;0;4.0;1;baixa;0.0;;;True;True;0.09985691471226237;15.02;True
B1402332500000;TRINTA;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;06137016000127;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;2140507.65;7377189.89;9517697.54;433602.68;0.0;358583.54;792186.22;21811.0;;;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.08323296854839958;0.0;False
B1402145600000;À QUEIMA ROUPA;2014;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;01464291000131;RJ;DOCUMENTÁRIO;INDEFINIDO;Misto FSA+Renúncia;1159596.75;280409.44;1440006.19;28607.32;0.0;209902.56;238509.88;1439.0;;;0.0;0.0;0;0;0;0;4.16;2;media;0.0;;;True;True;0.16563114912721313;0.0;False
B1600109600000;A FRENTE FRIA QUE A CHUVA TRAZ;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;04092785000120;PR;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1861311.0;158054.4;2019365.4;33696.6;0.0;197568.0;231264.6;1695.0;2.0;1.0;0.0;0.0;0;0;0;0;2.2;1;baixa;0.0;;;True;True;0.11452340423382515;0.0;False
B1600585400000;A GLÓRIA E A GRAÇA;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;29269719000104;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1580544.0;3923134.65;5503678.65;113037.68;0.0;671731.2;784768.8799999999;5686.0;520.0;14.0;1.9;9.5;0;0;0;0;4.2;1;baixa;0.0;;;True;True;0.1425898803157775;1.9;True
B1600032100000;AMOR EM SAMPA;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;56839830000161;SP;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;2623782.0;5634967.2;8258749.2;262416.0;0.0;324011.52;586427.52;13200.0;6.0;3.0;0.0;0.0;0;0;0;0;4.3;1;baixa;1.0;0.0;0.0;True;True;0.07100682025796352;0.0;False
B1600041000000;BUGIGANGUE NO ESPAÇO;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;True;False;08517383000181;SP;ANIMAÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;3804637.95;3793305.6;7597943.550000001;2360113.84;0.0;229178.88;2589292.7199999997;118718.0;8789.0;120.0;0.0;0.0;0;0;0;0;4.3;1;baixa;0.0;;;True;True;0.3407886229952313;0.0;False
B1500344800000;CAMPO GRANDE;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;29269719000104;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1749188.0;6164121.6;7913309.6;96497.52;0.0;576898.56;673396.0800000001;4854.0;;;6.6;33.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.08509664274982999;6.6;True
B1500812200000;DOIDAS E SANTAS;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;True;False;03626688000108;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;4374080.85;3437683.2;7811764.05;606419.52;0.0;102735.36;709154.88;30504.0;3199.0;31.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.09078037629669575;0.0;False
B1600264400000;PONTO ZERO;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;True;False;10387192000194;RS;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1399350.4;2882152.33;4281502.73;163950.36;0.0;189665.28;353615.64;8247.0;3.0;2.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.08259147834293218;0.0;False
B1500399400000;PROVA DE CORAGEM;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;86777331000158;RS;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1749188.0;3109983.5;4859171.5;240925.72;0.0;221276.16;462201.88;12119.0;4.0;2.0;0.0;0.0;0;0;0;0;4.015;2;alta;0.0;;;True;True;0.09511948281718396;0.0;False
B1500309900000;QUALQUER GATO VIRA-LATA 2;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;42488478000152;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;2727279.72;8382366.91;11109646.63;16260150.2;0.0;324011.52;16584161.719999999;817915.0;;;0.0;0.0;0;0;0;0;3.605;2;alta;0.0;;;True;True;1.4927713069844057;0.0;False
B1500408100000;UM FILME DE CINEMA;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;True;01369211000169;RJ;DOCUMENTÁRIO;SALAS DE EXIBIÇÃO;FSA puro;887091.75;0.0;887091.75;80374.84;0.0;102735.36;183110.2;4043.0;328.0;12.0;0.0;0.0;0;0;0;0;2.675;2;media;0.0;;;True;True;0.20641630361233773;0.0;False
B1500870400000;VAI QUE DÁ CERTO 2;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;False;False;00538914000100;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1580544.0;7112448.0;8692992.0;18534263.16;0.0;229178.88;18763442.04;932307.0;131.0;18.0;0.0;0.0;0;0;0;0;3.5;1;baixa;0.0;;;True;True;2.1584561495052563;0.0;False
B1500672000000;ÓRFÃOS DO ELDORADO;2015;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;True;False;04939205000198;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;2698900.95;6231294.72;8930195.67;79977.24;0.0;545287.68;625264.92;4023.0;1.0;1.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;;;True;True;0.0700169339066677;0.0;False
B1600287300000;DESERTO;2016;FSA Pontuação Bilheteria e Roteiro — Produtora;Bilheteria · Produtora;PRODECINE 01;True;True;02140120000110;RJ;FICÇÃO;SALAS DE EXIBIÇÃO;Misto FSA+Renúncia;1777652.54;1271394.41;3049046.95;26977.16;0.0;416363.08;443340.24;1357.0;179.0;9.0;0.0;0.0;0;0;0;0;3.705;2;alta;0.0;;;True;True;0.14540289056552572;0.0;False
