ano;aporte_fsa_mi;producao_fsa_cinema_mi
2014;469.59363762857555;53.35316549
2015;429.11701061289983;85.04256292000001
2016;811.4432783779387;65.8121508
2017;250.62900629614788;107.6120842
2018;1152.078091062017;158.07594058
2019;24.0650272151688;171.32196277
2020;0.0;150.34471788
2021;52.43059136506872;100.21791309000001
2022;449.5344427231918;111.28103483
2023;129.585516956467;116.27321353
