cnpj;n_obras;fsa_mi;receita_crt_mi;pub_por_mi_fsa;tem_intl;pct_sala;tipo;s16_perfil;uf
13207081000147;1;2.21680993;0.16290960000000002;10.82636796019765;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
13254763000100;1;0.37081593;0.01079484;1464.3383848153449;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
13359654000158;1;2.06185428;0.10195868;789.0955320082077;False;100.0;Pequeno Porte de Sala;Campeãs de público;
13384449000142;1;0.9139498100000001;0.07434888;630.2315441150974;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
13393029000122;1;0.6959746;0.0;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
13486716000192;1;0.76228813;0.18758935999999998;48.53807706542669;True;100.0;Vitrine Internacional;Emergentes / micro;
13516637000187;1;0.133467;0.24833684000000003;62112.73198618385;True;100.0;Vitrine Internacional;Emergentes / micro;
13601904000114;1;0.400401;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
13622499000110;1;0.5829083100000001;0.09905792;1339.8333607561708;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
13631016000144;2;4.11859894;0.022325240000000003;272.6655390242974;False;100.0;Pequeno Porte de Sala;Campeãs de público;
13650111000195;2;0.75659561;0.0;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
13650474000120;3;5.44579128;0.86980398;3907.788401321176;False;100.0;Aposta de Alto Fomento;Campeãs de público;
13667540000175;1;0.0667335;0.07661712;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
13827942000190;1;0.71001894;0.0794202;198.58625179773372;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
13924232000188;1;2.936274;0.08101206;260.53426894084134;True;100.0;Vitrine Internacional;;
13931232000105;1;2.2305165;0.0;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
14026079000134;1;0.18947607;0.0036976799999999996;981.6543060028636;False;100.0;Pequeno Porte de Sala;;
14210788000175;1;1.2529746000000002;0.3956302;3554.740854283877;True;100.0;Vitrine Internacional;Comerciais de sala;
14372650000172;1;1.29474042;0.02021796;785.4856342555522;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
14440714000125;2;3.01110951;0.25036460000000005;2787.012552060918;True;100.0;Vitrine Internacional;Prestígio internacional;
14520885000164;1;3.090496;0.19162688;1815.566174491085;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
14595634000149;1;0.57097172;0.18056592;8548.584507828164;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
14622284000162;1;0.044610330000000004;0.0;0.0;False;0.0;Independente fora da sala;;
14635446000105;1;0.44693320000000003;0.0;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
14676949000110;1;1.08048324;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
14798449000151;3;4.82958725;1.48000226;7573.525046058542;True;100.0;Vitrine Internacional;Prestígio internacional;
14949815000126;2;0.55936838;0.1868538;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
14989694000146;1;0.3336675;0.06961392;0.0;False;0.0;Independente fora da sala;Baixo retorno / nicho;
15089868000187;1;0.3480485;0.01200752;1735.390326348196;True;100.0;Vitrine Internacional;Prestígio internacional;
15096101000185;1;0.26552909;0.08238627999999999;436.8636219858246;False;100.0;Pequeno Porte de Sala;;
15128758000187;1;0.36341305;0.08279788;2754.4415369783774;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
15288201000103;1;0.2370816;0.11896088;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
15318729000188;1;3.5383991800000003;0.9829304799999999;11202.523509515395;True;100.0;Vitrine Internacional;;
15472728000193;1;0.29686344;0.11204328;6002.760056947397;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
15479865000150;1;4.333203;2.2499475299999996;19998.370720227045;False;100.0;Pequeno Porte de Sala;Baixo retorno / nicho;
15592350000161;1;1.41679239;0.08448588;33.87934628869654;False;100.0;Pequeno Porte de Sala;;
15667476000158;1;0.04956703;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
15743170000133;1;0.98652588;0.15339328;8.109265212586212;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
15745495000155;4;4.697771680000001;0.24849918;812.9386143347008;True;100.0;Vitrine Internacional;Comerciais de sala;
15830015000154;1;1.7402425;0.00544712;157.4493209998032;False;100.0;Pequeno Porte de Sala;Emergentes / micro;
15864034000100;1;2.85153573;0.0958754;463.2591435212351;False;100.0;Pequeno Porte de Sala;Produção para TV/VoD;
16100516000148;1;0.20257676000000002;0.10677360000000001;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
16487027000190;3;5.780080449999999;0.21761188;161.24343044394826;False;66.66666666666666;Aposta de Alto Fomento;Baixo retorno / nicho;
16701009000160;1;0.24685114000000002;0.0;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
16820127000197;1;0.25003721;0.08666406;0.0;False;0.0;Independente fora da sala;Emergentes / micro;
16894643000166;3;2.96001748;0.12582766;665.5366102770447;False;33.33333333333333;Independente fora da sala;Produção para TV/VoD;
16957757000108;1;1.48336782;0.18721772;2571.85031828451;True;100.0;Vitrine Internacional;Emergentes / micro;
17192316000125;1;0.266934;0.11194016;5353.383233308608;True;100.0;Vitrine Internacional;Comerciais de sala;
