;0
n_produtoras;445.0
pct_tira_unica;69.88764044943821
pct_recorrente;30.112359550561795
obras_de_recorrentes_pct;54.73071324599709
fsa_de_recorrentes_pct;62.338095878593926
ticket_depois_acerto_mi;1.86636832
ticket_depois_sem_acerto_mi;1.14548593
n_recorrentes_analisados;134.0
rho_sucesso_ticket;0.44066501289352433
rho_sucesso_nobras;0.29527886440492723
